Localidade;Ano;LigacoesEsgoto;PercentualPopulacaoAtendidaEsgoto
Silvânia;2015;4605;95,4
Silvânia;2015;6074;100
Silvânia;2016;4854;99,6
Silvânia;2016;6234;100
Silvânia;2017;5222;100
Silvânia;2017;6373;100
Silvânia;2018;5347;100
Silvânia;2018;6508;100
Simolândia;2001;1376;
Simolândia;2002;1413;
Simolândia;2003;1522;
Simolândia;2004;1594;
Simolândia;2005;1604;88,67
Simolândia;2006;1644;90,25
Simolândia;2007;1692;97,15
Simolândia;2008;1734;95,41
Simolândia;2009;1776;96,7
Simolândia;2010;1812;100
Simolândia;2011;1876;100
Simolândia;2012;1971;100
Simolândia;2013;2008;100
Simolândia;2014;2043;100
Simolândia;2015;2063;100
Simolândia;2016;2098;100
Simolândia;2017;2116;100
Simolândia;2018;2124;100
Sítio d'Abadia;2012;374;100
Sítio d'Abadia;2013;395;100
Sítio d'Abadia;2014;419;100
Sítio d'Abadia;2015;440;100
Sítio d'Abadia;2016;450;100
Sítio d'Abadia;2017;466;100
Sítio d'Abadia;2018;510;100
Taquaral de Goiás;2000;837;
Taquaral de Goiás;2001;870;
Taquaral de Goiás;2002;882;
Taquaral de Goiás;2003;888;
Taquaral de Goiás;2004;961;
Taquaral de Goiás;2005;1002;100
Taquaral de Goiás;2006;1027;91,03
Taquaral de Goiás;2007;1085;98,67
Taquaral de Goiás;2008;1136;100
Taquaral de Goiás;2009;1176;100
Taquaral de Goiás;2010;1214;100
Taquaral de Goiás;2011;1284;100
Taquaral de Goiás;2012;1344;100
Taquaral de Goiás;2013;1465;100
Taquaral de Goiás;2014;1513;100
Taquaral de Goiás;2015;1537;100
Taquaral de Goiás;2016;1550;100
Taquaral de Goiás;2017;1577;100
Taquaral de Goiás;2018;1610;100
Teresina de Goiás;2000;566;
Teresina de Goiás;2001;599;
Teresina de Goiás;2002;621;
Teresina de Goiás;2003;634;
Teresina de Goiás;2004;649;
Teresina de Goiás;2005;659;81,58
Teresina de Goiás;2006;666;77,33
Teresina de Goiás;2007;693;100
Teresina de Goiás;2008;723;100
Teresina de Goiás;2009;748;100
Teresina de Goiás;2010;764;100
Teresina de Goiás;2011;785;100
Teresina de Goiás;2012;810;100
Teresina de Goiás;2013;819;100
Teresina de Goiás;2014;847;100
Teresina de Goiás;2015;860;100
Teresina de Goiás;2016;873;100
Teresina de Goiás;2017;892;100
Teresina de Goiás;2018;912;100
Terezópolis de Goiás;2000;910;
Terezópolis de Goiás;2001;1067;
Terezópolis de Goiás;2002;1104;
Terezópolis de Goiás;2003;1146;
Terezópolis de Goiás;2004;1199;
Terezópolis de Goiás;2005;1231;81,48
Terezópolis de Goiás;2006;1269;81,44
Terezópolis de Goiás;2007;1359;83,95
Terezópolis de Goiás;2008;1449;85,48
Terezópolis de Goiás;2009;1558;91,1
Terezópolis de Goiás;2010;1660;88,7
Terezópolis de Goiás;2011;1760;89,16
Terezópolis de Goiás;2012;1868;94
Terezópolis de Goiás;2013;2028;96
Terezópolis de Goiás;2014;2159;100
Terezópolis de Goiás;2015;1727;84,1
Terezópolis de Goiás;2015;2285;100
Terezópolis de Goiás;2016;1826;86,6
Terezópolis de Goiás;2016;2361;100
Terezópolis de Goiás;2017;1880;87,4
Terezópolis de Goiás;2017;2418;100
Terezópolis de Goiás;2018;1949;89,2
Terezópolis de Goiás;2018;2487;100
Três Ranchos;2000;816;
Três Ranchos;2001;836;
Três Ranchos;2002;838;
Três Ranchos;2003;858;
Três Ranchos;2004;874;
Três Ranchos;2005;873;93,37
Três Ranchos;2006;925;96,66
Três Ranchos;2007;978;100
Três Ranchos;2008;1035;100
Três Ranchos;2009;1077;100
Três Ranchos;2010;1123;100
Três Ranchos;2011;1170;100
Três Ranchos;2012;1249;100
Três Ranchos;2013;1320;100
Três Ranchos;2014;1411;100
Três Ranchos;2015;1444;100
Três Ranchos;2016;1487;100
Três Ranchos;2017;1508;100
Três Ranchos;2018;1527;100
Trindade;2000;16807;
Trindade;2001;19096;
Trindade;2002;20963;
Trindade;2003;21532;
Trindade;2004;22175;
Trindade;2005;9614;36,26
Trindade;2005;22008;81,28
Trindade;2006;10734;38,13
Trindade;2006;22692;79,36
Trindade;2007;11240;39,15
Trindade;2007;24142;83,23
Trindade;2008;11553;38,03
Trindade;2008;25210;82,4
Trindade;2009;11869;38
Trindade;2009;26450;84,5
Trindade;2010;12202;40,3
Trindade;2010;28027;92,2
Trindade;2011;12815;40,62
Trindade;2011;29634;93,56
Trindade;2012;13080;41,1
Trindade;2012;31319;97,14
Trindade;2013;14571;42,36
Trindade;2013;34736;99,31
Trindade;2014;15329;43,7
Trindade;2014;36836;99,3
Trindade;2015;15701;44
Trindade;2015;39475;99,3
Trindade;2016;19018;52,5
Trindade;2016;41864;99,3
Trindade;2017;22749;61,9
Trindade;2017;44967;99,3
Trindade;2018;24756;65,7
Trindade;2018;46916;99,3
Turvânia;2000;1363;
Turvânia;2001;1423;
Turvânia;2002;1461;
Turvânia;2003;1474;
Turvânia;2004;1488;
Turvânia;2005;1505;91,17
Turvânia;2006;1516;91,87
Turvânia;2007;1543;100
Turvânia;2008;1575;100
Turvânia;2009;1586;100
Turvânia;2010;1608;100
Turvânia;2011;1626;100
Turvânia;2012;1657;100
Turvânia;2013;1682;100
Turvânia;2014;1706;100
Turvânia;2015;1726;100
Turvânia;2016;1742;100
Turvânia;2017;1781;100
Turvânia;2018;1813;100
Turvelândia;2000;732;
Turvelândia;2001;737;
Turvelândia;2002;802;
Turvelândia;2003;818;
Turvelândia;2004;821;
Turvelândia;2005;828;79,68
Turvelândia;2006;835;77,2
Turvelândia;2007;950;100
Turvelândia;2008;999;100
Turvelândia;2009;1014;100
Turvelândia;2010;1038;97
Turvelândia;2011;1063;95,13
Turvelândia;2012;1222;100
Turvelândia;2013;1281;100
Turvelândia;2014;1368;100
Turvelândia;2015;1449;100
Turvelândia;2016;1522;100
Turvelândia;2017;1560;100
Turvelândia;2018;1603;100
Uirapuru;2000;624;
Uirapuru;2001;646;
Uirapuru;2002;680;
Uirapuru;2003;689;
Uirapuru;2004;694;
Uirapuru;2005;686;86,27
Uirapuru;2006;695;87,63
Uirapuru;2007;705;87,48
Uirapuru;2008;738;87,74
Uirapuru;2009;760;88
Uirapuru;2010;776;88,2
Uirapuru;2011;797;96,1
Uirapuru;2012;813;96,7
Uirapuru;2013;830;95,88
Uirapuru;2014;844;96,6
Uirapuru;2015;857;96,8
Uirapuru;2016;875;97,6
Uirapuru;2017;886;97,5
Uirapuru;2018;934;97,5
Uruaçu;2000;7188;
Uruaçu;2001;7427;
Uruaçu;2002;7678;
Uruaçu;2003;7941;
Uruaçu;2004;8207;
Uruaçu;2005;8366;90,78
Uruaçu;2006;8590;93,43
Uruaçu;2007;2242;21,29
Uruaçu;2007;9014;84,44
Uruaçu;2008;2574;23,91
Uruaçu;2008;9556;87,26
Uruaçu;2009;3849;35,2
Uruaçu;2009;10190;91,6
Uruaçu;2010;4123;35
Uruaçu;2010;10838;89,7
Uruaçu;2011;4716;38,7
Uruaçu;2011;11438;91,58
Uruaçu;2012;6028;48,8
Uruaçu;2012;12147;96
Uruaçu;2013;6174;47,63
Uruaçu;2013;12725;95,7
Uruaçu;2014;6690;50,3
Uruaçu;2014;13351;98,3
Uruaçu;2015;7653;57,1
Uruaçu;2015;13737;100
Uruaçu;2016;7975;60,7
Uruaçu;2016;14484;100
Uruaçu;2017;8366;62,7
Uruaçu;2017;14944;100
Uruaçu;2018;9114;67,6
Uruaçu;2018;15058;100
Uruana;2000;3606;
Uruana;2001;3662;
Uruana;2002;3712;
Uruana;2003;3821;
Uruana;2004;3893;
Uruana;2005;191;3,84
Uruana;2005;3881;93,45
Uruana;2006;191;3,84
Uruana;2006;3937;94,73
Uruana;2007;192;3,83
Uruana;2007;4040;84,78
Uruana;2008;192;3,75
Uruana;2008;4148;85,18
Uruana;2009;190;3,1
Uruana;2009;4224;86,4
Uruana;2010;190;3,1
Uruana;2010;4307;88,3
Uruana;2011;190;3,55
Uruana;2011;4407;99,66
Uruana;2012;190;4
Uruana;2012;4494;100
Uruana;2013;188;3,42
Uruana;2013;4768;100
Uruana;2014;187;3,3
Uruana;2014;4847;100
Uruana;2015;185;3,2
Uruana;2015;4972;100
Uruana;2016;184;3,2
Uruana;2016;5025;100
Uruana;2017;181;3,2
Uruana;2017;5096;100
Uruana;2018;180;3,2
Uruana;2018;5178;100
Urutaí;2000;851;
Urutaí;2001;866;
Urutaí;2002;879;
Urutaí;2003;914;
Urutaí;2004;953;
Urutaí;2005;969;97,77
Urutaí;2006;966;95,35
Urutaí;2007;991;100
Urutaí;2008;1026;100
Urutaí;2009;1047;100
Urutaí;2010;1075;100
Urutaí;2011;1101;100
Urutaí;2012;1161;100
Urutaí;2013;1191;100
Urutaí;2014;1246;100
Urutaí;2015;1297;100
Urutaí;2016;1345;100
Urutaí;2017;1387;100
Urutaí;2018;1429;100
Valparaíso de Goiás;2000;6947;
Valparaíso de Goiás;2001;7532;
Valparaíso de Goiás;2002;7749;
Valparaíso de Goiás;2003;13946;
Valparaíso de Goiás;2004;15661;
Valparaíso de Goiás;2005;6144;22,23
Valparaíso de Goiás;2005;18671;65,41
Valparaíso de Goiás;2006;6462;20,31
Valparaíso de Goiás;2006;18983;60,1
Valparaíso de Goiás;2007;7095;21,84
Valparaíso de Goiás;2007;20936;65,25
Valparaíso de Goiás;2008;7910;23,23
Valparaíso de Goiás;2008;22165;64,72
Valparaíso de Goiás;2009;8911;27,1
Valparaíso de Goiás;2009;23819;69,7
Valparaíso de Goiás;2010;9562;27,3
Valparaíso de Goiás;2010;27512;75,1
Valparaíso de Goiás;2011;10632;28,42
Valparaíso de Goiás;2011;33392;84,92
Valparaíso de Goiás;2012;11552;30,2
Valparaíso de Goiás;2012;36535;90,7
Valparaíso de Goiás;2013;11794;29,36
Valparaíso de Goiás;2013;40610;95,1
Valparaíso de Goiás;2014;15455;39,5
Valparaíso de Goiás;2014;44633;100
Valparaíso de Goiás;2015;16506;41,1
Valparaíso de Goiás;2015;49341;100
Valparaíso de Goiás;2016;18171;44,5
Valparaíso de Goiás;2016;54202;100
Valparaíso de Goiás;2017;18460;45,5
Valparaíso de Goiás;2017;57444;100
Valparaíso de Goiás;2018;21242;48,9
Valparaíso de Goiás;2018;61398;100
Varjão;2000;677;
Varjão;2001;741;
Varjão;2002;776;
Varjão;2003;804;
Varjão;2004;814;
Varjão;2005;812;91
Varjão;2006;825;91,38
Varjão;2007;847;99,73
Varjão;2008;875;98,64
Varjão;2009;901;100
Varjão;2010;931;100
Varjão;2011;947;100
Varjão;2012;983;100
Varjão;2013;1041;100
Varjão;2014;1105;100
Varjão;2015;1149;100
Varjão;2016;1176;100
Varjão;2017;1205;100
Varjão;2018;1212;100
Vianópolis;2000;2221;
Vianópolis;2001;2352;
Vianópolis;2002;2437;
Vianópolis;2003;2534;
Vianópolis;2004;2605;
Vianópolis;2005;2650;76,78
Vianópolis;2006;2866;78,54
Vianópolis;2007;3004;94,25
Vianópolis;2008;3155;94,77
Vianópolis;2009;3293;98,1
Vianópolis;2010;3484;100
Vianópolis;2011;3630;100
Vianópolis;2012;3766;100
Vianópolis;2013;3888;100
Vianópolis;2014;4115;100
Vianópolis;2015;4235;100
Vianópolis;2016;4335;100
Vianópolis;2017;4423;100
Vianópolis;2018;4501;100
Vila Boa;2000;748;
Vila Boa;2001;777;
Vila Boa;2002;807;
Vila Boa;2003;842;
Vila Boa;2004;896;
Vila Boa;2005;935;89,67
Vila Boa;2006;970;88,63
Vila Boa;2007;1070;100
Vila Boa;2008;1137;100
Vila Boa;2009;1193;100
Vila Boa;2010;1225;100
Vila Boa;2011;1297;100
Vila Boa;2012;1347;100
Vila Boa;2013;1371;100
Vila Boa;2014;1404;100
Vila Boa;2015;1424;100
Vila Boa;2016;1445;100
Vila Boa;2017;1459;100
Vila Boa;2018;1469;100
Vila Propício;2000;294;
Vila Propício;2001;312;
Vila Propício;2002;318;
Vila Propício;2003;333;
Vila Propício;2004;343;
Vila Propício;2005;362;81,96
Vila Propício;2006;359;78,19
Vila Propício;2007;379;77,03
Vila Propício;2008;397;77,89
Vila Propício;2009;407;78,7
Vila Propício;2010;420;79,6
Vila Propício;2011;438;79,53
Vila Propício;2012;449;82,2
Vila Propício;2013;461;81
Vila Propício;2014;473;83,3
Vila Propício;2015;528;92
Vila Propício;2016;793;100
Vila Propício;2017;880;100
Vila Propício;2018;909;100
