Localidade;Ano;Total;Indústria de Transformação;Indústria de Extração de Minerais;Serviços Industriais de Utilidade Pública;Construção Civil;Comércio;Serviços;Administração Pública Direta e Indireta;Agricultura, Silvicultura, Criação de Animais, Extração Vegetal e Pesca;Atividade não especificada ou classificada
Abadia de Goiás;2000;217;;  ;  ;12;;;100;37;68
Abadia de Goiás;2001;335;;  ;  ;26;;;  ;45;264
Abadia de Goiás;2002;513;;;;6;;;146;68;293
Abadia de Goiás;2003;414;;;;7;;;168;83;156
Abadia de Goiás;2004;370;  ;;  ;;7;1;167;62;133
Abadia de Goiás;2005;444;  ;;  ;;12;2;196;57;177
Abadia de Goiás;2006;488;  ;;  ;;12;  ;213;78;185
Abadia de Goiás;2007;565;  ;;  ;;12;1;231;49;272
Abadia de Goiás;2008;899;  ;;  ;;47;134;278;81;359
Abadia de Goiás;2009;828;  ;;  ;;19;18;298;62;431
Abadia de Goiás;2010;1108;  ;190;  ;195;141;15;289;72;206
Abadia de Goiás;2011;840;204;;;56;122;145;243;70;0
Abadia de Goiás;2012;1392;247;;;206;321;251;291;76;0
Abadia de Goiás;2013;1916;448;;;218;440;462;251;97;0
Abadia de Goiás;2014;1995;452;2;;136;549;399;294;163;0
Abadia de Goiás;2015;1889;483;;;143;390;244;446;183;0
Abadia de Goiás;2016;1644;576;;;83;323;122;346;194;0
Abadia de Goiás;2017;1826;658;;;69;394;135;417;153;0
Abadia de Goiás;2018;1816;687;  ;1;78;376;118;445;111;0
Abadiânia;1999;818;;23;6;1;;;220;112;456
Abadiânia;2000;1105;;25;6;2;;;248;121;703
Abadiânia;2001;1090;;29;5;27;;;219;127;683
Abadiânia;2002;1059;;24;6;6;;;252;134;637
Abadiânia;2003;1150;;31;2;2;;;316;149;650
Abadiânia;2004;1107;31;;6;;1;2;275;209;583
Abadiânia;2005;1401;30;;22;;15;1;375;199;759
Abadiânia;2006;1259;34;;25;;1;4;324;203;668
Abadiânia;2007;1333;30;;22;;3;1;309;207;761
Abadiânia;2008;1481;14;;22;;  ;33;344;273;795
Abadiânia;2009;1619;27;;2;;  ;36;397;259;898
Abadiânia;2010;1768;32;267;2;228;  ;13;550;218;458
Abadiânia;2011;1840;237;33;2;21;236;502;581;228;0
Abadiânia;2012;1785;295;58;2;12;276;561;354;227;0
Abadiânia;2013;1956;231;63;2;13;291;576;507;273;0
Abadiânia;2014;2171;206;95;2;25;291;778;524;250;0
Abadiânia;2015;2342;243;83;2;16;338;860;544;256;0
Abadiânia;2016;2245;257;62;23;21;361;837;410;274;0
Abadiânia;2017;2425;277;82;25;10;354;813;574;290;0
Abadiânia;2018;2417;242;71;25;12;357;845;554;311;0
Acreúna;1999;1692;;  ;3;3;;;430;615;641
Acreúna;2000;2143;;  ;3;  ;;;473;942;725
Acreúna;2001;1945;;  ;3;8;;;446;761;727
Acreúna;2002;2326;;;5;2;;;510;984;825
Acreúna;2003;2820;;;4;;;;598;1196;1022
Acreúna;2004;2818;  ;;6;;9;20;547;1109;1127
Acreúna;2005;2717;  ;;6;;40;20;545;888;1218
Acreúna;2006;2732;  ;;5;;25;47;687;591;1377
Acreúna;2007;2344;  ;;4;;11;49;661;723;896
Acreúna;2008;2614;  ;;4;;33;80;667;689;1141
Acreúna;2009;2660;  ;;4;;51;83;689;722;1111
Acreúna;2010;2691;  ;288;4;535;64;99;665;774;262
Acreúna;2011;3064;325;;4;35;635;370;789;906;0
Acreúna;2012;3145;319;;4;59;702;389;796;876;0
Acreúna;2013;3416;356;;2;18;717;389;928;1006;0
Acreúna;2014;3561;341;;2;42;719;392;973;1092;0
Acreúna;2015;3483;222;;1;38;730;438;907;1147;0
Acreúna;2016;3426;252;;1;10;719;449;889;1106;0
Acreúna;2017;3207;284;;;40;724;446;748;965;0
Acreúna;2018;3303;283;  ;  ;25;720;508;754;1013;0
Adelândia;1999;118;;  ;2;  ;;;99;6;11
Adelândia;2000;91;;  ;1;  ;;;67;13;10
Adelândia;2001;123;;  ;  ;  ;;;110;6;7
Adelândia;2002;137;;;;;;;113;9;15
Adelândia;2003;132;;;;;;;119;3;10
Adelândia;2004;85;  ;;  ;;11;  ;60;5;9
Adelândia;2005;173;  ;;  ;;  ;  ;129;13;31
Adelândia;2006;173;  ;;  ;;  ;  ;122;10;41
Adelândia;2007;219;  ;;  ;;  ;  ;153;17;49
Adelândia;2008;516;  ;;  ;;  ;  ;143;310;63
Adelândia;2009;232;  ;;  ;;  ;  ;132;10;90
Adelândia;2010;73;  ;36;  ;13;  ;  ;6;12;6
Adelândia;2011;281;75;;;;10;5;175;16;0
Adelândia;2012;320;83;;;;62;6;151;18;0
Adelândia;2013;295;137;;;;10;7;120;21;0
Adelândia;2014;269;121;;;;10;24;93;21;0
Adelândia;2015;268;117;;;7;12;31;76;25;0
Adelândia;2016;297;117;;;6;15;34;80;45;0
Adelândia;2017;374;97;;;5;15;16;137;104;0
Adelândia;2018;437;71;  ;  ;1;11;78;162;114;0
Água Fria de Goiás;1999;322;;  ;  ;  ;;;139;163;20
Água Fria de Goiás;2000;328;;1;  ;6;;;134;162;25
Água Fria de Goiás;2001;322;;  ;  ;16;;;129;152;25
Água Fria de Goiás;2002;424;;;;;;;136;260;28
Água Fria de Goiás;2003;519;;;;;;;142;324;53
Água Fria de Goiás;2004;579;  ;;  ;;  ;  ;170;346;63
Água Fria de Goiás;2005;524;  ;;  ;;  ;  ;166;269;89
Água Fria de Goiás;2006;588;  ;;  ;;  ;1;202;321;64
Água Fria de Goiás;2007;552;  ;;  ;;  ;13;191;283;65
Água Fria de Goiás;2008;637;  ;;  ;;  ;20;219;317;81
Água Fria de Goiás;2009;658;  ;;  ;;  ;1;243;314;100
Água Fria de Goiás;2010;685;  ;8;  ;29;  ;1;240;356;51
Água Fria de Goiás;2011;645;7;;;;24;56;239;319;0
Água Fria de Goiás;2012;741;3;;;2;33;41;261;401;0
Água Fria de Goiás;2013;754;6;;;;32;34;295;387;0
Água Fria de Goiás;2014;790;5;;;;49;42;297;397;0
Água Fria de Goiás;2015;860;4;;;5;42;46;308;455;0
Água Fria de Goiás;2016;805;8;;;;40;38;301;418;0
Água Fria de Goiás;2017;898;6;;;;68;42;336;446;0
Água Fria de Goiás;2018;1002;6;  ;  ;  ;73;33;372;518;0
Água Limpa;1999;191;;  ;1;  ;;;147;28;15
Água Limpa;2000;235;;  ;1;  ;;;152;37;45
Água Limpa;2001;202;;  ;1;  ;;;144;39;18
Água Limpa;2002;197;;;;;;;157;21;19
Água Limpa;2003;219;;;;;;;160;48;11
Água Limpa;2004;239;  ;;  ;;  ;  ;178;50;11
Água Limpa;2005;262;  ;;  ;;  ;  ;197;52;13
Água Limpa;2006;295;  ;;  ;;  ;  ;205;68;22
Água Limpa;2007;286;  ;;  ;;  ;  ;203;63;20
Água Limpa;2008;316;  ;;  ;;  ;  ;220;73;23
Água Limpa;2009;322;  ;;  ;;  ;  ;218;73;31
Água Limpa;2010;317;  ;6;  ;27;  ;  ;220;61;3
Água Limpa;2011;305;3;;;;24;5;200;73;0
Água Limpa;2012;301;1;;;;28;8;192;72;0
Água Limpa;2013;362;;2;;;25;9;251;75;0
Água Limpa;2014;327;;;;;23;7;224;73;0
Água Limpa;2015;370;;;;;23;11;240;96;0
Água Limpa;2016;131;;;;;26;7;1;97;0
Água Limpa;2017;419;;;;;20;10;298;91;0
Água Limpa;2018;381;13;  ;  ;1;19;12;242;94;0
Águas Lindas de Goiás;1999;1560;;  ;1;15;;;292;6;1246
Águas Lindas de Goiás;2000;1417;;  ;  ;10;;;  ;5;1402
Águas Lindas de Goiás;2001;2580;;2;  ;2;;;1302;7;1267
Águas Lindas de Goiás;2002;2263;;5;24;62;;;391;2;1779
Águas Lindas de Goiás;2003;2802;;20;36;19;;;825;29;1873
Águas Lindas de Goiás;2004;3000;5;;14;;95;61;867;31;1927
Águas Lindas de Goiás;2005;3828;3;;1;;29;80;1274;45;2396
Águas Lindas de Goiás;2006;4783;1;;  ;;46;38;1752;30;2916
Águas Lindas de Goiás;2007;4936;1;;  ;;140;56;1502;41;3196
Águas Lindas de Goiás;2008;5799;3;;  ;;437;51;1564;47;3697
Águas Lindas de Goiás;2009;8060;3;;2;;747;113;3103;20;4072
Águas Lindas de Goiás;2010;8232;  ;296;  ;1991;804;117;2527;26;2471
Águas Lindas de Goiás;2011;8054;347;6;;808;2008;2823;2037;25;0
Águas Lindas de Goiás;2012;8389;409;8;;1085;2566;2969;1337;15;0
Águas Lindas de Goiás;2013;9415;420;13;;782;3049;3142;1986;23;0
Águas Lindas de Goiás;2014;10845;525;13;;689;3044;3110;3440;24;0
Águas Lindas de Goiás;2015;11933;423;;2;598;3085;2785;5000;40;0
Águas Lindas de Goiás;2016;12421;404;;3;324;2985;2790;5874;41;0
Águas Lindas de Goiás;2017;12353;323;;6;346;3081;2834;5716;47;0
Águas Lindas de Goiás;2018;10076;345;  ;5;353;3270;3060;3012;31;0
Alexânia;1999;870;;  ;4;24;;;321;198;323
Alexânia;2000;1047;;32;3;79;;;321;231;381
Alexânia;2001;1083;;19;4;26;;;361;259;414
Alexânia;2002;1415;;4;4;16;;;442;264;685
Alexânia;2003;1578;;3;5;19;;;496;291;764
Alexânia;2004;1876;3;;6;;7;37;478;369;976
Alexânia;2005;1853;23;;5;;123;42;603;345;712
Alexânia;2006;2432;23;;6;;43;91;611;370;1288
Alexânia;2007;2944;7;;5;;6;46;1058;393;1429
Alexânia;2008;2659;9;;4;;10;39;774;397;1426
Alexânia;2009;2615;8;;4;;9;31;848;377;1338
Alexânia;2010;3122;10;618;4;503;54;26;873;446;588
Alexânia;2011;2937;600;12;5;36;594;383;873;434;0
Alexânia;2012;3687;703;18;4;48;1134;578;782;420;0
Alexânia;2013;4272;795;11;1;24;1403;694;903;441;0
Alexânia;2014;4329;576;4;2;40;1454;963;839;451;0
Alexânia;2015;4409;537;7;1;70;1636;929;812;417;0
Alexânia;2016;4600;851;2;2;11;1570;918;770;476;0
Alexânia;2017;5190;1085;7;;13;1541;965;1228;351;0
Alexânia;2018;5315;1020;3;1;23;1378;1454;921;515;0
Aloândia;1999;54;;  ;1;  ;;;43;3;7
Aloândia;2000;58;;  ;1;  ;;;39;6;12
Aloândia;2001;77;;  ;1;  ;;;62;7;7
Aloândia;2002;115;;;1;;;;101;4;9
Aloândia;2003;102;;;1;;;;84;5;12
Aloândia;2004;108;  ;;1;;  ;  ;85;7;15
Aloândia;2005;128;  ;;1;;  ;  ;97;10;20
Aloândia;2006;155;  ;;1;;18;  ;106;13;17
Aloândia;2007;147;  ;;1;;  ;  ;109;21;16
Aloândia;2008;147;  ;;1;;  ;  ;104;22;20
Aloândia;2009;165;  ;;  ;;2;  ;108;26;29
Aloândia;2010;194;  ;4;  ;23;  ;  ;136;24;7
Aloândia;2011;181;7;;;1;22;6;128;17;0
Aloândia;2012;217;19;;;;23;12;148;15;0
Aloândia;2013;226;14;1;;;29;11;145;26;0
Aloândia;2014;231;15;1;;;32;13;148;22;0
Aloândia;2015;246;20;;;;36;14;155;21;0
Aloândia;2016;251;15;;;;31;12;168;25;0
Aloândia;2017;248;13;;;;32;10;166;27;0
Aloândia;2018;264;8;  ;  ;  ;29;10;181;36;0
Alto Horizonte;1999;98;;  ;  ;  ;;;77;19;2
Alto Horizonte;2000;127;;  ;  ;  ;;;99;22;6
Alto Horizonte;2001;161;;2;  ;  ;;;128;24;7
Alto Horizonte;2002;166;;2;;;;;134;22;8
Alto Horizonte;2003;175;;13;;;;;129;25;8
Alto Horizonte;2004;167;9;;  ;;  ;  ;116;28;14
Alto Horizonte;2005;394;192;;  ;;  ;1;139;35;27
Alto Horizonte;2006;708;455;;  ;;  ;  ;148;32;73
Alto Horizonte;2007;1038;660;;  ;;4;  ;231;32;111
Alto Horizonte;2008;1392;623;;  ;;366;  ;246;38;119
Alto Horizonte;2009;1336;524;;  ;;298;  ;291;33;190
Alto Horizonte;2010;1584;546;49;  ;59;335;4;377;39;175
Alto Horizonte;2011;1696;115;529;;343;80;194;396;39;0
Alto Horizonte;2012;1804;155;529;;403;173;170;333;41;0
Alto Horizonte;2013;1989;263;516;;304;213;167;484;42;0
Alto Horizonte;2014;2286;273;528;5;227;217;145;841;50;0
Alto Horizonte;2015;2060;262;615;3;260;191;108;565;56;0
Alto Horizonte;2016;1953;305;613;4;297;220;106;365;43;0
Alto Horizonte;2017;1808;219;;11;349;231;225;711;62;0
Alto Horizonte;2018;2460;58;635;11;528;214;221;744;49;0
Alto Paraíso de Goiás;1999;509;;  ;2;  ;;;301;78;128
Alto Paraíso de Goiás;2000;553;;  ;2;  ;;;286;107;158
Alto Paraíso de Goiás;2001;669;;  ;2;21;;;350;96;200
Alto Paraíso de Goiás;2002;596;;;2;23;;;253;105;213
Alto Paraíso de Goiás;2003;649;;;;26;;;254;117;252
Alto Paraíso de Goiás;2004;639;  ;;2;;  ;  ;253;133;251
Alto Paraíso de Goiás;2005;763;4;;3;;27;  ;275;104;350
Alto Paraíso de Goiás;2006;775;  ;;3;;  ;  ;329;136;307
Alto Paraíso de Goiás;2007;841;  ;;3;;4;  ;348;148;338
Alto Paraíso de Goiás;2008;854;  ;;3;;1;1;374;148;327
Alto Paraíso de Goiás;2009;936;  ;;2;;  ;8;376;183;367
Alto Paraíso de Goiás;2010;984;  ;9;2;121;1;4;384;185;278
Alto Paraíso de Goiás;2011;995;15;;3;2;128;313;327;207;0
Alto Paraíso de Goiás;2012;1017;16;;3;2;127;333;323;213;0
Alto Paraíso de Goiás;2013;1085;15;;1;4;137;356;336;236;0
Alto Paraíso de Goiás;2014;1080;12;;1;2;158;360;321;226;0
Alto Paraíso de Goiás;2015;1201;12;;1;2;180;440;333;233;0
Alto Paraíso de Goiás;2016;1234;23;;;10;185;483;295;238;0
Alto Paraíso de Goiás;2017;1302;34;;;13;189;527;325;214;0
Alto Paraíso de Goiás;2018;1445;45;  ;  ;2;219;607;332;240;0
Alvorada do Norte;1999;392;;  ;3;  ;;;162;81;146
Alvorada do Norte;2000;387;;  ;3;  ;;;165;71;148
Alvorada do Norte;2001;392;;  ;3;13;;;158;59;159
Alvorada do Norte;2002;392;;;14;;;;152;72;154
Alvorada do Norte;2003;428;;1;28;;;;154;75;170
Alvorada do Norte;2004;493;13;;4;;6;  ;154;81;235
Alvorada do Norte;2005;616;18;;5;;56;  ;159;105;273
Alvorada do Norte;2006;656;  ;;4;;102;1;185;82;282
Alvorada do Norte;2007;736;  ;;6;;132;11;256;103;228
Alvorada do Norte;2008;674;7;;7;;9;12;287;99;253
Alvorada do Norte;2009;798;5;;48;;  ;13;312;121;299
Alvorada do Norte;2010;838;3;30;70;149;1;8;320;108;149
Alvorada do Norte;2011;822;21;;25;1;163;168;334;110;0
Alvorada do Norte;2012;1010;34;;29;104;174;233;336;100;0
Alvorada do Norte;2013;915;24;3;31;16;150;235;343;113;0
Alvorada do Norte;2014;929;23;1;5;52;154;220;362;112;0
Alvorada do Norte;2015;930;14;1;3;34;177;195;404;102;0
Alvorada do Norte;2016;854;9;1;3;29;142;198;367;105;0
Alvorada do Norte;2017;972;14;1;;70;158;195;415;119;0
Alvorada do Norte;2018;1021;15;2;  ;117;151;199;416;121;0
Amaralina;1999;82;;  ;  ;  ;;;71;9;2
Amaralina;2000;107;;  ;  ;  ;;;85;15;7
Amaralina;2001;123;;  ;  ;  ;;;102;19;2
Amaralina;2002;158;;;;;;;107;48;3
Amaralina;2003;178;;;;;;;127;49;2
Amaralina;2004;400;  ;;  ;;3;  ;165;88;144
Amaralina;2005;274;  ;;  ;;3;6;172;82;11
Amaralina;2006;291;  ;;  ;;11;  ;176;95;9
Amaralina;2007;322;  ;;  ;;1;  ;198;104;19
Amaralina;2008;285;3;;  ;;  ;  ;195;82;5
Amaralina;2009;296;5;;  ;;  ;  ;203;82;6
Amaralina;2010;266;1;;  ;9;  ;  ;207;48;1
Amaralina;2011;269;;2;;;3;1;204;59;0
Amaralina;2012;290;;1;;;5;1;206;77;0
Amaralina;2013;300;;;;;2;18;209;71;0
Amaralina;2014;307;5;;;;3;12;211;76;0
Amaralina;2015;284;9;;;;1;6;205;63;0
Amaralina;2016;283;14;;;;4;6;199;60;0
Amaralina;2017;302;18;;;5;1;4;211;63;0
Amaralina;2018;299;14;  ;  ;  ;3;5;207;70;0
Americano do Brasil;1999;122;;  ;2;  ;;;82;10;28
Americano do Brasil;2000;179;;  ;2;  ;;;133;14;30
Americano do Brasil;2001;182;;  ;2;  ;;;136;25;19
Americano do Brasil;2002;220;;;2;1;;;143;15;59
Americano do Brasil;2003;234;;;1;;;;151;14;68
Americano do Brasil;2004;226;  ;;  ;;  ;32;148;23;23
Americano do Brasil;2005;273;78;;  ;;  ;  ;152;20;23
Americano do Brasil;2006;556;293;;  ;;  ;  ;160;25;78
Americano do Brasil;2007;669;375;;  ;;  ;  ;164;29;101
Americano do Brasil;2008;717;384;;  ;;  ;  ;215;25;93
Americano do Brasil;2009;722;361;;  ;;  ;  ;227;31;103
Americano do Brasil;2010;801;383;31;  ;42;9;  ;249;34;53
Americano do Brasil;2011;859;46;383;;21;50;52;270;37;0
Americano do Brasil;2012;866;53;347;;28;69;112;200;57;0
Americano do Brasil;2013;482;50;15;;20;57;31;276;33;0
Americano do Brasil;2014;501;36;;;58;56;35;262;54;0
Americano do Brasil;2015;533;107;1;;33;67;35;238;52;0
Americano do Brasil;2016;522;151;2;;4;57;31;235;42;0
Americano do Brasil;2017;487;139;2;;;55;33;210;48;0
Americano do Brasil;2018;504;155;2;  ;  ;59;29;223;36;0
Amorinópolis;1999;178;;  ;1;  ;;;131;23;23
Amorinópolis;2000;190;;  ;1;  ;;;128;32;29
Amorinópolis;2001;187;;  ;1;  ;;;129;37;20
Amorinópolis;2002;211;;;1;;;;123;44;43
Amorinópolis;2003;194;;;;;;;126;35;33
Amorinópolis;2004;265;  ;;  ;;  ;  ;172;49;44
Amorinópolis;2005;295;  ;;  ;;  ;  ;176;42;77
Amorinópolis;2006;292;  ;;  ;;  ;  ;166;47;79
Amorinópolis;2007;323;  ;;  ;;  ;  ;169;51;103
Amorinópolis;2008;333;  ;;  ;;  ;  ;177;55;101
Amorinópolis;2009;348;  ;;  ;;  ;  ;173;65;110
Amorinópolis;2010;372;  ;77;  ;21;  ;  ;219;47;8
Amorinópolis;2011;381;76;;;;20;10;222;53;0
Amorinópolis;2012;362;93;;;;21;10;191;47;0
Amorinópolis;2013;405;92;;;;32;13;215;53;0
Amorinópolis;2014;307;20;;;;30;10;192;55;0
Amorinópolis;2015;309;13;;;;33;10;196;57;0
Amorinópolis;2016;274;9;;;;37;11;160;57;0
Amorinópolis;2017;347;;;;;34;11;243;59;0
Amorinópolis;2018;277;  ;  ;  ;  ;23;12;180;62;0
Anápolis;1999;35641;;34;162;1004;;;4143;461;29837
Anápolis;2000;40123;;63;206;928;;;4222;557;34147
Anápolis;2001;43860;;31;161;1316;;;6283;617;35452
Anápolis;2002;47268;;25;81;1268;;;6824;625;38445
Anápolis;2003;47736;;27;411;1566;;;8485;712;36535
Anápolis;2004;50525;26;;86;;1542;3348;8351;699;36473
Anápolis;2005;56345;39;;100;;1570;3408;9940;743;40545
Anápolis;2006;59036;63;;337;;1625;3630;7633;802;44946
Anápolis;2007;62455;105;;322;;2272;3740;7493;849;47674
Anápolis;2008;70145;97;;394;;4649;4202;12120;772;47911
Anápolis;2009;76351;65;;446;;6860;4410;12908;837;50825
Anápolis;2010;82172;97;22288;107;18385;6393;4366;13192;765;16579
Anápolis;2011;85585;24424;63;127;4316;20369;25729;9731;826;0
Anápolis;2012;94989;26747;71;731;7835;21100;24108;13492;905;0
Anápolis;2013;96570;28680;72;800;4104;22095;25774;14255;790;0
Anápolis;2014;99921;29339;77;765;3904;22987;31406;10608;835;0
Anápolis;2015;99003;28296;72;747;3576;22390;32379;10689;854;0
Anápolis;2016;92699;26367;65;733;2825;21430;31095;9428;756;0
Anápolis;2017;95434;26451;68;666;3427;21147;32446;10481;748;0
Anápolis;2018;97067;26795;57;680;3356;21374;33478;10676;651;0
Anhanguera;1999;151;;3;1;  ;;;113;7;27
Anhanguera;2000;179;;2;  ;  ;;;147;6;24
Anhanguera;2001;183;;4;  ;  ;;;151;6;22
Anhanguera;2002;198;;4;;;;;160;5;29
Anhanguera;2003;173;;3;;;;;157;5;8
Anhanguera;2004;190;1;;  ;;  ;  ;166;6;17
Anhanguera;2005;176;  ;;  ;;  ;  ;166;5;5
Anhanguera;2006;182;1;;  ;;  ;  ;160;3;18
Anhanguera;2007;175;  ;;  ;;  ;  ;162;1;12
Anhanguera;2008;145;  ;;  ;;  ;  ;137;3;5
Anhanguera;2009;186;  ;;  ;;  ;  ;169;6;11
Anhanguera;2010;188;  ;19;  ;1;  ;  ;161;4;3
Anhanguera;2011;170;3;3;;;2;1;158;3;0
Anhanguera;2012;136;11;2;;;;1;120;2;0
Anhanguera;2013;172;10;;;1;2;3;153;3;0
Anhanguera;2014;181;29;;;2;1;3;143;3;0
Anhanguera;2015;168;16;;;2;1;4;142;3;0
Anhanguera;2016;134;21;;;;;3;105;5;0
Anhanguera;2017;169;9;11;;;2;5;138;4;0
Anhanguera;2018;157;7;9;  ;  ;2;4;132;3;0
Anicuns;1999;1812;;  ;9;9;;;342;439;1013
Anicuns;2000;1787;;  ;9;  ;;;333;582;863
Anicuns;2001;1986;;  ;10;1;;;526;492;957
Anicuns;2002;1947;;;9;37;;;367;130;1404
Anicuns;2003;2204;;;6;78;;;471;158;1491
Anicuns;2004;2282;  ;;6;;91;29;449;202;1505
Anicuns;2005;2468;  ;;9;;95;17;507;171;1669
Anicuns;2006;2901;  ;;9;;24;10;502;194;2162
Anicuns;2007;3388;  ;;10;;12;6;674;224;2462
Anicuns;2008;3023;  ;;8;;10;3;559;229;2214
Anicuns;2009;3176;  ;;7;;14;5;611;254;2285
Anicuns;2010;3265;1;1724;8;374;7;8;527;277;339
Anicuns;2011;3718;2136;1;8;9;431;343;549;241;0
Anicuns;2012;3493;1919;1;8;19;422;280;575;269;0
Anicuns;2013;3773;2029;7;4;5;475;384;597;272;0
Anicuns;2014;3725;1877;3;4;8;513;397;633;290;0
Anicuns;2015;3477;1592;;4;13;517;398;654;299;0
Anicuns;2016;3256;1550;;4;20;464;353;616;249;0
Anicuns;2017;3181;1406;;;16;460;382;641;276;0
Anicuns;2018;3125;1303;  ;1;38;488;401;619;275;0
Aparecida de Goiânia;1999;33266;;191;92;2539;;;2584;79;27781
Aparecida de Goiânia;2000;40431;;215;74;4080;;;3283;92;32687
Aparecida de Goiânia;2001;45688;;223;119;4237;;;3833;100;37176
Aparecida de Goiânia;2002;47501;;275;114;3253;;;4501;107;39251
Aparecida de Goiânia;2003;54927;;234;185;3709;;;6055;134;44610
Aparecida de Goiânia;2004;60492;240;;274;;3137;2830;4859;142;49010
Aparecida de Goiânia;2005;70859;225;;290;;4627;2537;10356;159;52665
Aparecida de Goiânia;2006;69404;172;;250;;4940;3181;7221;94;53546
Aparecida de Goiânia;2007;77271;174;;236;;6035;3407;7545;129;59745
Aparecida de Goiânia;2008;85668;195;;311;;7800;4006;8572;218;64566
Aparecida de Goiânia;2009;94106;237;;284;;8843;4189;9236;262;71055
Aparecida de Goiânia;2010;100012;119;17631;592;16234;9077;4609;10030;308;41412
Aparecida de Goiânia;2011;110021;19307;190;578;11012;19685;49059;10038;152;0
Aparecida de Goiânia;2012;110731;20138;187;1201;10570;19538;48147;10788;162;0
Aparecida de Goiânia;2013;118527;20850;228;1583;11941;21690;48176;13889;170;0
Aparecida de Goiânia;2014;113853;21037;215;1048;9680;22975;49372;9342;184;0
Aparecida de Goiânia;2015;110722;20611;214;1274;8936;22756;44715;12040;176;0
Aparecida de Goiânia;2016;105707;19246;195;541;7943;22481;41290;13830;181;0
Aparecida de Goiânia;2017;110668;20095;176;615;9553;22362;42258;15427;182;0
Aparecida de Goiânia;2018;109025;19128;161;685;9499;23708;43156;12515;173;0
Aparecida do Rio Doce;1999;215;;  ;  ;1;;;113;68;33
Aparecida do Rio Doce;2000;469;;  ;  ;1;;;123;74;271
Aparecida do Rio Doce;2001;345;;  ;  ;  ;;;152;93;100
Aparecida do Rio Doce;2002;294;;;;12;;;152;79;51
Aparecida do Rio Doce;2003;376;;;;;;;161;127;88
Aparecida do Rio Doce;2004;552;  ;;  ;;2;  ;164;151;235
Aparecida do Rio Doce;2005;453;  ;;  ;;  ;  ;204;174;75
Aparecida do Rio Doce;2006;437;  ;;  ;;  ;  ;212;147;78
Aparecida do Rio Doce;2007;516;2;;  ;;  ;26;234;150;104
Aparecida do Rio Doce;2008;534;  ;;  ;;1;  ;191;187;155
Aparecida do Rio Doce;2009;381;  ;;  ;;2;2;  ;152;225
Aparecida do Rio Doce;2010;733;  ;11;  ;34;  ;  ;215;209;264
Aparecida do Rio Doce;2011;800;9;;;;34;260;250;247;0
Aparecida do Rio Doce;2012;496;13;;;11;28;26;190;228;0
Aparecida do Rio Doce;2013;648;13;;;3;127;27;236;242;0
Aparecida do Rio Doce;2014;913;4;;;8;72;316;283;230;0
Aparecida do Rio Doce;2015;681;4;;;3;66;26;338;244;0
Aparecida do Rio Doce;2016;909;4;;;2;57;252;346;248;0
Aparecida do Rio Doce;2017;754;4;;;1;64;28;425;232;0
Aparecida do Rio Doce;2018;534;3;  ;  ;9;49;31;214;228;0
Aporé;1999;409;;  ;1;  ;;;81;211;116
Aporé;2000;441;;  ;1;  ;;;124;185;131
Aporé;2001;356;;  ;2;  ;;;167;148;39
Aporé;2002;552;;;2;142;;;200;178;30
Aporé;2003;478;;;2;7;;;211;215;43
Aporé;2004;597;  ;;1;;76;  ;175;281;64
Aporé;2005;653;  ;;22;;29;  ;222;309;71
Aporé;2006;483;  ;;27;;5;  ;230;182;39
Aporé;2007;796;  ;;17;;73;  ;284;298;124
Aporé;2008;1132;  ;;76;;274;1;220;322;239
Aporé;2009;1045;29;;58;;3;1;311;342;301
Aporé;2010;956;  ;157;32;45;2;  ;331;359;30
Aporé;2011;1070;205;;48;2;52;39;387;337;0
Aporé;2012;1045;343;;27;2;49;30;272;322;0
Aporé;2013;1159;380;;25;2;55;45;319;333;0
Aporé;2014;1021;279;;4;;56;48;268;366;0
Aporé;2015;952;262;;4;;60;56;209;361;0
Aporé;2016;934;295;;4;;48;19;199;369;0
Aporé;2017;1093;349;;4;;60;24;252;404;0
Aporé;2018;1246;353;  ;5;  ;78;24;352;434;0
Araçu;1999;232;;  ;2;  ;;;172;24;34
Araçu;2000;203;;  ;2;  ;;;136;28;37
Araçu;2001;252;;  ;2;  ;;;178;32;40
Araçu;2002;263;;;2;;;;186;34;41
Araçu;2003;242;;;2;;;;172;32;36
Araçu;2004;237;  ;;2;;  ;1;160;33;41
Araçu;2005;255;  ;;2;;  ;  ;172;39;42
Araçu;2006;267;  ;;2;;  ;  ;180;50;35
Araçu;2007;304;  ;;2;;  ;  ;214;55;33
Araçu;2008;253;  ;;2;;  ;  ;163;54;34
Araçu;2009;277;  ;;2;;  ;  ;174;59;42
Araçu;2010;301;  ;29;2;21;  ;  ;178;67;4
Araçu;2011;185;82;;2;;27;9;1;64;0
Araçu;2012;373;52;;;;34;11;207;69;0
Araçu;2013;442;121;;;;36;20;205;60;0
Araçu;2014;446;136;;;14;38;17;174;67;0
Araçu;2015;411;113;;;;37;29;168;64;0
Araçu;2016;432;100;;;14;40;30;185;63;0
Araçu;2017;479;112;;;73;41;25;174;54;0
Araçu;2018;432;117;  ;  ;26;45;25;159;60;0
Aragarças;1999;264;;  ;5;5;;;87;36;131
Aragarças;2000;271;;  ;4;5;;;88;42;132
Aragarças;2001;301;;  ;4;11;;;80;39;167
Aragarças;2002;385;;;4;3;;;138;37;203
Aragarças;2003;675;;;4;1;;;397;42;231
