"Localidade";"Ano";"Produto Interno Bruto a Preços Correntes - PIB (R$ mil)";"Produto Interno Bruto per Capita (R$)";"Valor Adicionado Bruto a Preços Básicos - Total (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Agropecuária (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Indústria (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Serviços (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Administração Pública (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Impostos (R$ mil)"
"Santa Rita do Novo Destino";"2010";"35.289";"11.132,05";"33.775";"17.432";"1.553";"5.729";"9.061";"1.513"
"Santa Rita do Novo Destino";"2011";"39.109";"12.279,01";"37.672";"19.500";"2.096";"6.230";"9.846";"1.437"
"Santa Rita do Novo Destino";"2012";"47.857";"14.973,90";"46.326";"26.069";"2.157";"7.279";"10.820";"1.531"
"Santa Rita do Novo Destino";"2013";"46.613";"14.120,95";"45.270";"24.222";"2.169";"6.987";"11.892";"1.344"
"Santa Rita do Novo Destino";"2014";"51.627";"15.569,11";"49.826";"27.026";"2.159";"7.511";"13.130";"1.801"
"Santa Rita do Novo Destino";"2015";"61.008";"18.315,15";"59.042";"31.211";"3.183";"9.154";"15.494";"1.966"
"Santa Rita do Novo Destino";"2016";"68.814";"20.572,35";"66.257";"37.724";"3.333";"9.649";"15.551";"2.558"
"Santa Rosa de Goiás";"2002";"12.041";"...";"11.456";"3.272";"483";"7.701";"4.712";"586"
"Santa Rosa de Goiás";"2003";"14.586";"...";"13.532";"4.055";"576";"8.902";"4.826";"1.054"
"Santa Rosa de Goiás";"2004";"14.221";"...";"13.416";"4.150";"649";"8.617";"5.011";"806"
"Santa Rosa de Goiás";"2005";"13.778";"...";"12.961";"3.469";"684";"8.808";"5.137";"817"
"Santa Rosa de Goiás";"2006";"14.432";"...";"13.611";"2.791";"845";"9.975";"5.803";"820"
"Santa Rosa de Goiás";"2007";"15.866";"...";"14.962";"3.209";"941";"10.812";"6.270";"905"
"Santa Rosa de Goiás";"2008";"18.008";"...";"17.011";"3.825";"956";"12.230";"7.026";"996"
"Santa Rosa de Goiás";"2009";"19.859";"...";"18.826";"4.927";"1.067";"12.833";"6.852";"1.032"
"Santa Rosa de Goiás";"2010";"24.808";"8.539,70";"23.509";"6.802";"1.603";"6.760";"8.345";"1.298"
"Santa Rosa de Goiás";"2011";"28.433";"9.941,47";"26.727";"8.087";"1.755";"7.826";"9.059";"1.706"
"Santa Rosa de Goiás";"2012";"31.984";"11.369,97";"30.113";"8.982";"1.709";"9.401";"10.022";"1.871"
"Santa Rosa de Goiás";"2013";"36.201";"12.823,44";"34.212";"10.524";"2.254";"9.916";"11.518";"1.989"
"Santa Rosa de Goiás";"2014";"39.509";"14.252,79";"37.309";"10.223";"2.068";"11.372";"13.647";"2.200"
"Santa Rosa de Goiás";"2015";"39.400";"14.474,66";"37.279";"11.848";"2.042";"10.389";"13.000";"2.121"
"Santa Rosa de Goiás";"2016";"42.677";"15.965,78";"40.458";"13.841";"2.372";"10.787";"13.456";"2.219"
"Santa Tereza de Goiás";"2002";"16.395";"...";"15.303";"4.866";"699";"9.738";"5.072";"1.092"
"Santa Tereza de Goiás";"2003";"20.929";"...";"19.199";"5.831";"794";"12.575";"5.762";"1.730"
"Santa Tereza de Goiás";"2004";"22.744";"...";"20.943";"6.030";"851";"14.062";"6.505";"1.801"
"Santa Tereza de Goiás";"2005";"23.534";"...";"21.519";"4.982";"807";"15.730";"7.208";"2.014"
"Santa Tereza de Goiás";"2006";"24.641";"...";"22.598";"4.588";"1.118";"16.893";"7.395";"2.042"
"Santa Tereza de Goiás";"2007";"27.470";"...";"25.622";"5.669";"1.368";"18.585";"9.102";"1.848"
"Santa Tereza de Goiás";"2008";"31.831";"...";"29.858";"7.525";"1.494";"20.840";"10.420";"1.972"
"Santa Tereza de Goiás";"2009";"34.461";"...";"32.368";"8.063";"1.736";"22.569";"10.287";"2.092"
"Santa Tereza de Goiás";"2010";"39.421";"9.877,39";"36.801";"9.308";"2.484";"13.588";"11.421";"2.620"
"Santa Tereza de Goiás";"2011";"39.741";"10.081,51";"36.527";"9.195";"1.712";"12.665";"12.954";"3.215"
"Santa Tereza de Goiás";"2012";"41.828";"10.755,51";"39.389";"11.189";"1.759";"12.509";"13.931";"2.439"
"Santa Tereza de Goiás";"2013";"45.129";"11.503,67";"42.362";"11.539";"2.120";"13.897";"14.806";"2.767"
"Santa Tereza de Goiás";"2014";"50.341";"13.014,62";"47.547";"13.773";"2.044";"15.180";"16.550";"2.794"
"Santa Tereza de Goiás";"2015";"54.355";"14.251,56";"51.313";"15.961";"2.196";"16.138";"17.019";"3.043"
"Santa Tereza de Goiás";"2016";"56.259";"14.958,44";"52.921";"17.774";"2.133";"16.041";"16.972";"3.338"
"Santa Terezinha de Goiás";"2002";"36.091";"...";"34.071";"8.069";"1.889";"24.114";"12.171";"2.020"
"Santa Terezinha de Goiás";"2003";"37.209";"...";"34.929";"8.953";"1.814";"24.163";"11.391";"2.280"
"Santa Terezinha de Goiás";"2004";"40.441";"...";"38.184";"9.149";"1.985";"27.049";"13.323";"2.257"
"Santa Terezinha de Goiás";"2005";"43.156";"...";"40.505";"7.837";"2.148";"30.519";"14.627";"2.651"
"Santa Terezinha de Goiás";"2006";"46.565";"...";"43.592";"7.003";"2.709";"33.879";"14.764";"2.973"
"Santa Terezinha de Goiás";"2007";"55.712";"...";"52.472";"8.105";"3.599";"40.768";"19.926";"3.240"
"Santa Terezinha de Goiás";"2008";"58.142";"...";"55.047";"10.081";"2.299";"42.667";"21.724";"3.095"
"Santa Terezinha de Goiás";"2009";"65.529";"...";"62.075";"11.703";"3.915";"46.457";"22.720";"3.454"
"Santa Terezinha de Goiás";"2010";"74.139";"7.195,17";"70.202";"15.732";"4.008";"26.665";"23.796";"3.937"
"Santa Terezinha de Goiás";"2011";"89.853";"8.834,28";"84.518";"19.070";"8.172";"31.504";"25.772";"5.335"
"Santa Terezinha de Goiás";"2012";"95.687";"9.526,77";"89.718";"20.972";"4.017";"37.783";"26.946";"5.969"
"Santa Terezinha de Goiás";"2013";"109.397";"10.786,55";"102.565";"23.530";"5.565";"42.491";"30.979";"6.832"
"Santa Terezinha de Goiás";"2014";"116.727";"11.663,41";"109.266";"20.500";"5.245";"50.300";"33.221";"7.461"
"Santa Terezinha de Goiás";"2015";"124.396";"12.595,82";"116.829";"23.128";"6.037";"53.077";"34.587";"7.568"
"Santa Terezinha de Goiás";"2016";"129.050";"13.239,96";"121.300";"25.316";"5.540";"54.130";"36.314";"7.749"
"Santo Antônio da Barra";"2002";"25.819";"...";"24.762";"13.679";"1.381";"9.702";"4.889";"1.057"
"Santo Antônio da Barra";"2003";"32.202";"...";"30.848";"18.044";"1.670";"11.135";"5.648";"1.354"
"Santo Antônio da Barra";"2004";"35.465";"...";"34.040";"18.947";"2.066";"13.027";"6.776";"1.426"
"Santo Antônio da Barra";"2005";"32.823";"...";"31.255";"15.132";"1.708";"14.415";"7.779";"1.569"
"Santo Antônio da Barra";"2006";"29.470";"...";"27.998";"10.693";"1.672";"15.634";"8.591";"1.472"
"Santo Antônio da Barra";"2007";"35.029";"...";"33.335";"11.318";"5.643";"16.373";"8.758";"1.694"
"Santo Antônio da Barra";"2008";"45.269";"...";"42.925";"20.242";"4.156";"18.527";"9.801";"2.344"
"Santo Antônio da Barra";"2009";"81.309";"...";"75.441";"25.699";"28.036";"21.706";"9.583";"5.868"
"Santo Antônio da Barra";"2010";"90.851";"20.508,10";"83.185";"26.708";"30.351";"13.938";"12.187";"7.666"
"Santo Antônio da Barra";"2011";"117.313";"26.350,52";"106.122";"37.762";"34.214";"20.347";"13.799";"11.191"
"Santo Antônio da Barra";"2012";"102.117";"22.793,92";"91.326";"37.733";"17.856";"20.011";"15.726";"10.791"
"Santo Antônio da Barra";"2013";"134.991";"29.067,93";"122.887";"51.293";"29.575";"23.761";"18.257";"12.104"
"Santo Antônio da Barra";"2014";"149.660";"31.985,39";"139.905";"46.686";"48.205";"24.543";"20.471";"9.755"
"Santo Antônio da Barra";"2015";"146.066";"30.985,59";"136.969";"48.472";"39.909";"27.093";"21.495";"9.097"
"Santo Antônio da Barra";"2016";"176.572";"37.196,51";"169.503";"54.044";"68.637";"24.812";"22.010";"7.069"
"Santo Antônio de Goiás";"2002";"15.954";"...";"14.891";"2.506";"3.441";"8.945";"4.286";"1.062"
"Santo Antônio de Goiás";"2003";"20.558";"...";"18.890";"3.257";"4.283";"11.349";"5.070";"1.668"
"Santo Antônio de Goiás";"2004";"21.623";"...";"20.268";"3.805";"4.615";"11.848";"5.757";"1.356"
"Santo Antônio de Goiás";"2005";"27.359";"...";"25.609";"2.842";"9.259";"13.508";"6.202";"1.749"
"Santo Antônio de Goiás";"2006";"26.105";"...";"24.160";"3.109";"5.516";"15.534";"7.069";"1.945"
"Santo Antônio de Goiás";"2007";"31.660";"...";"29.406";"4.256";"7.691";"17.459";"8.111";"2.254"
"Santo Antônio de Goiás";"2008";"43.580";"...";"41.278";"7.320";"12.106";"21.852";"9.237";"2.302"
"Santo Antônio de Goiás";"2009";"52.370";"...";"49.930";"8.613";"11.801";"29.515";"14.107";"2.440"
"Santo Antônio de Goiás";"2010";"53.199";"11.343,15";"49.701";"8.235";"16.560";"12.669";"12.236";"3.499"
"Santo Antônio de Goiás";"2011";"73.818";"15.295,90";"70.175";"8.792";"27.826";"19.540";"14.017";"3.643"
"Santo Antônio de Goiás";"2012";"88.061";"17.808,13";"83.297";"9.999";"34.828";"22.366";"16.104";"4.764"
"Santo Antônio de Goiás";"2013";"108.454";"20.646,09";"102.474";"12.803";"46.899";"24.503";"18.271";"5.980"
"Santo Antônio de Goiás";"2014";"136.737";"25.363,94";"130.203";"12.320";"69.278";"28.073";"20.533";"6.534"
"Santo Antônio de Goiás";"2015";"130.231";"23.562,76";"123.491";"12.031";"59.479";"30.323";"21.658";"6.740"
"Santo Antônio de Goiás";"2016";"126.711";"22.391,02";"119.871";"11.849";"55.477";"29.378";"23.166";"6.840"
"Santo Antônio do Descoberto";"2002";"113.036";"...";"107.012";"2.785";"6.099";"98.128";"58.069";"6.023"
"Santo Antônio do Descoberto";"2003";"132.486";"...";"124.860";"3.195";"7.733";"113.932";"67.583";"7.626"
"Santo Antônio do Descoberto";"2004";"157.079";"...";"148.743";"4.659";"11.398";"132.686";"79.495";"8.335"
"Santo Antônio do Descoberto";"2005";"173.842";"...";"164.147";"3.354";"9.152";"151.641";"91.766";"9.695"
"Santo Antônio do Descoberto";"2006";"202.236";"...";"191.854";"3.300";"11.787";"176.767";"108.637";"10.382"
"Santo Antônio do Descoberto";"2007";"199.582";"...";"189.160";"6.950";"15.330";"166.880";"95.376";"10.422"
"Santo Antônio do Descoberto";"2008";"233.800";"...";"221.483";"8.790";"16.418";"196.275";"111.409";"12.317"
"Santo Antônio do Descoberto";"2009";"262.497";"...";"248.059";"9.340";"22.369";"216.350";"116.698";"14.438"
"Santo Antônio do Descoberto";"2010";"316.167";"5.005,33";"297.859";"11.863";"25.255";"119.562";"141.179";"18.308"
"Santo Antônio do Descoberto";"2011";"374.826";"5.845,70";"351.187";"14.540";"33.039";"139.479";"164.129";"23.640"
"Santo Antônio do Descoberto";"2012";"430.737";"6.630,49";"405.502";"20.627";"35.934";"164.447";"184.494";"25.235"
"Santo Antônio do Descoberto";"2013";"493.067";"7.251,73";"464.820";"18.845";"55.426";"178.366";"212.184";"28.247"
"Santo Antônio do Descoberto";"2014";"545.449";"7.905,06";"512.417";"12.992";"46.565";"216.623";"236.237";"33.032"
"Santo Antônio do Descoberto";"2015";"565.703";"8.082,86";"528.520";"11.603";"38.231";"230.009";"248.676";"37.183"
"Santo Antônio do Descoberto";"2016";"590.340";"8.320,50";"551.060";"14.874";"39.992";"235.967";"260.226";"39.280"
"São Domingos";"2002";"65.595";"...";"64.111";"8.176";"37.583";"18.352";"10.141";"1.484"
"São Domingos";"2003";"66.013";"...";"64.065";"10.696";"33.980";"19.389";"9.579";"1.948"
"São Domingos";"2004";"73.925";"...";"71.921";"11.856";"37.026";"23.039";"11.272";"2.004"
"São Domingos";"2005";"68.974";"...";"66.816";"9.750";"30.953";"26.113";"12.714";"2.158"
"São Domingos";"2006";"71.289";"...";"68.878";"9.449";"29.411";"30.018";"13.981";"2.411"
"São Domingos";"2007";"102.911";"...";"99.714";"11.191";"50.426";"38.098";"16.571";"3.197"
"São Domingos";"2008";"103.147";"...";"98.382";"14.822";"40.398";"43.161";"19.624";"4.765"
"São Domingos";"2009";"107.769";"...";"104.585";"15.973";"43.522";"45.090";"24.861";"3.184"
"São Domingos";"2010";"106.581";"9.485,70";"103.499";"19.511";"38.590";"20.153";"25.244";"3.083"
"São Domingos";"2011";"121.118";"10.626,23";"115.223";"20.648";"41.437";"23.872";"29.266";"5.895"
"São Domingos";"2012";"125.265";"10.873,74";"120.632";"23.224";"38.447";"26.793";"32.169";"4.633"
"São Domingos";"2013";"122.499";"10.194,70";"117.805";"25.873";"30.541";"26.766";"34.625";"4.695"
"São Domingos";"2014";"125.910";"10.351,91";"120.326";"28.058";"24.392";"31.588";"36.287";"5.585"
"São Domingos";"2015";"143.869";"11.689,99";"138.584";"30.339";"31.149";"32.388";"44.707";"5.285"
"São Domingos";"2016";"147.087";"11.816,12";"141.682";"32.005";"28.847";"34.455";"46.375";"5.405"
"São Francisco de Goiás";"2002";"24.519";"...";"22.229";"5.003";"1.419";"15.807";"7.045";"2.290"
"São Francisco de Goiás";"2003";"29.946";"...";"26.664";"5.913";"1.836";"18.914";"7.120";"3.282"
"São Francisco de Goiás";"2004";"33.841";"...";"30.393";"6.161";"2.336";"21.896";"8.359";"3.449"
"São Francisco de Goiás";"2005";"34.872";"...";"31.470";"5.262";"2.505";"23.703";"9.107";"3.402"
"São Francisco de Goiás";"2006";"33.235";"...";"30.448";"4.097";"2.954";"23.396";"9.681";"2.787"
"São Francisco de Goiás";"2007";"34.173";"...";"31.749";"4.712";"3.280";"23.757";"11.153";"2.423"
"São Francisco de Goiás";"2008";"39.551";"...";"36.493";"5.740";"3.171";"27.583";"12.180";"3.057"
"São Francisco de Goiás";"2009";"44.171";"...";"40.829";"6.165";"3.491";"31.173";"12.696";"3.342"
"São Francisco de Goiás";"2010";"58.661";"9.589,85";"53.535";"8.464";"8.836";"20.849";"15.387";"5.126"
"São Francisco de Goiás";"2011";"61.939";"10.107,61";"56.593";"9.373";"6.316";"23.569";"17.334";"5.347"
"São Francisco de Goiás";"2012";"72.072";"11.749,67";"65.711";"10.884";"7.205";"29.638";"17.984";"6.361"
"São Francisco de Goiás";"2013";"81.882";"12.966,20";"74.972";"13.195";"9.766";"31.086";"20.925";"6.910"
"São Francisco de Goiás";"2014";"90.307";"14.270,98";"81.465";"13.200";"9.651";"35.356";"23.259";"8.841"
"São Francisco de Goiás";"2015";"91.688";"14.459,59";"82.909";"14.574";"6.264";"37.771";"24.299";"8.779"
"São Francisco de Goiás";"2016";"92.929";"14.625,31";"84.592";"17.155";"5.574";"37.412";"24.451";"8.337"
"São João d'Aliança";"2002";"12.061";"...";"11.542";"5.436";"532";"5.574";"3.209";"518"
"São João d'Aliança";"2003";"15.775";"...";"15.116";"7.883";"689";"6.545";"3.727";"658"
"São João d'Aliança";"2004";"18.788";"...";"18.076";"9.518";"901";"7.657";"4.278";"712"
"São João d'Aliança";"2005";"16.879";"...";"16.102";"7.101";"759";"8.242";"4.717";"778"
"São João d'Aliança";"2006";"16.443";"...";"15.665";"5.889";"966";"8.811";"5.077";"777"
"São João d'Aliança";"2007";"17.859";"...";"16.995";"7.061";"1.091";"8.843";"4.960";"864"
"São João d'Aliança";"2008";"22.246";"...";"21.179";"8.939";"1.213";"11.027";"5.933";"1.067"
"São João d'Aliança";"2009";"23.957";"...";"22.984";"10.853";"1.381";"10.750";"5.657";"974"
"São João d'Aliança";"2010";"120.420";"11.743,72";"114.937";"51.059";"10.145";"29.520";"24.214";"5.483"
"São João d'Aliança";"2011";"138.875";"13.190,99";"131.973";"58.703";"10.769";"34.591";"27.910";"6.902"
"São João d'Aliança";"2012";"157.193";"14.569,73";"150.803";"76.967";"8.707";"34.348";"30.781";"6.390"
"São João d'Aliança";"2013";"169.633";"14.793,12";"162.727";"79.201";"10.960";"37.361";"35.205";"6.906"
"São João d'Aliança";"2014";"204.810";"17.399,51";"194.648";"90.533";"12.366";"51.840";"39.910";"10.162"
"São João d'Aliança";"2015";"229.101";"18.981,05";"218.085";"105.873";"13.436";"56.253";"42.523";"11.016"
"São João d'Aliança";"2016";"286.586";"23.186,59";"270.393";"137.217";"14.274";"74.181";"44.721";"16.193"
"São João da Paraúna";"2002";"36.283";"...";"34.515";"14.567";"2.886";"17.063";"8.125";"1.768"
"São João da Paraúna";"2003";"49.674";"...";"47.048";"22.245";"4.230";"20.573";"9.283";"2.625"
"São João da Paraúna";"2004";"60.777";"...";"58.190";"29.675";"5.131";"23.384";"10.213";"2.587"
"São João da Paraúna";"2005";"58.303";"...";"55.263";"24.537";"4.882";"25.844";"11.343";"3.040"
"São João da Paraúna";"2006";"68.551";"...";"65.075";"22.205";"12.264";"30.606";"12.767";"3.476"
"São João da Paraúna";"2007";"93.138";"...";"89.187";"29.878";"23.036";"36.273";"14.712";"3.952"
"São João da Paraúna";"2008";"111.986";"...";"107.403";"47.623";"17.075";"42.706";"17.411";"4.583"
"São João da Paraúna";"2009";"107.200";"...";"102.084";"48.787";"8.103";"45.194";"18.172";"5.116"
"São João da Paraúna";"2010";"24.748";"14.626,72";"23.682";"10.399";"1.668";"5.201";"6.413";"1.067"
"São João da Paraúna";"2011";"22.482";"13.511,05";"21.149";"8.182";"1.292";"5.181";"6.495";"1.333"
"São João da Paraúna";"2012";"34.355";"20.960,87";"32.731";"15.876";"1.983";"7.129";"7.742";"1.624"
"São João da Paraúna";"2013";"32.379";"19.635,57";"30.710";"12.078";"2.515";"6.924";"9.192";"1.669"
"São João da Paraúna";"2014";"41.019";"25.273,80";"39.091";"16.872";"2.808";"8.500";"10.911";"1.928"
"São João da Paraúna";"2015";"41.960";"26.274,10";"40.018";"18.489";"2.544";"8.438";"10.547";"1.942"
"São João da Paraúna";"2016";"46.974";"29.900,52";"45.069";"23.737";"2.482";"8.527";"10.323";"1.904"
"São Luis de Montes Belos";"2002";"225.955";"...";"204.384";"13.764";"88.072";"102.548";"25.371";"21.571"
"São Luis de Montes Belos";"2003";"271.321";"...";"244.804";"15.706";"108.666";"120.432";"28.679";"26.517"
"São Luis de Montes Belos";"2004";"255.842";"...";"232.281";"16.149";"90.602";"125.530";"32.786";"23.561"
"São Luis de Montes Belos";"2005";"276.907";"...";"251.584";"12.997";"106.863";"131.723";"35.253";"25.323"
"São Luis de Montes Belos";"2006";"355.759";"...";"325.623";"12.010";"145.923";"167.690";"40.541";"30.137"
"São Luis de Montes Belos";"2007";"420.476";"...";"384.989";"13.333";"180.342";"191.314";"44.733";"35.486"
"São Luis de Montes Belos";"2008";"406.054";"...";"370.504";"17.549";"147.294";"205.660";"52.184";"35.550"
"São Luis de Montes Belos";"2009";"446.612";"...";"410.202";"19.334";"140.230";"250.639";"55.423";"36.409"
"São Luis de Montes Belos";"2010";"482.364";"16.052,05";"442.640";"23.672";"147.342";"202.585";"69.041";"39.725"
"São Luis de Montes Belos";"2011";"458.770";"15.133,42";"415.093";"25.591";"108.274";"202.777";"78.450";"43.677"
"São Luis de Montes Belos";"2012";"523.053";"17.101,05";"478.058";"27.945";"127.387";"238.229";"84.497";"44.995"
"São Luis de Montes Belos";"2013";"565.523";"17.765,85";"517.575";"35.399";"130.468";"256.332";"95.377";"47.948"
"São Luis de Montes Belos";"2014";"607.390";"18.884,16";"557.086";"38.081";"107.449";"303.588";"107.968";"50.304"
"São Luis de Montes Belos";"2015";"721.218";"22.197,47";"662.777";"39.752";"178.515";"328.181";"116.328";"58.441"
"São Luis de Montes Belos";"2016";"784.308";"23.906,00";"720.701";"41.453";"207.137";"351.676";"120.436";"63.607"
"São Luiz do Norte";"2002";"17.552";"...";"16.478";"6.579";"776";"9.122";"4.420";"1.075"
"São Luiz do Norte";"2003";"22.274";"...";"20.664";"7.956";"740";"11.968";"5.315";"1.610"
"São Luiz do Norte";"2004";"36.024";"...";"34.464";"19.091";"1.801";"13.571";"5.758";"1.560"
"São Luiz do Norte";"2005";"27.303";"...";"25.801";"10.628";"1.887";"13.286";"6.016";"1.502"
"São Luiz do Norte";"2006";"29.041";"...";"27.539";"11.344";"1.829";"14.366";"6.633";"1.502"
"São Luiz do Norte";"2007";"41.847";"...";"40.069";"18.201";"3.050";"18.818";"9.056";"1.778"
"São Luiz do Norte";"2008";"46.665";"...";"44.640";"19.979";"3.022";"21.639";"10.647";"2.025"
"São Luiz do Norte";"2009";"44.898";"...";"43.134";"19.735";"2.603";"20.796";"10.234";"1.765"
"São Luiz do Norte";"2010";"46.929";"10.164,45";"43.020";"17.911";"2.910";"9.878";"12.321";"3.909"
"São Luiz do Norte";"2011";"48.896";"10.497,19";"46.027";"18.545";"3.137";"10.913";"13.432";"2.869"
"São Luiz do Norte";"2012";"50.646";"10.782,57";"48.303";"18.587";"2.871";"13.123";"13.722";"2.343"
"São Luiz do Norte";"2013";"63.744";"13.051,62";"61.255";"24.964";"4.287";"15.375";"16.629";"2.489"
"São Luiz do Norte";"2014";"74.870";"15.180,54";"70.546";"21.901";"6.338";"22.736";"19.571";"4.325"
"São Luiz do Norte";"2015";"77.531";"15.568,39";"72.377";"24.312";"4.472";"24.077";"19.516";"5.154"
"São Luiz do Norte";"2016";"90.953";"18.096,49";"83.180";"26.566";"4.937";"32.600";"19.077";"7.773"
"São Miguel do Araguaia";"2002";"139.279";"...";"128.408";"37.496";"20.358";"70.554";"25.219";"10.871"
"São Miguel do Araguaia";"2003";"155.199";"...";"142.345";"43.437";"18.324";"80.583";"28.208";"12.854"
"São Miguel do Araguaia";"2004";"155.687";"...";"144.093";"46.342";"11.779";"85.971";"31.723";"11.595"
"São Miguel do Araguaia";"2005";"151.161";"...";"139.702";"39.966";"6.699";"93.038";"35.608";"11.459"
"São Miguel do Araguaia";"2006";"160.172";"...";"148.099";"33.987";"7.391";"106.720";"40.437";"12.073"
"São Miguel do Araguaia";"2007";"183.554";"...";"170.365";"41.494";"9.033";"119.838";"44.678";"13.189"
"São Miguel do Araguaia";"2008";"214.997";"...";"199.866";"55.334";"9.127";"135.405";"50.710";"15.131"
"São Miguel do Araguaia";"2009";"231.799";"...";"217.634";"66.467";"12.818";"138.349";"49.060";"14.164"
"São Miguel do Araguaia";"2010";"271.569";"12.181,25";"254.183";"81.078";"15.854";"101.685";"55.566";"17.386"
"São Miguel do Araguaia";"2011";"302.160";"13.583,91";"280.512";"89.291";"15.552";"114.163";"61.506";"21.649"
"São Miguel do Araguaia";"2012";"334.529";"15.064,81";"312.674";"96.290";"17.767";"129.978";"68.640";"21.855"
"São Miguel do Araguaia";"2013";"379.123";"16.647,93";"354.274";"115.676";"23.262";"140.436";"74.900";"24.850"
"São Miguel do Araguaia";"2014";"426.313";"18.739,05";"399.534";"125.831";"29.185";"162.875";"81.643";"26.780"
"São Miguel do Araguaia";"2015";"440.079";"19.362,86";"411.140";"129.008";"22.373";"175.481";"84.278";"28.939"
"São Miguel do Araguaia";"2016";"513.962";"22.635,52";"474.629";"132.645";"27.084";"224.032";"90.868";"39.333"
"São Miguel do Passa Quatro";"2002";"43.803";"...";"41.888";"25.824";"2.781";"13.283";"4.714";"1.915"
"São Miguel do Passa Quatro";"2003";"49.296";"...";"46.076";"27.417";"2.297";"16.362";"5.516";"3.220"
"São Miguel do Passa Quatro";"2004";"41.778";"...";"39.959";"24.770";"2.207";"12.982";"5.431";"1.819"
