Localidade;Ano;Total;Federal;Estadual;Municipal;Particular
Mutunópolis;2011;44;;24;21;
Mutunópolis;2012;44;;22;24;
Mutunópolis;2013;46;;23;24;
Mutunópolis;2014;43;;21;22;
Mutunópolis;2015;40;;19;21;
Mutunópolis;2016;37;;19;18;
Mutunópolis;2017;34;;17;17;
Mutunópolis;2018;31;1;17;15;0
Nazário;2000;95;;;;
Nazário;2001;90;;;;
Nazário;2002;93;;55;12;26
Nazário;2003;80;;53;15;12
Nazário;2004;92;;65;20;7
Nazário;2005;81;;52;23;6
Nazário;2006;90;;60;24;6
Nazário;2007;71;;48;22;1
Nazário;2008;71;;48;19;5
Nazário;2009;73;;50;19;5
Nazário;2010;73;;44;23;6
Nazário;2011;71;;43;28;
Nazário;2012;69;;36;36;
Nazário;2013;67;;39;31;
Nazário;2014;63;;35;29;
Nazário;2015;60;;32;29;
Nazário;2016;71;;39;32;
Nazário;2017;69;;36;34;
Nazário;2018;70;0;35;35;0
Nerópolis;2000;241;;;;
Nerópolis;2001;230;;;;
Nerópolis;2002;254;;116;125;13
Nerópolis;2003;258;;118;137;3
Nerópolis;2004;262;;123;137;2
Nerópolis;2005;271;;135;134;2
Nerópolis;2006;242;;116;123;3
Nerópolis;2007;203;;93;112;12
Nerópolis;2008;214;;93;121;12
Nerópolis;2009;224;;84;142;18
Nerópolis;2010;214;;84;133;21
Nerópolis;2011;232;;82;141;34
Nerópolis;2012;226;;75;143;28
Nerópolis;2013;243;;72;151;37
Nerópolis;2014;234;;69;140;38
Nerópolis;2015;226;;69;130;40
Nerópolis;2016;239;;81;129;46
Nerópolis;2017;229;;74;128;43
Nerópolis;2018;266;0;95;146;40
Niquelândia;2000;635;;;;
Niquelândia;2001;609;;;;
Niquelândia;2002;720;;221;387;112
Niquelândia;2003;705;;212;384;109
Niquelândia;2004;751;;222;397;132
Niquelândia;2005;699;;177;393;129
Niquelândia;2006;671;;189;348;134
Niquelândia;2007;489;;146;265;116
Niquelândia;2008;564;;166;304;134
Niquelândia;2009;554;;164;327;121
Niquelândia;2010;557;;168;318;123
Niquelândia;2011;541;;152;320;126
Niquelândia;2012;525;;146;274;152
Niquelândia;2013;551;;148;302;150
Niquelândia;2014;526;;141;306;125
Niquelândia;2015;493;;131;290;120
Niquelândia;2016;488;;139;280;125
Niquelândia;2017;448;;136;274;85
Niquelândia;2018;415;97;144;217;95
Nova América;2000;39;;;;
Nova América;2001;34;;;;
Nova América;2002;44;;17;27;
Nova América;2003;44;;14;30;
Nova América;2004;45;;14;31;
Nova América;2005;43;;13;30;
Nova América;2006;54;;17;37;
Nova América;2007;43;;11;33;
Nova América;2008;46;;11;37;
Nova América;2009;50;;13;39;
Nova América;2010;47;;14;33;
Nova América;2011;45;;12;33;
Nova América;2012;41;;13;30;
Nova América;2013;39;;13;29;
Nova América;2014;44;;15;30;
Nova América;2015;55;;14;43;
Nova América;2016;53;;14;41;
Nova América;2017;47;;15;34;
Nova América;2018;47;0;16;33;0
Nova Aurora;2000;31;;;;
Nova Aurora;2001;30;;;;
Nova Aurora;2002;28;;21;7;
Nova Aurora;2003;30;;24;6;
Nova Aurora;2004;42;;36;6;
Nova Aurora;2005;37;;31;6;
Nova Aurora;2006;26;;20;6;
Nova Aurora;2007;27;;21;6;
Nova Aurora;2008;27;;17;10;
Nova Aurora;2009;27;;17;10;
Nova Aurora;2010;26;;17;9;
Nova Aurora;2011;30;;19;11;
Nova Aurora;2012;24;;14;10;
Nova Aurora;2013;22;;15;7;
Nova Aurora;2014;22;;15;7;
Nova Aurora;2015;22;;13;9;
Nova Aurora;2016;25;;16;11;
Nova Aurora;2017;24;;15;10;
Nova Aurora;2018;24;0;14;11;0
Nova Crixás;2000;127;;;;
Nova Crixás;2001;127;;;;
Nova Crixás;2002;126;;55;53;18
Nova Crixás;2003;166;;73;74;19
Nova Crixás;2004;161;;71;73;17
Nova Crixás;2005;153;;62;79;12
Nova Crixás;2006;145;;51;84;10
Nova Crixás;2007;109;;51;66;
Nova Crixás;2008;123;;49;79;5
Nova Crixás;2009;114;;52;69;5
Nova Crixás;2010;111;;46;76;7
Nova Crixás;2011;107;;44;75;
Nova Crixás;2012;121;;39;84;8
Nova Crixás;2013;123;;39;83;10
Nova Crixás;2014;123;;36;85;12
Nova Crixás;2015;115;;33;81;8
Nova Crixás;2016;117;;33;79;13
Nova Crixás;2017;125;;34;87;11
Nova Crixás;2018;128;14;38;83;13
Nova Glória;2000;147;;;;
Nova Glória;2001;132;;;;
Nova Glória;2002;148;;109;31;8
Nova Glória;2003;135;;98;30;7
Nova Glória;2004;131;;99;27;5
Nova Glória;2005;124;;89;28;7
Nova Glória;2006;129;;90;32;7
Nova Glória;2007;102;;76;19;7
Nova Glória;2008;106;;74;24;8
Nova Glória;2009;107;;77;25;7
Nova Glória;2010;107;;75;26;8
Nova Glória;2011;112;;75;34;8
Nova Glória;2012;110;;70;37;7
Nova Glória;2013;104;;63;37;7
Nova Glória;2014;111;;72;37;6
Nova Glória;2015;113;;72;38;5
Nova Glória;2016;131;;84;41;7
Nova Glória;2017;123;;83;36;6
Nova Glória;2018;128;33;82;43;6
Nova Iguaçu de Goiás;2000;48;;;;
Nova Iguaçu de Goiás;2001;45;;;;
Nova Iguaçu de Goiás;2002;44;;19;25;
Nova Iguaçu de Goiás;2003;43;;19;24;
Nova Iguaçu de Goiás;2004;49;;18;31;
Nova Iguaçu de Goiás;2005;34;;16;18;
Nova Iguaçu de Goiás;2006;37;;15;22;
Nova Iguaçu de Goiás;2007;41;;17;27;
Nova Iguaçu de Goiás;2008;38;;16;26;
Nova Iguaçu de Goiás;2009;45;;14;33;
Nova Iguaçu de Goiás;2010;46;;18;29;
Nova Iguaçu de Goiás;2011;37;;14;23;
Nova Iguaçu de Goiás;2012;38;;13;25;
Nova Iguaçu de Goiás;2013;37;;16;23;
Nova Iguaçu de Goiás;2014;38;;16;23;
Nova Iguaçu de Goiás;2015;34;;12;22;
Nova Iguaçu de Goiás;2016;35;;13;22;
Nova Iguaçu de Goiás;2017;36;;15;22;
Nova Iguaçu de Goiás;2018;37;0;16;21;0
Nova Roma;2000;78;;;;
Nova Roma;2001;65;;;;
Nova Roma;2002;68;;19;49;
Nova Roma;2003;69;;26;43;
Nova Roma;2004;64;;20;44;
Nova Roma;2005;93;;49;44;
Nova Roma;2006;71;;22;49;
Nova Roma;2007;59;;23;38;
Nova Roma;2008;61;;27;35;
Nova Roma;2009;68;;26;42;
Nova Roma;2010;68;;28;40;
Nova Roma;2011;61;;24;38;
Nova Roma;2012;56;;18;38;
Nova Roma;2013;58;;19;40;
Nova Roma;2014;58;;22;38;
Nova Roma;2015;54;;20;36;
Nova Roma;2016;57;;23;36;
Nova Roma;2017;56;;22;35;
Nova Roma;2018;55;20;22;35;0
Nova Veneza;2000;101;;;;
Nova Veneza;2001;89;;;;
Nova Veneza;2002;91;;48;25;18
Nova Veneza;2003;89;;45;24;20
Nova Veneza;2004;88;;51;24;13
Nova Veneza;2005;86;;47;25;14
Nova Veneza;2006;81;;40;27;14
Nova Veneza;2007;78;;42;26;12
Nova Veneza;2008;70;;35;23;12
Nova Veneza;2009;82;;36;35;12
Nova Veneza;2010;70;;34;32;6
Nova Veneza;2011;78;;34;34;12
Nova Veneza;2012;67;;28;33;7
Nova Veneza;2013;71;;28;37;7
Nova Veneza;2014;58;;28;30;
Nova Veneza;2015;70;;26;32;14
Nova Veneza;2016;70;;23;32;18
Nova Veneza;2017;72;;25;30;17
Nova Veneza;2018;57;0;29;28;0
Novo Brasil;2000;66;;;;
Novo Brasil;2001;55;;;;
Novo Brasil;2002;65;;45;14;6
Novo Brasil;2003;65;;41;16;8
Novo Brasil;2004;57;;38;13;6
Novo Brasil;2005;48;;35;7;6
Novo Brasil;2006;56;;42;8;6
Novo Brasil;2007;45;;29;10;6
Novo Brasil;2008;48;;29;11;8
Novo Brasil;2009;47;;29;10;8
Novo Brasil;2010;53;;29;14;12
Novo Brasil;2011;49;;30;12;7
Novo Brasil;2012;44;;24;14;6
Novo Brasil;2013;46;;23;14;9
Novo Brasil;2014;44;;22;15;7
Novo Brasil;2015;40;;17;16;7
Novo Brasil;2016;42;;20;15;7
Novo Brasil;2017;46;;21;18;8
Novo Brasil;2018;50;0;25;17;8
Novo Gama;2000;606;;;;
Novo Gama;2001;668;;;;
Novo Gama;2002;641;;272;287;82
Novo Gama;2003;651;;260;293;98
Novo Gama;2004;718;;320;299;99
Novo Gama;2005;658;;248;297;113
Novo Gama;2006;718;;270;311;137
Novo Gama;2007;554;;210;305;52
Novo Gama;2008;663;;226;317;135
Novo Gama;2009;629;;225;302;123
Novo Gama;2010;678;;250;306;145
Novo Gama;2011;650;;222;296;152
Novo Gama;2012;636;;198;316;136
Novo Gama;2013;744;;212;381;170
Novo Gama;2014;716;;212;360;161
Novo Gama;2015;711;;203;369;157
Novo Gama;2016;743;;202;385;169
Novo Gama;2017;701;;180;404;131
Novo Gama;2018;742;2;200;396;157
Novo Planalto;2000;75;;;;
Novo Planalto;2001;56;;;;
Novo Planalto;2002;64;;25;39;
Novo Planalto;2003;54;;21;33;
Novo Planalto;2004;50;;23;27;
Novo Planalto;2005;49;;21;28;
Novo Planalto;2006;52;;23;29;
Novo Planalto;2007;36;;20;23;
Novo Planalto;2008;42;;21;27;
Novo Planalto;2009;46;;23;28;
Novo Planalto;2010;44;;21;30;
Novo Planalto;2011;42;;19;31;
Novo Planalto;2012;42;;17;30;
Novo Planalto;2013;42;;18;31;
Novo Planalto;2014;43;;17;31;
Novo Planalto;2015;43;;16;31;
Novo Planalto;2016;44;;14;37;
Novo Planalto;2017;47;;15;35;
Novo Planalto;2018;45;5;16;29;0
Orizona;2000;231;;;;
Orizona;2001;225;;;;
Orizona;2002;238;;88;137;13
Orizona;2003;269;;73;175;21
Orizona;2004;308;;71;203;34
Orizona;2005;255;;61;164;30
Orizona;2006;265;;63;152;50
Orizona;2007;205;;78;112;33
Orizona;2008;190;;73;108;33
Orizona;2009;189;;68;120;23
Orizona;2010;186;;62;110;24
Orizona;2011;211;;66;126;29
Orizona;2012;171;;54;117;10
Orizona;2013;162;;49;98;24
Orizona;2014;178;;62;101;28
Orizona;2015;178;;55;124;30
Orizona;2016;184;;60;124;28
Orizona;2017;191;;61;126;36
Orizona;2018;176;79;61;111;32
Ouro Verde de Goiás;2000;59;;;;
Ouro Verde de Goiás;2001;66;;;;
Ouro Verde de Goiás;2002;49;;25;24;
Ouro Verde de Goiás;2003;59;;31;28;
Ouro Verde de Goiás;2004;59;;26;33;
Ouro Verde de Goiás;2005;64;;18;46;
Ouro Verde de Goiás;2006;54;;19;35;
Ouro Verde de Goiás;2007;45;;13;34;
Ouro Verde de Goiás;2008;48;;20;34;
Ouro Verde de Goiás;2009;46;;24;30;
Ouro Verde de Goiás;2010;49;;25;31;
Ouro Verde de Goiás;2011;49;;21;33;
Ouro Verde de Goiás;2012;42;;14;35;
Ouro Verde de Goiás;2013;43;;13;34;
Ouro Verde de Goiás;2014;40;;13;30;
Ouro Verde de Goiás;2015;42;;13;32;
Ouro Verde de Goiás;2016;41;;12;32;
Ouro Verde de Goiás;2017;39;;11;30;
Ouro Verde de Goiás;2018;39;0;15;25;0
Ouvidor;2000;59;;;;
Ouvidor;2001;57;;;;
Ouvidor;2002;56;;31;18;7
Ouvidor;2003;61;;38;16;7
Ouvidor;2004;67;;44;16;7
Ouvidor;2005;68;;44;16;8
Ouvidor;2006;69;;47;15;7
Ouvidor;2007;48;;34;15;
Ouvidor;2008;48;;31;17;
Ouvidor;2009;49;;31;18;
Ouvidor;2010;48;;29;19;
Ouvidor;2011;52;;33;19;
Ouvidor;2012;49;;25;24;
Ouvidor;2013;56;;27;29;
Ouvidor;2014;56;;25;31;
Ouvidor;2015;50;;18;32;
Ouvidor;2016;60;;25;35;
Ouvidor;2017;67;;29;39;
Ouvidor;2018;74;0;29;46;0
Padre Bernardo;2000;233;;;;
Padre Bernardo;2001;245;;;;
Padre Bernardo;2002;268;;48;214;6
Padre Bernardo;2003;284;;62;217;5
Padre Bernardo;2004;280;;67;208;5
Padre Bernardo;2005;315;;74;231;10
Padre Bernardo;2006;314;;73;236;5
Padre Bernardo;2007;276;;66;214;7
Padre Bernardo;2008;264;;68;205;10
Padre Bernardo;2009;265;;75;207;7
Padre Bernardo;2010;264;;77;199;8
Padre Bernardo;2011;286;;70;231;8
Padre Bernardo;2012;283;;54;239;10
Padre Bernardo;2013;286;;67;230;9
Padre Bernardo;2014;280;;68;219;13
Padre Bernardo;2015;278;;57;224;12
Padre Bernardo;2016;268;;59;222;4
Padre Bernardo;2017;274;;60;209;19
Padre Bernardo;2018;277;147;58;222;15
Palestina de Goiás;2000;44;;;;
Palestina de Goiás;2001;40;;;;
Palestina de Goiás;2002;36;;26;10;
Palestina de Goiás;2003;34;;23;11;
Palestina de Goiás;2004;42;;29;13;
Palestina de Goiás;2005;41;;28;13;
Palestina de Goiás;2006;46;;28;18;
Palestina de Goiás;2007;42;;20;24;
Palestina de Goiás;2008;43;;10;33;
Palestina de Goiás;2009;33;;18;16;
Palestina de Goiás;2010;40;;17;24;
Palestina de Goiás;2011;40;;17;23;
Palestina de Goiás;2012;35;;17;19;
Palestina de Goiás;2013;34;;16;19;
Palestina de Goiás;2014;31;;17;15;
Palestina de Goiás;2015;29;;15;15;
Palestina de Goiás;2016;34;;16;19;
Palestina de Goiás;2017;35;;16;19;
Palestina de Goiás;2018;37;0;19;19;0
Palmeiras de Goiás;2000;251;;;;
Palmeiras de Goiás;2001;248;;;;
Palmeiras de Goiás;2002;270;;129;69;72
Palmeiras de Goiás;2003;263;;122;71;70
Palmeiras de Goiás;2004;252;;109;72;71
Palmeiras de Goiás;2005;245;;94;71;80
Palmeiras de Goiás;2006;266;;102;84;80
Palmeiras de Goiás;2007;191;;89;54;72
Palmeiras de Goiás;2008;199;;83;67;71
Palmeiras de Goiás;2009;201;;82;77;70
Palmeiras de Goiás;2010;218;;93;84;68
Palmeiras de Goiás;2011;218;;90;91;66
Palmeiras de Goiás;2012;199;;69;90;65
Palmeiras de Goiás;2013;212;;82;86;64
Palmeiras de Goiás;2014;208;;76;82;68
Palmeiras de Goiás;2015;205;;78;81;68
Palmeiras de Goiás;2016;213;;86;83;66
Palmeiras de Goiás;2017;233;;96;99;61
Palmeiras de Goiás;2018;246;13;102;106;67
Palmelo;2000;33;;;;
Palmelo;2001;33;;;;
Palmelo;2002;34;;29;5;
Palmelo;2003;31;;24;5;2
Palmelo;2004;35;;28;6;1
Palmelo;2005;37;;31;5;1
Palmelo;2006;34;;29;4;1
Palmelo;2007;28;;26;2;
Palmelo;2008;27;;22;5;
Palmelo;2009;30;;26;4;
Palmelo;2010;36;;29;8;
Palmelo;2011;40;;26;11;4
Palmelo;2012;35;;20;11;6
Palmelo;2013;36;;20;13;4
Palmelo;2014;43;;26;12;6
Palmelo;2015;40;;23;12;5
Palmelo;2016;42;;23;14;5
Palmelo;2017;34;;14;15;5
Palmelo;2018;29;0;15;9;5
Palminópolis;2000;39;;;;
Palminópolis;2001;37;;;;
Palminópolis;2002;36;;15;21;
Palminópolis;2003;31;;14;17;
Palminópolis;2004;39;;18;21;
Palminópolis;2005;35;;14;21;
Palminópolis;2006;34;;16;18;
Palminópolis;2007;29;;16;16;
Palminópolis;2008;28;;14;16;
Palminópolis;2009;32;;14;20;
Palminópolis;2010;36;;17;22;
Palminópolis;2011;37;;17;22;
Palminópolis;2012;38;;16;23;
Palminópolis;2013;51;;16;37;
Palminópolis;2014;45;;15;31;
Palminópolis;2015;37;;13;26;
Palminópolis;2016;36;;13;23;
Palminópolis;2017;37;;11;26;
Palminópolis;2018;34;0;12;22;0
Panamá;2000;42;;;;
Panamá;2001;43;;;;
Panamá;2002;45;;28;17;
Panamá;2003;38;;21;17;
Panamá;2004;37;;23;14;
Panamá;2005;38;;22;16;
Panamá;2006;38;;21;17;
Panamá;2007;30;;18;15;
Panamá;2008;31;;20;13;
Panamá;2009;31;;20;12;
Panamá;2010;31;;18;15;
Panamá;2011;32;;17;16;
Panamá;2012;31;;15;17;
Panamá;2013;29;;14;16;
Panamá;2014;28;;15;13;
Panamá;2015;25;;14;12;
Panamá;2016;30;;16;17;
Panamá;2017;26;;15;15;
Panamá;2018;25;0;14;14;0
Paranaiguara;2000;115;;;;
Paranaiguara;2001;111;;;;
Paranaiguara;2002;119;;79;40;
Paranaiguara;2003;108;;71;37;
Paranaiguara;2004;94;;64;30;
Paranaiguara;2005;100;;66;34;
Paranaiguara;2006;99;;60;39;
Paranaiguara;2007;79;;51;33;
Paranaiguara;2008;102;;51;53;
Paranaiguara;2009;79;;51;34;
Paranaiguara;2010;84;;54;34;
Paranaiguara;2011;77;;45;35;
Paranaiguara;2012;75;;40;37;
Paranaiguara;2013;78;;44;35;
Paranaiguara;2014;78;;42;38;
Paranaiguara;2015;73;;39;37;
Paranaiguara;2016;68;;36;35;
Paranaiguara;2017;83;;34;52;
Paranaiguara;2018;81;0;38;45;0
Paraúna;2000;137;;;;
Paraúna;2001;135;;;;
Paraúna;2002;163;;70;49;44
Paraúna;2003;156;;65;47;44
Paraúna;2004;145;;61;43;41
Paraúna;2005;136;;53;53;30
Paraúna;2006;158;;53;70;35
Paraúna;2007;123;;44;63;27
Paraúna;2008;108;;48;64;
Paraúna;2009;103;;43;60;7
Paraúna;2010;105;;46;66;
Paraúna;2011;132;;45;73;27
Paraúna;2012;123;;38;74;23
Paraúna;2013;128;;35;77;27
Paraúna;2014;136;;31;92;25
Paraúna;2015;135;;34;88;24
Paraúna;2016;121;;35;85;18
Paraúna;2017;128;;39;82;23
Paraúna;2018;115;25;38;81;4
Perolândia;2000;45;;;;
Perolândia;2001;46;;;;
Perolândia;2002;55;;21;34;
Perolândia;2003;57;;20;37;
Perolândia;2004;56;;22;34;
Perolândia;2005;57;;18;39;
Perolândia;2006;52;;18;34;
Perolândia;2007;41;;19;29;
Perolândia;2008;43;;18;30;
Perolândia;2009;46;;19;33;
Perolândia;2010;43;;19;30;
Perolândia;2011;45;;15;37;
Perolândia;2012;47;;15;38;
Perolândia;2013;48;;16;37;
Perolândia;2014;43;;15;31;
Perolândia;2015;44;;15;32;
Perolândia;2016;52;;15;39;
Perolândia;2017;39;;13;28;
Perolândia;2018;44;0;15;30;0
Petrolina de Goiás;2000;122;;;;
Petrolina de Goiás;2001;145;;;;
Petrolina de Goiás;2002;131;;90;38;3
Petrolina de Goiás;2003;134;;61;43;30
Petrolina de Goiás;2004;149;;59;51;39
Petrolina de Goiás;2005;136;;57;48;31
Petrolina de Goiás;2006;123;;52;42;29
Petrolina de Goiás;2007;111;;46;51;23
Petrolina de Goiás;2008;111;;46;50;24
Petrolina de Goiás;2009;105;;40;45;30
Petrolina de Goiás;2010;97;;35;40;28
Petrolina de Goiás;2011;95;;34;37;31
Petrolina de Goiás;2012;93;;29;42;29
Petrolina de Goiás;2013;85;;24;37;28
Petrolina de Goiás;2014;83;;24;35;30
Petrolina de Goiás;2015;77;;25;30;29
Petrolina de Goiás;2016;79;;27;31;31
Petrolina de Goiás;2017;80;;24;34;31
Petrolina de Goiás;2018;91;0;30;36;33
Pilar de Goiás;2000;56;;;;
Pilar de Goiás;2001;53;;;;
Pilar de Goiás;2002;52;;21;31;
Pilar de Goiás;2003;51;;19;32;
Pilar de Goiás;2004;52;;21;31;
Pilar de Goiás;2005;44;;20;24;
Pilar de Goiás;2006;47;;22;25;
Pilar de Goiás;2007;36;;20;16;
Pilar de Goiás;2008;33;;18;15;
Pilar de Goiás;2009;39;;20;19;
Pilar de Goiás;2010;36;;20;16;
Pilar de Goiás;2011;35;;17;18;
Pilar de Goiás;2012;35;;17;19;
Pilar de Goiás;2013;33;;16;18;
Pilar de Goiás;2014;34;;15;21;
Pilar de Goiás;2015;37;;15;24;
Pilar de Goiás;2016;38;;15;24;
Pilar de Goiás;2017;36;;15;22;
Pilar de Goiás;2018;35;11;12;24;0
Piracanjuba;2000;366;;;;
Piracanjuba;2001;404;;;;
Piracanjuba;2002;402;;192;154;56
Piracanjuba;2003;428;;161;199;68
Piracanjuba;2004;399;;160;168;71
Piracanjuba;2005;407;;165;173;69
Piracanjuba;2006;417;;157;193;67
Piracanjuba;2007;256;;108;125;60
Piracanjuba;2008;273;;111;150;48
Piracanjuba;2009;272;;110;162;39
Piracanjuba;2010;263;;123;135;38
Piracanjuba;2011;307;;143;157;42
Piracanjuba;2012;273;;120;148;42
Piracanjuba;2013;282;;130;153;41
Piracanjuba;2014;270;;120;150;40
Piracanjuba;2015;260;;96;179;39
Piracanjuba;2016;247;;107;156;38
Piracanjuba;2017;242;;109;151;40
Piracanjuba;2018;258;64;123;149;41
Piranhas;2000;227;;;;
Piranhas;2001;237;;;;
Piranhas;2002;210;;125;67;18
Piranhas;2003;200;;119;63;18
Piranhas;2004;193;;105;66;22
Piranhas;2005;188;;97;69;22
Piranhas;2006;194;;112;59;23
Piranhas;2007;140;;87;55;18
Piranhas;2008;132;;75;52;18
Piranhas;2009;133;;75;51;24
Piranhas;2010;133;;75;48;26
Piranhas;2011;131;;69;47;29
Piranhas;2012;119;;53;50;26
Piranhas;2013;126;;58;53;29
Piranhas;2014;128;;63;55;25
Piranhas;2015;131;;68;48;26
Piranhas;2016;135;;67;52;25
Piranhas;2017;130;;73;44;24
Piranhas;2018;131;0;74;47;21
Pirenópolis;2000;262;;;;
Pirenópolis;2001;265;;;;
Pirenópolis;2002;264;;164;98;2
Pirenópolis;2003;253;;142;104;7
Pirenópolis;2004;245;;141;100;4
Pirenópolis;2005;228;;128;96;4
Pirenópolis;2006;249;;147;102;
Pirenópolis;2007;243;;135;110;
Pirenópolis;2008;242;;136;109;
Pirenópolis;2009;246;;136;114;
Pirenópolis;2010;244;;138;109;
Pirenópolis;2011;228;;127;106;
Pirenópolis;2012;218;;109;111;3
Pirenópolis;2013;228;;111;111;16
Pirenópolis;2014;232;;117;103;19
Pirenópolis;2015;236;;115;110;15
Pirenópolis;2016;240;;117;109;15
Pirenópolis;2017;258;;108;136;21
Pirenópolis;2018;292;64;144;139;17
Pires do Rio;2000;417;;;;
Pires do Rio;2001;386;;;;
Pires do Rio;2002;368;;210;84;74
Pires do Rio;2003;413;;233;102;78
Pires do Rio;2004;399;;162;105;132
Pires do Rio;2005;375;;141;102;132
Pires do Rio;2006;364;;132;92;140
Pires do Rio;2007;304;;123;70;131
Pires do Rio;2008;309;;126;70;132
Pires do Rio;2009;320;;139;98;123
Pires do Rio;2010;306;;126;73;131
Pires do Rio;2011;314;;126;83;130
Pires do Rio;2012;282;;92;89;128
Pires do Rio;2013;305;;89;109;130
Pires do Rio;2014;314;;94;115;137
Pires do Rio;2015;295;;87;99;138
Pires do Rio;2016;291;;89;93;131
Pires do Rio;2017;289;;83;97;134
Pires do Rio;2018;322;0;92;105;148
Planaltina;2000;781;;;;
Planaltina;2001;876;;;;
Planaltina;2002;948;;368;471;109
Planaltina;2003;1012;;377;502;133
Planaltina;2004;1065;;335;598;132
Planaltina;2005;991;;292;648;51
Planaltina;2006;1000;;291;640;69
Planaltina;2007;785;;195;591;42
Planaltina;2008;917;;243;685;49
Planaltina;2009;933;;240;677;98
Planaltina;2010;888;;233;617;106
Planaltina;2011;985;;236;700;118
Planaltina;2012;864;;199;605;120
Planaltina;2013;923;;207;647;115
Planaltina;2014;965;;215;672;126
Planaltina;2015;946;;191;678;132
Planaltina;2016;967;;198;713;129
Planaltina;2017;1008;;206;745;126
Planaltina;2018;1012;83;207;731;127
Pontalina;2000;222;;;;
Pontalina;2001;210;;;;
Pontalina;2002;232;;73;96;63
Pontalina;2003;239;;79;102;58
Pontalina;2004;248;;52;98;98
Pontalina;2005;210;;59;94;57
Pontalina;2006;228;;72;101;55
Pontalina;2007;171;;49;85;48
Pontalina;2008;170;;61;79;46
Pontalina;2009;162;;63;77;39
Pontalina;2010;171;;60;72;62
Pontalina;2011;175;;66;73;60
Pontalina;2012;163;;42;77;63
Pontalina;2013;164;;50;71;62
Pontalina;2014;162;;54;70;57
Pontalina;2015;163;;46;86;57
Pontalina;2016;158;;49;90;50
Pontalina;2017;176;;55;103;43
Pontalina;2018;160;21;56;86;37
Porangatu;2000;635;;;;
Porangatu;2001;659;;;;
Porangatu;2002;739;;314;340;85
Porangatu;2003;689;;284;327;78
Porangatu;2004;647;;205;288;154
Porangatu;2005;654;;202;300;152
Porangatu;2006;625;;193;294;138
Porangatu;2007;485;;158;229;137
Porangatu;2008;497;;148;242;142
Porangatu;2009;497;;157;247;139
Porangatu;2010;485;;159;228;143
Porangatu;2011;484;;158;234;133
Porangatu;2012;469;;137;241;134
Porangatu;2013;476;;128;260;133
Porangatu;2014;480;;140;259;127
Porangatu;2015;461;;137;238;129
Porangatu;2016;468;;146;235;124
Porangatu;2017;472;;137;247;125
Porangatu;2018;492;36;174;234;109
Porteirão;2000;40;;;;
Porteirão;2001;49;;;;
Porteirão;2002;40;;18;22;
Porteirão;2003;48;;24;24;
Porteirão;2004;41;;18;23;
Porteirão;2005;43;;19;24;
Porteirão;2006;36;;14;22;
Porteirão;2007;29;;14;18;
Porteirão;2008;33;;15;20;
Porteirão;2009;38;;15;25;
Porteirão;2010;41;;18;26;
Porteirão;2011;39;;18;25;
Porteirão;2012;39;;15;26;
Porteirão;2013;40;;14;29;
Porteirão;2014;38;;14;29;
Porteirão;2015;34;;14;25;
Porteirão;2016;35;;14;25;
Porteirão;2017;36;;14;26;
Porteirão;2018;37;0;18;24;0
Portelândia;2000;56;;;;
Portelândia;2001;54;;;;
Portelândia;2002;57;;33;24;
Portelândia;2003;50;;34;16;
Portelândia;2004;44;;28;16;
Portelândia;2005;44;;25;19;
Portelândia;2006;47;;28;19;
Portelândia;2007;40;;25;20;
Portelândia;2008;36;;23;20;
Portelândia;2009;44;;24;26;
Portelândia;2010;41;;24;24;
Portelândia;2011;36;;23;17;
Portelândia;2012;35;;20;19;
Portelândia;2013;37;;23;21;
Portelândia;2014;35;;22;19;
Portelândia;2015;32;;19;19;
Portelândia;2016;31;;20;17;
Portelândia;2017;35;;19;21;
Portelândia;2018;34;0;19;21;0
Posse;2000;424;;;;
Posse;2001;484;;;;
Posse;2002;506;;295;161;50
Posse;2003;514;;301;178;35
Posse;2004;476;;265;174;37
Posse;2005;538;;289;190;59
Posse;2006;451;;221;184;46
Posse;2007;364;;173;175;46
Posse;2008;334;;150;161;53
Posse;2009;345;;156;173;52
Posse;2010;371;;167;189;60
Posse;2011;364;;167;180;54
Posse;2012;351;;155;194;54
Posse;2013;369;;156;208;47
Posse;2014;357;;165;186;48
Posse;2015;334;6;133;178;53
Posse;2016;389;20;168;189;52
Posse;2017;403;21;150;209;50
Posse;2018;451;96;148;260;54
Professor Jamil;2000;54;;;;
Professor Jamil;2001;55;;;;
Professor Jamil;2002;54;;46;8;
Professor Jamil;2003;51;;43;8;
Professor Jamil;2004;49;;42;7;
Professor Jamil;2005;57;;49;8;
Professor Jamil;2006;51;;43;8;
Professor Jamil;2007;41;;34;8;
Professor Jamil;2008;43;;36;8;
Professor Jamil;2009;42;;36;6;
Professor Jamil;2010;41;;34;9;
Professor Jamil;2011;42;;37;8;
Professor Jamil;2012;41;;34;8;
Professor Jamil;2013;47;;40;9;
Professor Jamil;2014;47;;40;8;
Professor Jamil;2015;41;;35;7;
Professor Jamil;2016;41;;35;9;
Professor Jamil;2017;41;;31;11;
Professor Jamil;2018;44;0;32;14;0
Quirinópolis;2000;596;;;;
Quirinópolis;2001;577;;;;
Quirinópolis;2002;600;;299;216;85
Quirinópolis;2003;601;;285;229;87
Quirinópolis;2004;600;;275;219;106
Quirinópolis;2005;575;;250;207;118
Quirinópolis;2006;579;;245;212;122
Quirinópolis;2007;422;;181;191;108
