Localidade;Ano;Total;Indústria de Transformação;Indústria de Extração de Minerais;Serviços Industriais de Utilidade Pública;Construção Civil;Comércio;Serviços;Administração Pública Direta e Indireta;Agricultura, Silvicultura, Criação de Animais, Extração Vegetal e Pesca;Atividade não especificada ou classificada
Jataí;2016;8102;914;3;109;362;2232;2640;;1842;
Jataí;2017;9767;1340;3;39;465;2591;3344;;1985;
Jataí;2018;11018;1843;10;75;504;2806;4012;1;1767;11018
Jaupaci;1999;27;4;10;;3;5;5;;;
Jaupaci;2000;24;1;11;;;1;2;;9;
Jaupaci;2001;37;;10;;;5;2;;20;
Jaupaci;2002;26;1;;;;2;;;23;
Jaupaci;2003;33;1;1;;2;1;1;;27;
Jaupaci;2004;34;2;4;;;7;;;21;
Jaupaci;2005;23;1;6;;;3;;;13;
Jaupaci;2006;21;;2;;;2;3;;14;
Jaupaci;2007;24;1;;;;6;;;17;
Jaupaci;2008;39;1;7;;;9;;;22;
Jaupaci;2009;32;;4;;;6;1;;21;
Jaupaci;2010;33;;2;;;4;3;;24;
Jaupaci;2011;72;32;4;;;1;3;;32;
Jaupaci;2012;127;87;;;;12;1;;27;
Jaupaci;2013;108;71;6;;;6;1;;24;
Jaupaci;2014;113;58;3;;;13;6;;33;
Jaupaci;2015;86;45;;;;9;2;;30;
Jaupaci;2016;75;29;3;;;13;2;;28;
Jaupaci;2017;108;75;;;;4;1;;28;
Jaupaci;2018;386;146;8;0;17;82;82;0;51;386
Jesúpolis;1999;6;1;;;;4;1;;;
Jesúpolis;2000;10;8;;;;1;;;1;
Jesúpolis;2001;3;;;;;2;1;;;
Jesúpolis;2002;20;17;;;;3;;;;
Jesúpolis;2003;18;16;;;;1;1;;;
Jesúpolis;2004;14;9;;;;2;;;3;
Jesúpolis;2005;19;15;;;;2;;;2;
Jesúpolis;2006;34;28;;;;3;1;;2;
Jesúpolis;2007;110;2;;;;1;103;;4;
Jesúpolis;2008;18;6;;;;6;1;;5;
Jesúpolis;2009;7;;;;;4;1;;2;
Jesúpolis;2010;8;;;;;7;;;1;
Jesúpolis;2011;15;;;;4;10;;;1;
Jesúpolis;2012;10;3;;;;4;1;;2;
Jesúpolis;2013;8;1;;;;4;3;;;
Jesúpolis;2014;5;;;;;4;;;1;
Jesúpolis;2015;6;;;;;4;;;2;
Jesúpolis;2016;12;;;;;4;1;;7;
Jesúpolis;2017;22;10;;;;;;;12;
Jesúpolis;2018;16;3;0;0;0;4;1;0;8;16
Joviânia;1999;108;2;;4;3;48;33;;18;
Joviânia;2000;80;5;;;;33;28;;14;
Joviânia;2001;86;16;;;;37;15;;18;
Joviânia;2002;52;;;;;25;4;;23;
Joviânia;2003;65;2;;;;38;6;;19;
Joviânia;2004;127;4;;;;73;14;;36;
Joviânia;2005;128;6;;;;51;27;;44;
Joviânia;2006;122;7;;;9;48;20;;38;
Joviânia;2007;105;2;;;4;36;5;;58;
Joviânia;2008;126;3;;;;46;7;;70;
Joviânia;2009;123;;;;;43;34;;46;
Joviânia;2010;273;;;;;37;34;;202;
Joviânia;2011;201;17;;;2;52;56;;74;
Joviânia;2012;212;5;;;;37;39;;131;
Joviânia;2013;241;9;;;6;59;77;;90;
Joviânia;2014;217;4;;;5;61;53;;94;
Joviânia;2015;186;;;;2;44;57;;83;
Joviânia;2016;180;;;;;42;65;;73;
Joviânia;2017;178;;;;1;47;64;;66;
Joviânia;2018;190;3;0;0;0;51;69;0;67;190
Jussara;1999;663;71;2;5;43;209;120;3;146;64
Jussara;2000;605;129;;2;2;107;83;;278;4
Jussara;2001;476;27;6;;35;129;75;;204;
Jussara;2002;615;34;6;;198;117;66;;194;
Jussara;2003;448;29;;;95;123;35;;166;
Jussara;2004;544;19;2;2;59;147;84;;231;
Jussara;2005;639;63;;4;18;193;119;;242;
Jussara;2006;630;66;;3;8;222;131;1;199;
Jussara;2007;610;47;7;;4;273;88;;191;
Jussara;2008;801;46;;;49;311;80;;315;
Jussara;2009;875;97;;;89;278;120;;291;
Jussara;2010;1053;122;;;133;330;144;;324;
Jussara;2011;1034;178;;1;20;366;143;;326;
Jussara;2012;982;175;;;17;355;161;;274;
Jussara;2013;1139;198;;;2;444;206;;289;
Jussara;2014;1326;147;;2;11;484;234;;448;
Jussara;2015;1119;104;;4;15;398;259;;339;
Jussara;2016;986;157;;2;4;301;202;;320;
Jussara;2017;1480;224;;1;16;389;301;1;548;
Jussara;2018;1309;178;0;4;6;369;282;1;469;1309
Lagoa Santa;1999;;;;;;;;;;
Lagoa Santa;2000;;;;;;;;;;
Lagoa Santa;2001;;;;;;;;;;
Lagoa Santa;2002;3;;;;;3;;;;
Lagoa Santa;2003;31;;;;;2;28;;1;
Lagoa Santa;2004;26;;;;;2;16;;8;
Lagoa Santa;2005;35;;;;;;23;;12;
Lagoa Santa;2006;37;;;;;3;21;;13;
Lagoa Santa;2007;33;4;;;;6;19;;4;
Lagoa Santa;2008;22;;;;;;18;;4;
Lagoa Santa;2009;27;;;;;5;21;;1;
Lagoa Santa;2010;27;1;;;;2;20;;4;
Lagoa Santa;2011;46;;;;;12;22;;12;
Lagoa Santa;2012;51;1;;;;10;29;;11;
Lagoa Santa;2013;38;5;;;;7;19;;7;
Lagoa Santa;2014;64;;;;2;9;35;;18;
Lagoa Santa;2015;46;;;;;5;19;;22;
Lagoa Santa;2016;48;;;;;4;25;;19;
Lagoa Santa;2017;77;;;;;12;32;;33;
Lagoa Santa;2018;49;0;0;0;0;15;22;0;12;49
Leopoldo de Bulhões;1999;201;50;;2;14;98;26;;9;2
Leopoldo de Bulhões;2000;187;62;;;4;64;8;;49;
Leopoldo de Bulhões;2001;183;47;;;;26;9;;101;
Leopoldo de Bulhões;2002;438;46;;;;35;5;;352;
Leopoldo de Bulhões;2003;226;21;;;4;19;20;;160;2
Leopoldo de Bulhões;2004;192;23;;;;29;13;;127;
Leopoldo de Bulhões;2005;287;35;;;;51;2;;199;
Leopoldo de Bulhões;2006;216;16;;;;31;23;;146;
Leopoldo de Bulhões;2007;248;13;;;;21;8;;206;
Leopoldo de Bulhões;2008;321;24;;;;53;44;;200;
Leopoldo de Bulhões;2009;394;26;;;7;82;31;;248;
Leopoldo de Bulhões;2010;287;54;;;;79;13;;141;
Leopoldo de Bulhões;2011;343;51;;;;30;27;;235;
Leopoldo de Bulhões;2012;453;67;;;;58;7;;321;
Leopoldo de Bulhões;2013;398;53;;;5;44;11;;285;
Leopoldo de Bulhões;2014;393;81;;;;74;9;;229;
Leopoldo de Bulhões;2015;502;79;;;2;75;15;;331;
Leopoldo de Bulhões;2016;458;88;;;;74;29;;267;
Leopoldo de Bulhões;2017;571;71;;;;82;81;;337;
Leopoldo de Bulhões;2018;493;58;0;0;0;85;109;0;241;493
Luziânia;1999;6627;1582;59;14;444;2363;1839;7;317;2
Luziânia;2000;5291;1148;40;13;249;1697;1764;8;360;12
Luziânia;2001;6537;1801;26;5;506;1554;2227;;413;5
Luziânia;2002;6499;1352;21;2;1603;1512;1686;;323;
Luziânia;2003;7060;1858;20;7;964;1870;1636;;705;
Luziânia;2004;7852;2186;33;74;964;1958;2026;;611;
Luziânia;2005;8021;2275;47;86;786;2228;1878;;721;
Luziânia;2006;7670;2072;69;70;637;2239;1976;;607;
Luziânia;2007;8729;2062;53;;1274;2401;1838;;1101;
Luziânia;2008;9819;2652;63;7;917;2704;2032;49;1395;
Luziânia;2009;10739;2780;59;;743;3335;2424;47;1351;
Luziânia;2010;11112;3028;50;1;598;3022;3161;3;1249;
Luziânia;2011;11509;1869;46;4;835;3252;4322;9;1172;
Luziânia;2012;12237;2527;24;2;1098;3817;3562;;1207;
Luziânia;2013;11385;1488;29;11;1315;3886;3469;;1187;
Luziânia;2014;13089;1307;30;30;4195;3595;2701;;1231;
Luziânia;2015;9028;1232;13;15;1304;2943;2493;16;1012;
Luziânia;2016;7234;1210;11;7;885;2385;1827;2;907;
Luziânia;2017;8311;884;13;4;1003;3094;2095;7;1211;
Luziânia;2018;8581;902;11;2;865;2561;2802;0;1438;8581
Mairipotaba;1999;63;13;;2;2;11;31;;;4
Mairipotaba;2000;46;12;;;5;4;1;2;21;1
Mairipotaba;2001;80;4;;;43;7;3;;23;
Mairipotaba;2002;44;12;;;;2;9;;21;
Mairipotaba;2003;67;2;;;38;7;2;;18;
Mairipotaba;2004;70;7;;;31;9;2;;21;
Mairipotaba;2005;27;;;;;10;;;17;
Mairipotaba;2006;40;;;;;4;11;;25;
Mairipotaba;2007;31;;;;;;;;31;
Mairipotaba;2008;38;;;;3;5;2;1;27;
Mairipotaba;2009;37;;;;;1;;;36;
Mairipotaba;2010;37;;;;;6;;;31;
Mairipotaba;2011;56;8;;;;3;1;;44;
Mairipotaba;2012;40;8;;;;6;1;;25;
Mairipotaba;2013;42;2;;;;11;1;;28;
Mairipotaba;2014;59;1;;;;13;4;;41;
Mairipotaba;2015;53;;;;;13;5;;35;
Mairipotaba;2016;58;;;;;12;2;;44;
Mairipotaba;2017;72;2;;;;12;;;58;
Mairipotaba;2018;65;0;0;0;0;9;6;0;50;65
Mambaí;1999;342;2;;92;23;2;142;1;33;47
Mambaí;2000;523;;;;;5;3;1;512;2
Mambaí;2001;4;;;;;;3;;1;
Mambaí;2002;25;2;;;4;2;3;;14;
Mambaí;2003;17;;;;1;13;1;;2;
Mambaí;2004;30;;;;;11;2;;17;
Mambaí;2005;264;15;5;2;142;21;68;;11;
Mambaí;2006;541;22;;339;6;29;125;;20;
Mambaí;2007;280;20;;192;2;17;38;;11;
Mambaí;2008;800;;;754;;14;13;;19;
Mambaí;2009;225;9;;108;3;36;14;;55;
Mambaí;2010;117;2;;1;;56;14;;44;
Mambaí;2011;95;7;;1;;47;13;;27;
Mambaí;2012;69;2;;;5;27;7;;28;
Mambaí;2013;163;2;;;91;42;18;;10;
Mambaí;2014;149;8;;;24;58;22;;37;
Mambaí;2015;171;;;;11;36;47;;77;
Mambaí;2016;189;5;;;;59;37;;88;
Mambaí;2017;230;;;2;;61;53;;114;
Mambaí;2018;363;18;0;0;27;78;84;0;156;363
Mara Rosa;1999;123;3;2;;2;82;17;;17;
Mara Rosa;2000;175;4;;1;4;63;29;;74;
Mara Rosa;2001;197;10;;2;1;31;21;;132;
Mara Rosa;2002;165;9;2;;46;31;17;;60;
Mara Rosa;2003;152;14;;;1;50;39;;48;
Mara Rosa;2004;187;7;12;;4;37;33;;94;
Mara Rosa;2005;231;20;8;1;;36;89;;77;
Mara Rosa;2006;238;16;1;;;43;74;;104;
Mara Rosa;2007;232;29;;;1;20;50;;132;
Mara Rosa;2008;406;36;81;;3;75;37;;174;
Mara Rosa;2009;285;16;;;;65;54;;150;
Mara Rosa;2010;316;33;;;18;74;40;;151;
Mara Rosa;2011;386;34;;;8;74;36;;234;
Mara Rosa;2012;568;47;;;351;56;38;;76;
Mara Rosa;2013;322;73;;;42;74;58;;75;
Mara Rosa;2014;423;114;;;37;88;64;;120;
Mara Rosa;2015;303;63;;;3;90;62;;85;
Mara Rosa;2016;268;40;2;;36;37;86;;67;
Mara Rosa;2017;340;35;8;;63;88;72;;74;
Mara Rosa;2018;628;103;7;0;30;162;150;0;176;628
Marzagão;1999;36;;;;3;19;6;;8;
Marzagão;2000;16;;;;1;;1;;14;
Marzagão;2001;29;;;;13;2;2;;12;
Marzagão;2002;39;;;;;4;14;;21;
Marzagão;2003;18;;;;;2;5;;11;
Marzagão;2004;18;;;;;6;2;;10;
Marzagão;2005;22;;;;;1;;;21;
Marzagão;2006;24;;;;;7;9;;8;
Marzagão;2007;48;28;6;;;2;1;;11;
Marzagão;2008;24;11;;;;5;3;;5;
Marzagão;2009;57;17;2;;;18;6;;14;
Marzagão;2010;35;6;;;;8;9;;12;
Marzagão;2011;38;8;;;;14;7;;9;
Marzagão;2012;44;22;;;;9;3;;10;
Marzagão;2013;146;20;;;88;21;3;;14;
Marzagão;2014;60;17;;;;22;7;;14;
Marzagão;2015;54;13;;;;25;3;;13;
Marzagão;2016;43;9;;;;13;9;;12;
Marzagão;2017;47;9;;;;19;9;;10;
Marzagão;2018;44;3;0;0;0;19;4;0;18;44
Matrinchã;1999;89;17;;1;11;13;17;1;25;4
Matrinchã;2000;64;6;;2;;12;2;;42;
Matrinchã;2001;84;6;;;;8;3;;67;
Matrinchã;2002;65;6;;;;5;2;;52;
Matrinchã;2003;56;1;;;;13;2;;40;
Matrinchã;2004;75;2;;;;21;4;;48;
Matrinchã;2005;92;2;;;;32;5;;53;
Matrinchã;2006;65;1;;;;22;11;;31;
Matrinchã;2007;78;5;;;;38;1;;34;
Matrinchã;2008;89;6;;;;30;1;;52;
Matrinchã;2009;93;7;;;;26;6;;54;
Matrinchã;2010;122;28;;;;33;7;;54;
Matrinchã;2011;152;32;;;;40;4;;76;
Matrinchã;2012;149;32;;;;24;11;;82;
Matrinchã;2013;173;36;;;;39;17;;81;
Matrinchã;2014;156;37;2;;;33;8;;76;
Matrinchã;2015;170;27;2;;;36;5;;100;
Matrinchã;2016;131;29;1;;;14;6;;81;
Matrinchã;2017;151;30;;;;40;16;;65;
Matrinchã;2018;149;13;2;0;0;44;10;0;80;149
Maurilândia;1999;4054;6;;;91;12;23;;3919;3
Maurilândia;2000;4843;;;;80;8;5;;4750;
Maurilândia;2001;6068;;;;;18;32;;6018;
Maurilândia;2002;5257;;;;;10;40;;5207;
Maurilândia;2003;5814;;;;;12;3;;5799;
Maurilândia;2004;1788;;;1;;3;10;;1774;
Maurilândia;2005;2087;;;;;14;14;;2059;
Maurilândia;2006;3635;;;1;;23;77;;3534;
Maurilândia;2007;4304;;;;;37;78;;4189;
Maurilândia;2008;4558;7;;;4;36;108;;4403;
Maurilândia;2009;3286;8;;;7;31;57;;3183;
Maurilândia;2010;2199;19;;;15;32;35;;2098;
Maurilândia;2011;1689;11;;;25;26;52;;1575;
Maurilândia;2012;1150;17;;;7;33;76;;1017;
Maurilândia;2013;853;2;;;15;16;69;;751;
Maurilândia;2014;586;;;;7;18;33;;528;
Maurilândia;2015;235;1;;;10;27;79;;118;
Maurilândia;2016;427;9;;;25;49;99;;245;
Maurilândia;2017;365;5;;;9;75;167;;109;
Maurilândia;2018;337;1;0;0;0;65;137;0;134;337
Mimoso de Goiás;1999;6;;;;1;;2;;3;
Mimoso de Goiás;2000;11;;;;6;;;;5;
Mimoso de Goiás;2001;2;;;;;;;;2;
Mimoso de Goiás;2002;6;;;;;;;;6;
Mimoso de Goiás;2003;54;;;;3;;;;51;
Mimoso de Goiás;2004;60;;;;;4;4;;52;
Mimoso de Goiás;2005;17;;;;;;2;;15;
Mimoso de Goiás;2006;46;;;;;2;12;;32;
Mimoso de Goiás;2007;47;;;;;1;1;;45;
Mimoso de Goiás;2008;264;;;;;5;200;;59;
Mimoso de Goiás;2009;82;;;;;9;1;;72;
Mimoso de Goiás;2010;72;;;;;1;4;;67;
Mimoso de Goiás;2011;71;1;2;;;3;2;;63;
Mimoso de Goiás;2012;57;;1;;;1;3;;52;
Mimoso de Goiás;2013;74;1;;;;5;1;;67;
Mimoso de Goiás;2014;103;;13;;;;3;;87;
Mimoso de Goiás;2015;92;1;5;;;7;4;;75;
Mimoso de Goiás;2016;75;;1;;;1;5;;68;
Mimoso de Goiás;2017;77;;;;;3;4;;70;
Mimoso de Goiás;2018;118;2;2;0;0;15;4;0;95;118
Minaçu;1999;1405;41;51;2;925;160;168;;9;49
Minaçu;2000;556;16;23;14;155;144;192;;12;
Minaçu;2001;1529;10;15;;1063;141;293;;7;
Minaçu;2002;1192;39;107;7;554;165;310;;10;
Minaçu;2003;589;68;86;;111;132;187;;5;
Minaçu;2004;700;116;94;19;92;180;188;;11;
Minaçu;2005;731;100;75;20;117;177;235;;7;
Minaçu;2006;617;125;45;6;32;172;223;;14;
Minaçu;2007;845;122;51;2;92;224;332;;22;
Minaçu;2008;1178;84;88;44;115;225;570;;52;
Minaçu;2009;930;83;86;73;21;238;375;;54;
Minaçu;2010;1079;138;79;49;35;303;425;;50;
Minaçu;2011;1181;165;142;35;43;341;404;;51;
Minaçu;2012;1118;200;156;32;123;288;289;;30;
Minaçu;2013;1387;202;49;36;155;441;461;1;42;
Minaçu;2014;1576;166;44;28;323;478;481;1;55;
Minaçu;2015;1163;117;28;20;282;315;365;;36;
Minaçu;2016;947;86;18;9;163;197;434;;40;
Minaçu;2017;1025;103;20;8;405;203;255;;31;
Minaçu;2018;1379;140;87;9;460;278;375;2;28;1379
Mineiros;1999;1221;152;;5;34;521;416;5;82;6
Mineiros;2000;1344;121;;;36;451;310;;426;
Mineiros;2001;1457;131;;9;53;507;283;;474;
Mineiros;2002;1422;88;;2;49;539;300;6;438;
Mineiros;2003;2353;775;;2;18;656;280;3;619;
Mineiros;2004;3801;1542;5;3;75;954;428;10;784;
Mineiros;2005;3943;1768;8;1;139;867;449;8;703;
Mineiros;2006;3525;1467;7;2;190;681;497;3;678;
Mineiros;2007;6266;3391;6;;100;931;581;3;1254;
Mineiros;2008;11504;6982;37;3;682;1506;838;2;1454;
Mineiros;2009;8786;4107;14;6;253;1494;1554;;1358;
Mineiros;2010;10163;4558;28;79;1444;1554;1164;;1336;
Mineiros;2011;9589;2244;18;200;568;1916;1438;;3205;
Mineiros;2012;11073;3858;11;92;1200;1814;1958;;2140;
Mineiros;2013;9442;3012;20;40;691;1749;2304;;1626;
Mineiros;2014;9018;2767;15;380;494;1936;1926;;1500;
Mineiros;2015;7463;2111;6;67;407;1739;1558;;1575;
Mineiros;2016;6836;1457;5;55;281;1628;1845;;1565;
Mineiros;2017;6873;1918;;71;280;1622;1454;;1528;
Mineiros;2018;6346;1288;0;24;202;1553;1974;1;1304;6346
Moiporá;1999;28;11;;;4;3;7;;1;2
Moiporá;2000;19;7;;;2;2;;;8;
Moiporá;2001;40;;;;;4;1;;35;
Moiporá;2002;22;;;;;1;2;;19;
Moiporá;2003;24;4;;;;;1;;19;
Moiporá;2004;13;3;;;;1;1;;8;
Moiporá;2005;24;6;;;;2;;;16;
Moiporá;2006;24;8;;;;4;1;;11;
Moiporá;2007;17;1;;;;2;1;;13;
Moiporá;2008;24;;;;;3;;;21;
Moiporá;2009;20;;;;;1;;;19;
Moiporá;2010;32;;;;;4;;;28;
Moiporá;2011;31;2;1;;;;2;;26;
Moiporá;2012;25;;5;;;2;2;;16;
Moiporá;2013;32;;3;;;7;1;;21;
Moiporá;2014;29;5;1;;;6;;;17;
Moiporá;2015;38;6;;;;4;;;28;
Moiporá;2016;32;8;;;;1;;;23;
Moiporá;2017;43;9;;;;3;1;;30;
Moiporá;2018;43;17;0;0;0;4;0;0;22;43
Monte Alegre de Goiás;1999;22;;;;5;6;11;;;
Monte Alegre de Goiás;2000;22;;;;5;3;4;;10;
Monte Alegre de Goiás;2001;45;;11;;3;4;;;27;
Monte Alegre de Goiás;2002;10;;;;;1;;;9;
Monte Alegre de Goiás;2003;4;;;;;1;;;3;
Monte Alegre de Goiás;2004;6;;;;;;;;6;
Monte Alegre de Goiás;2005;12;;;;;;;;12;
Monte Alegre de Goiás;2006;29;;;;;6;2;;21;
Monte Alegre de Goiás;2007;37;;;;;10;2;;25;
Monte Alegre de Goiás;2008;38;;2;;;5;;;31;
Monte Alegre de Goiás;2009;41;;3;;;8;9;;21;
Monte Alegre de Goiás;2010;34;1;2;;;14;;;17;
Monte Alegre de Goiás;2011;89;;1;;;24;8;;56;
Monte Alegre de Goiás;2012;47;;7;;;13;2;;25;
Monte Alegre de Goiás;2013;52;;4;;;12;3;;33;
Monte Alegre de Goiás;2014;92;12;3;;;20;3;;54;
Monte Alegre de Goiás;2015;89;11;3;;;15;4;;56;
Monte Alegre de Goiás;2016;61;;1;;;15;1;;44;
Monte Alegre de Goiás;2017;76;;;;;27;6;;43;
Monte Alegre de Goiás;2018;113;0;2;0;0;42;2;0;67;113
Montes Claros de Goiás;1999;156;28;;;26;36;14;1;33;18
Montes Claros de Goiás;2000;154;19;;;3;29;10;;92;1
Montes Claros de Goiás;2001;129;5;;1;;21;10;;92;
Montes Claros de Goiás;2002;123;;;;5;32;7;;79;
Montes Claros de Goiás;2003;116;;;;;17;7;;92;
Montes Claros de Goiás;2004;166;;;;;29;24;;113;
Montes Claros de Goiás;2005;200;;;;;25;14;;161;
Montes Claros de Goiás;2006;197;3;;;;35;31;;128;
Montes Claros de Goiás;2007;263;4;;;;50;33;;176;
Montes Claros de Goiás;2008;313;9;3;;;80;42;;179;
Montes Claros de Goiás;2009;388;4;;;10;73;72;;229;
Montes Claros de Goiás;2010;379;1;3;;7;89;47;;232;
Montes Claros de Goiás;2011;545;4;;;12;109;70;;350;
Montes Claros de Goiás;2012;739;343;;;3;104;46;;243;
Montes Claros de Goiás;2013;760;297;;2;8;113;72;;268;
Montes Claros de Goiás;2014;878;386;;2;13;148;92;;237;
Montes Claros de Goiás;2015;907;242;;1;126;130;85;;323;
Montes Claros de Goiás;2016;853;439;;;3;91;102;;218;
Montes Claros de Goiás;2017;739;260;;;17;123;98;;241;
Montes Claros de Goiás;2018;838;292;0;0;10;133;93;0;310;838
Montividiu;1999;300;46;17;2;17;76;88;;52;2
Montividiu;2000;381;56;32;;1;33;80;;178;1
Montividiu;2001;381;20;21;;;48;93;;198;1
Montividiu;2002;390;28;17;;2;46;100;;197;
Montividiu;2003;576;43;20;;51;108;137;;217;
Montividiu;2004;737;73;20;;25;72;175;;372;
Montividiu;2005;723;71;15;;10;98;187;;342;
Montividiu;2006;797;50;23;;4;146;220;;354;
Montividiu;2007;1206;441;30;;30;187;121;;397;
Montividiu;2008;1458;599;23;;46;123;167;;500;
Montividiu;2009;1447;542;2;;121;75;226;;481;
Montividiu;2010;1445;515;21;;176;94;172;;467;
Montividiu;2011;1455;632;8;;47;84;198;;486;
Montividiu;2012;1450;609;14;;11;129;277;;410;
Montividiu;2013;1739;667;32;;182;214;221;;423;
Montividiu;2014;1269;194;1;;118;220;268;;468;
Montividiu;2015;1200;132;18;;93;191;225;;541;
Montividiu;2016;969;59;17;;51;147;208;1;486;
Montividiu;2017;1067;66;21;;66;177;220;;517;
Montividiu;2018;1092;105;26;0;25;172;221;0;543;1092
Montividiu do Norte;1999;22;;;;2;4;7;;5;4
Montividiu do Norte;2000;8;1;;;;;;;7;
Montividiu do Norte;2001;19;;;;;1;1;;17;
Montividiu do Norte;2002;25;;;;;;2;;23;
Montividiu do Norte;2003;27;;;;;4;1;;22;
Montividiu do Norte;2004;8;;;;;2;1;;5;
Montividiu do Norte;2005;13;;;;;;1;;12;
Montividiu do Norte;2006;13;;;;;3;2;;8;
Montividiu do Norte;2007;47;;;;21;2;;;24;
Montividiu do Norte;2008;40;;;;10;10;1;;19;
Montividiu do Norte;2009;31;1;;;;9;3;;18;
Montividiu do Norte;2010;47;1;11;;;6;2;;27;
Montividiu do Norte;2011;44;3;6;;;5;3;;27;
Montividiu do Norte;2012;32;;;;5;5;1;;21;
Montividiu do Norte;2013;40;;5;;;5;1;;29;
Montividiu do Norte;2014;49;;3;;;11;;;35;
Montividiu do Norte;2015;57;1;4;;;6;2;;44;
Montividiu do Norte;2016;52;;17;;;9;3;;23;
Montividiu do Norte;2017;45;;6;;;7;;;32;
Montividiu do Norte;2018;63;12;3;0;0;11;3;0;34;63
Morrinhos;1999;1899;554;;12;207;554;345;4;189;34
Morrinhos;2000;1548;366;;3;141;360;242;11;418;7
Morrinhos;2001;1789;488;;2;96;406;330;11;455;1
Morrinhos;2002;2307;372;1;3;904;415;279;;333;
Morrinhos;2003;1843;500;1;3;75;474;372;;418;
Morrinhos;2004;2250;990;1;11;32;493;266;1;456;
Morrinhos;2005;2306;991;3;11;31;546;285;;439;
Morrinhos;2006;2663;820;;6;602;553;501;;181;
Morrinhos;2007;2960;1098;1;;452;606;320;38;445;
Morrinhos;2008;4144;1982;;;516;678;383;;585;
Morrinhos;2009;3650;1710;2;;186;822;348;;582;
Morrinhos;2010;5331;2558;2;;116;1024;484;2;1145;
Morrinhos;2011;6173;2221;3;;115;1155;493;;2186;
Morrinhos;2012;7077;2795;1;3;107;976;608;;2587;
Morrinhos;2013;7572;2614;1;84;217;1121;617;;2918;
Morrinhos;2014;6173;2474;;1;279;1087;704;;1628;
Morrinhos;2015;5442;1707;;;166;959;534;;2076;
Morrinhos;2016;5569;1420;;1;96;766;554;2;2730;
Morrinhos;2017;5596;1127;;;244;787;524;;2914;
Morrinhos;2018;6037;1187;0;2;140;871;530;2;3305;6037
Morro Agudo de Goiás;1999;9;;;;1;4;4;;;
Morro Agudo de Goiás;2000;21;;;;;21;;;;
Morro Agudo de Goiás;2001;27;3;;;8;13;1;;2;
Morro Agudo de Goiás;2002;8;2;;;;4;1;;1;
Morro Agudo de Goiás;2003;7;;;;1;3;;;3;
Morro Agudo de Goiás;2004;8;;;;;4;1;;3;
Morro Agudo de Goiás;2005;1;;;;;;;;1;
Morro Agudo de Goiás;2006;7;;;;;1;2;;4;
Morro Agudo de Goiás;2007;4;;;;;2;1;;1;
Morro Agudo de Goiás;2008;9;;;;;3;1;;5;
Morro Agudo de Goiás;2009;4;;;;;1;1;;2;
Morro Agudo de Goiás;2010;12;;;;;6;1;;5;
Morro Agudo de Goiás;2011;18;;;;;7;5;;6;
Morro Agudo de Goiás;2012;16;;1;;;5;7;;3;
Morro Agudo de Goiás;2013;17;;;;;6;4;;7;
Morro Agudo de Goiás;2014;29;2;;;;9;4;;14;
Morro Agudo de Goiás;2015;13;;;;;5;1;;7;
Morro Agudo de Goiás;2016;13;1;;;;4;2;;6;
Morro Agudo de Goiás;2017;30;21;;;;2;2;;5;
Morro Agudo de Goiás;2018;296;36;0;0;202;31;18;0;9;296
Mossâmedes;1999;39;3;;;6;13;10;;7;
Mossâmedes;2000;87;2;;;58;7;1;;16;3
Mossâmedes;2001;39;2;;;7;4;2;;24;
Mossâmedes;2002;43;1;;;;5;5;;32;
Mossâmedes;2003;42;;;;;8;4;;30;
Mossâmedes;2004;48;;;;;6;6;;36;
Mossâmedes;2005;52;;3;;;2;1;;46;
Mossâmedes;2006;51;3;2;;;4;4;;38;
Mossâmedes;2007;63;;6;;;7;2;;48;
Mossâmedes;2008;65;20;5;;;6;;;34;
Mossâmedes;2009;72;3;5;;;18;2;;44;
Mossâmedes;2010;166;88;10;;1;15;8;;44;
Mossâmedes;2011;397;116;5;;195;19;13;;49;
Mossâmedes;2012;233;130;11;;;18;7;;67;
Mossâmedes;2013;234;135;12;;;22;8;;57;
Mossâmedes;2014;265;144;7;;;26;21;;67;
Mossâmedes;2015;265;161;;;10;18;12;;64;
Mossâmedes;2016;276;165;3;;5;25;7;;71;
Mossâmedes;2017;269;170;4;;;35;13;;47;
Mossâmedes;2018;196;90;0;0;0;30;7;0;69;196
Mozarlândia;1999;72;2;;;20;21;19;;8;2
Mozarlândia;2000;897;488;;;340;21;18;;30;
Mozarlândia;2001;907;736;;;7;82;8;;74;
Mozarlândia;2002;559;469;;;;19;24;;47;
Mozarlândia;2003;759;640;;;;16;24;;79;
Mozarlândia;2004;1650;1495;;;;57;20;;78;
Mozarlândia;2005;1002;799;;;1;68;32;;102;
Mozarlândia;2006;1572;1408;;1;2;54;29;;78;
Mozarlândia;2007;735;555;;;2;68;41;;69;
Mozarlândia;2008;901;667;;;7;91;33;;103;
Mozarlândia;2009;790;459;;1;22;118;40;;150;
Mozarlândia;2010;516;151;;;;182;65;;118;
Mozarlândia;2011;951;564;;;22;160;34;;171;
Mozarlândia;2012;1189;799;;;59;161;44;;126;
Mozarlândia;2013;1160;777;;5;3;193;40;;142;
Mozarlândia;2014;989;542;;;43;183;47;;174;
Mozarlândia;2015;933;519;;;9;195;47;;163;
Mozarlândia;2016;880;542;;;65;145;21;;107;
Mozarlândia;2017;888;561;;;24;144;19;;140;
Mozarlândia;2018;952;592;0;0;2;189;32;0;137;952
