Localidade;Ano;Cursos Presenciais Federal;na Educação de Jovens a Adultos Estadual;Educação de Jovens a Adultos Federal;Cursos Presenciais Estadual;Educação de Jovens a Adultos Municipal;Cursos Presenciais Municipal;Cursos Presenciais Particular;Educação de Jovens a Adultos Particular;Cursos Presenciais Comunitária/Confessional/Filantrópica;Educação profissional Estadual;Educação profissional Federal;Educação profissional Municipal;Educação profissional Particular;Ensino Médio Estadual;Ensino Médio Federal;Ensino Médio Municipal;Ensino Médio Particular
Santo Antônio do Descoberto;2004;;;;318;1586;;;;;;;;;3211;;;79
Santo Antônio do Descoberto;2005;;;;176;1662;;;;;;;;;2981;;;61
Santo Antônio do Descoberto;2006;;98;;46;1718;;43;32;;;;;;3420;;;66
Santo Antônio do Descoberto;2007;;190;;152;1223;;197;;;;;;;1885;;;58
Santo Antônio do Descoberto;2008;;365;;173;1103;;405;;;;;;;2397;;;57
Santo Antônio do Descoberto;2009;;473;;114;1172;;133;;;;;;;2240;;;66
Santo Antônio do Descoberto;2010;;431; ;;1376;;781; ;; ; ; ; ;2404; ; ;53
Santo Antônio do Descoberto;2011;;468;;;829;;604;;;;;;;2298;;;55
Santo Antônio do Descoberto;2012;;284;;;805;;309;;;;;;;2415;;;63
Santo Antônio do Descoberto;2013;;166;;;1036;;181;;;;;;;2350;;;96
Santo Antônio do Descoberto;2014;;242;;;1029;;;;;;;;;2456;;;109
Santo Antônio do Descoberto;2015;;314;;;1051;;;;;;;;;2199;;;102
Santo Antônio do Descoberto;2016;;325;;;1032;;;;;;;;;2182;;;116
Santo Antônio do Descoberto;2017;;559;;;1027;;;;;;;;;1974;;;124
Santo Antônio do Descoberto;2018;;657;0;;970;;;0;;0;0;0;0;2142;0;0;135
São Domingos;2002;;108;;;30;;;;;;;;;415;;;
São Domingos;2003;;256;;;66;;;;;;;;;381;;;
São Domingos;2004;;225;;;80;;;;;;;;;375;;;
São Domingos;2005;;215;;;126;;;;;;;;;390;;;
São Domingos;2006;;155;;;123;;;;;;;;;388;;;
São Domingos;2007;;102;;;62;;;;;;;;;291;;;
São Domingos;2008;;76;;;95;;;;;;;;;269;;;
São Domingos;2009;;59;;;91;;;;;;;;;269;;;
São Domingos;2010;;26; ;;14;;; ;; ; ; ; ;294; ; ; 
São Domingos;2011;;14;;;15;;;;;;;;;298;;;
São Domingos;2012;;32;;;;;;;;;;;;322;;;
São Domingos;2013;;37;;;;;;;;;;;;342;;;
São Domingos;2014;;34;;;;;;;;;;;;352;;;
São Domingos;2015;;37;;;;;;;;;;;;372;;;
São Domingos;2016;;17;;;;;;;;;;;;397;;;
São Domingos;2017;;75;;;23;;;;;;;;;361;;;
São Domingos;2018;;101;0;;23;;;0;;0;0;0;0;362;0;0;0
São Francisco de Goiás;2002;;58;;;;;;;;;;;;287;;;
São Francisco de Goiás;2003;;98;;;;;;;;;;;;292;;;
São Francisco de Goiás;2004;;183;;;;;;;;;;;;308;;;
São Francisco de Goiás;2005;;141;;;;;;;;;;;;327;;;
São Francisco de Goiás;2006;;105;;;;;;;;;;;;268;;;
São Francisco de Goiás;2007;;59;;;;;;;;;;;;259;;;
São Francisco de Goiás;2008;;57;;;;;;;;;;;;272;;;
São Francisco de Goiás;2009;;18;;;;;;;;;;;;262;;;
São Francisco de Goiás;2010;; ; ;; ;;; ;; ; ; ; ;275; ; ; 
São Francisco de Goiás;2011;;;;;;;;;;;;;;260;;;
São Francisco de Goiás;2012;;;;;;;;;;;;;;262;;;
São Francisco de Goiás;2013;;;;;;;;;;;;;;266;;;
São Francisco de Goiás;2014;;;;;;;;;;;;;;283;;;
São Francisco de Goiás;2015;;;;;;;;;;;;;;293;;;
São Francisco de Goiás;2016;;;;;;;;;;;;;;272;;;
São Francisco de Goiás;2017;;16;;;;;;;;;;;;214;;;
São Francisco de Goiás;2018;;19;0;;0;;;0;;0;0;0;0;220;0;0;0
São João d'Aliança;2002;;;;;;;;;;;;;;346;;;
São João d'Aliança;2003;;;;;;;;;;;;;;389;;;
São João d'Aliança;2004;;82;;;;;;;;;;;;470;;;
São João d'Aliança;2005;;133;;;;;;;;;;;;400;;;
São João d'Aliança;2006;;126;;;;;;;;;;;;445;;;8
São João d'Aliança;2007;;226;;;42;;;;;;;;;409;;;8
São João d'Aliança;2008;;192;;;35;;;;;;;;;418;;;10
São João d'Aliança;2009;;104;;;;;;;;;;;;394;;;11
São João d'Aliança;2010;;146; ;; ;;; ;; ; ; ; ;414; ; ; 
São João d'Aliança;2011;;69;;;;;;;;;;;;434;;;
São João d'Aliança;2012;;59;;;;;;;;;;;;437;;;6
São João d'Aliança;2013;;78;;;27;;;;;;;;;430;;;
São João d'Aliança;2014;;96;;;42;;;;;;;;;428;;;
São João d'Aliança;2015;;82;;;31;;;;;;;;;446;;;
São João d'Aliança;2016;;82;;;42;;;;;;;;;474;;;
São João d'Aliança;2017;;146;;;23;;;;;;;;;418;;;
São João d'Aliança;2018;;156;0;;19;;;0;;0;0;0;0;410;0;0;0
São João da Paraúna;2002;;;;;;;;;;;;;;113;;;
São João da Paraúna;2003;;;;;;;;;;;;;;99;;;
São João da Paraúna;2004;;;;;;;;;;;;;;72;;;
São João da Paraúna;2005;;;;;;;;;;;;;;75;;;
São João da Paraúna;2006;;;;;;;;;;;;;;81;;;
São João da Paraúna;2007;;;;;;;;;;;;;;67;;;
São João da Paraúna;2008;;;;;;;;;;;;;;70;;;
São João da Paraúna;2009;;;;;;;;;;;;;;88;;;
São João da Paraúna;2010;; ; ;; ;;; ;; ; ; ; ;79; ; ; 
São João da Paraúna;2011;;;;;;;;;;;;;;92;;;
São João da Paraúna;2012;;;;;;;;;;;;;;75;;;
São João da Paraúna;2013;;;;;;;;;;;;;;72;;;
São João da Paraúna;2014;;;;;;;;;;;;;;54;;;
São João da Paraúna;2015;;;;;;;;;;;;;;56;;;
São João da Paraúna;2016;;;;;;;;;;;;;;63;;;
São João da Paraúna;2017;;;;;;;;;;;;;;59;;;
São João da Paraúna;2018;;0;0;;0;;;0;;0;0;0;0;56;0;0;0
São Luis de Montes Belos;2002;;16;;653;108;;;;;;;;;1464;;;295
São Luis de Montes Belos;2003;;86;;763;227;;193;;;;;;;1460;;;295
São Luis de Montes Belos;2004;;147;;781;175;;653;;;;;;;1675;;;287
São Luis de Montes Belos;2005;;206;;744;94;;998;;;;;;;1556;;;220
São Luis de Montes Belos;2006;;255;;865;124;;1448;;;;;;;1482;;;306
São Luis de Montes Belos;2007;;271;;798;91;;2083;;;149;;;;1180;;;243
São Luis de Montes Belos;2008;;342;;792;62;;2670;;;136;;;;1382;;;294
São Luis de Montes Belos;2009;;333;;692;80;;2948;;;;;;110;1203;;;323
São Luis de Montes Belos;2010;;344; ;683;52;;2892; ;; ; ; ;251;1238; ; ;262
São Luis de Montes Belos;2011;;277;;649;60;;2974;;;;;;289;1178;;;270
São Luis de Montes Belos;2012;;242;;599;64;;2940;;;;;;;1098;;;287
São Luis de Montes Belos;2013;;263;;545;43;;2714;;;;;;299;1010;;;260
São Luis de Montes Belos;2014;;281;;;55;;;;;;;;296;1002;;;224
São Luis de Montes Belos;2015;;316;;;52;;;;;8;;;199;960;;;212
São Luis de Montes Belos;2016;;298;;;44;;;;;5;;;218;1011;;;194
São Luis de Montes Belos;2017;;309;;;68;;;;;;;;97;898;;;177
São Luis de Montes Belos;2018;;318;0;;43;;;0;;0;0;0;69;842;0;0;198
São Luiz do Norte;2002;;137;;;43;;;;;;;;;240;;;
São Luiz do Norte;2003;;80;;;50;;;;;;;;;210;;;
São Luiz do Norte;2004;;118;;;30;;;;;;;;;216;;;
São Luiz do Norte;2005;;131;;;30;;;;;;;;;208;;;
São Luiz do Norte;2006;;105;;;27;;;;;;;;;204;;;
São Luiz do Norte;2007;;72;;;24;;;;;;;;;194;;;
São Luiz do Norte;2008;;39;;;19;;;;;;;;;177;;;
São Luiz do Norte;2009;;39;;;32;;;;;;;;;171;;;
São Luiz do Norte;2010;;45; ;;39;;; ;; ; ; ; ;184; ; ; 
São Luiz do Norte;2011;;52;;;25;;;;;;;;;170;;;
São Luiz do Norte;2012;;32;;;18;;;;;;;;;140;;;
São Luiz do Norte;2013;;23;;;18;;;;;;;;;147;;;
São Luiz do Norte;2014;;31;;;37;;;;;;;;;143;;;
São Luiz do Norte;2015;;52;;;16;;;;;;;;;176;;;
São Luiz do Norte;2016;;35;;;14;;;;;;;;;160;;;
São Luiz do Norte;2017;;68;;;;;;;;;;;;140;;;
São Luiz do Norte;2018;;57;0;;0;;;0;;0;0;0;0;152;0;0;0
São Miguel do Araguaia;2002;;311;;497;140;;;88;;;;;;1174;;;29
São Miguel do Araguaia;2003;;591;;599;175;;;106;;;;;;1055;;;59
São Miguel do Araguaia;2004;;572;;466;128;;;153;;;;;;1036;;;82
São Miguel do Araguaia;2005;;423;;455;67;;;106;;;;;;1062;;;76
São Miguel do Araguaia;2006;;387;;313;92;;;63;;;;;;1076;;;54
São Miguel do Araguaia;2007;;294;;451;111;;;;;;;;;1017;;;24
São Miguel do Araguaia;2008;;226;;462;128;;;4;;;;;;1040;;;32
São Miguel do Araguaia;2009;;192;;428;80;;;;;;;;;1022;;;47
São Miguel do Araguaia;2010;;227; ;363;82;;; ;; ; ; ; ;948; ; ;49
São Miguel do Araguaia;2011;;236;;337;48;;;;;;;;;1055;;;18
São Miguel do Araguaia;2012;;195;;302;60;;;;;;;;;942;;;47
São Miguel do Araguaia;2013;;185;;286;84;;;;;;;;55;899;;;35
São Miguel do Araguaia;2014;;163;;;41;;;;;;;;117;823;;;45
São Miguel do Araguaia;2015;;121;;;43;;;;;;;;42;779;;;43
São Miguel do Araguaia;2016;;141;;;24;;;;;;;;;735;;;36
São Miguel do Araguaia;2017;;182;;;40;;;;;;;;;751;;;21
São Miguel do Araguaia;2018;;196;0;;50;;;0;;0;0;0;0;855;0;0;0
São Miguel do Passa Quatro;2002;;;;;110;;;;;;;;;235;;;
São Miguel do Passa Quatro;2003;;;;;65;;;;;;;;;239;;;
São Miguel do Passa Quatro;2004;;;;;23;;;;;;;;;233;;;
São Miguel do Passa Quatro;2005;;;;;41;;;;;;;;;187;;;
São Miguel do Passa Quatro;2006;;;;;6;;;;;;;;;205;;19;
São Miguel do Passa Quatro;2007;;;;;;;;;;;;;;189;;;
São Miguel do Passa Quatro;2008;;;;;;;;;;;;;;206;;;
São Miguel do Passa Quatro;2009;;;;;;;;;;;;;;202;;;
São Miguel do Passa Quatro;2010;; ; ;; ;;; ;; ; ; ; ;206; ; ; 
São Miguel do Passa Quatro;2011;;;;;;;;;;;;;;142;;;
São Miguel do Passa Quatro;2012;;;;;;;;;;;;;;129;;;
São Miguel do Passa Quatro;2013;;;;;;;;;;;;;;130;;;
São Miguel do Passa Quatro;2014;;;;;;;;;;;;;;134;;;
São Miguel do Passa Quatro;2015;;;;;;;;;;;;;;129;;;
São Miguel do Passa Quatro;2016;;;;;;;;;;;;;;143;;;
São Miguel do Passa Quatro;2017;;16;;;;;;;;;;;;123;;;
São Miguel do Passa Quatro;2018;;20;0;;0;;;0;;0;0;0;0;118;0;0;0
São Patrício;2002;;50;;;14;;;;;;;;;111;;;
São Patrício;2003;;57;;;12;;;;;;;;;127;;;
São Patrício;2004;;65;;;;;;;;;;;;140;;;
São Patrício;2005;;95;;;;;;;;;;;;134;;;
São Patrício;2006;;32;;;12;;;;;;;;;120;;;
São Patrício;2007;;23;;;7;;;;;;;;;98;;;
São Patrício;2008;;13;;;;;;;;;;;;92;;;
São Patrício;2009;;17;;;;;;;;;;;;118;;;
São Patrício;2010;;17; ;; ;;; ;; ; ; ; ;124; ; ; 
São Patrício;2011;;12;;;;;;;;;;;;120;;;
São Patrício;2012;;;;;;;;;;;;;;89;;;
São Patrício;2013;;;;;;;;;;;;;;96;;;
São Patrício;2014;;;;;;;;;;;;;;70;;;
São Patrício;2015;;;;;;;;;;;;;;84;;;
São Patrício;2016;;;;;;;;;;;;;;79;;;
São Patrício;2017;;32;;;;;;;;;;;;51;;;
São Patrício;2018;;35;0;;0;;;0;;0;0;0;0;52;0;0;0
São Simão;2002;;715;;;228;;;;;;;;;375;;102;17
São Simão;2003;;569;;;118;;;;;;;;;421;;163;
São Simão;2004;;486;;;73;;;;;;;;;433;;150;
São Simão;2005;;534;;;;;;;;;;;;405;;140;
São Simão;2006;;439;;;;;;;;;;;;460;;133;
São Simão;2007;;382;;;;;;;;;;;;331;;165;7
São Simão;2008;;221;;;43;;;;;;;;;378;;207;15
São Simão;2009;;224;;;;;;;;;;;;360;;177;28
São Simão;2010;;208; ;; ;;; ;; ; ; ; ;409; ;163;31
São Simão;2011;;181;;;31;;;;;;;;;365;;183;20
São Simão;2012;;215;;;48;;;;;;;;;449;;206;23
São Simão;2013;;162;;;25;;;;;;;;;433;;210;20
São Simão;2014;;243;;;38;;;;;;;;;460;;245;9
São Simão;2015;;187;;;45;;;;;;;;;372;;233;13
São Simão;2016;;231;;;64;;;;;;;;;218;;269;
São Simão;2017;;258;;;82;;;;;;;;;255;;241;
São Simão;2018;;294;0;;64;;;0;;0;0;0;0;214;0;264;0
Senador Canedo;2002;;;;;162;;;;;;;;;2010;;;
Senador Canedo;2003;;257;;;674;;;;;;;;;2324;;;
Senador Canedo;2004;;369;;;1204;;;;;;;;;2615;;;
Senador Canedo;2005;;590;;;3159;;;;;;;;;3211;;;
Senador Canedo;2006;;1575;;;1742;;;;;;;;;3634;;;
Senador Canedo;2007;;986;;163;1091;;;;;;;;;3530;;;
Senador Canedo;2008;;725;;23;1031;;;;;;;;;3664;;;9
Senador Canedo;2009;;591;;22;887;;;48;;;;;;3428;;;96
Senador Canedo;2010;;609; ;26;795;;;63;; ; ; ; ;3277; ; ;102
Senador Canedo;2011;;670;;20;768;;;47;;;;;;3170;;;124
Senador Canedo;2012;;494;;56;1109;;;39;;;;;;3074;;;150
Senador Canedo;2013;;448;;89;1022;;;;;;;;37;3425;;;154
Senador Canedo;2014;;551;;;942;;;;;;;;;3748;;;179
Senador Canedo;2015;;584;60;;909;;;;;;181;;;3762;61;;320
Senador Canedo;2016;;537;48;;845;;;;;;204;;;3782;98;;139
Senador Canedo;2017;;837;65;;1077;;;;;;272;;80;3423;146;;85
Senador Canedo;2018;;965;73;;1335;;;0;;0;259;0;59;3727;175;0;55
Serranópolis;2002;;32;;;53;;;;;;;;;177;;;
Serranópolis;2003;;71;;;100;;;;;;;;;190;;;
Serranópolis;2004;;63;;;132;;;;;;;;;213;;;
Serranópolis;2005;;26;;;87;;;;;;;;;249;;;
Serranópolis;2006;;;;;18;;;;;;;;;255;;13;
Serranópolis;2007;;;;;;;;;;;;;;269;;11;
Serranópolis;2008;;;;;;;;;;;;;;271;;;
Serranópolis;2009;;20;;;;;;;;;;;;285;;;
Serranópolis;2010;;13; ;; ;;; ;; ; ; ; ;260; ; ; 
Serranópolis;2011;;21;;;;;;;;;;;;216;;;
Serranópolis;2012;;15;;;;;;;;;;;;229;;;
Serranópolis;2013;;4;;;;;;;;;;;;218;;;
Serranópolis;2014;;;;;;;;;;;;;;224;;;
Serranópolis;2015;;;;;;;;;;;;;;252;;;
Serranópolis;2016;;;;;;;;;;;;;;231;;;
Serranópolis;2017;;21;;;;;;;;;;;;198;;;
Serranópolis;2018;;30;0;;0;;;0;;0;0;0;0;252;0;0;0
Silvânia;2002;;274;;209;;;;;;;;;;812;;;
Silvânia;2003;;444;;350;26;;;;;;;;;608;;;298
Silvânia;2004;;470;;429;36;;;;;;;;;588;;;318
Silvânia;2005;;315;;311;12;;;;;;;;;482;;;319
Silvânia;2006;;271;;369;20;;;;;;;;;439;;;292
Silvânia;2007;;194;;409;10;;;;;;;;;405;;;320
Silvânia;2008;;235;;388;27;;;;;;;;;383;;;365
Silvânia;2009;;189;;331;;;;;;;;;;380;;;374
Silvânia;2010;;190; ;298;41;;; ;; ; ; ;44;403; ; ;368
Silvânia;2011;;147;;309;41;;;;;;;;43;407;;;342
Silvânia;2012;;120;;262;34;;;;;;;;;367;;;374
Silvânia;2013;;99;;213;23;;;;;;;;51;416;;;421
Silvânia;2014;;123;;;25;;;;;;;;47;389;;;414
Silvânia;2015;;115;;;9;;;;;;;;;388;;;360
Silvânia;2016;;92;;;11;;;;;;;;;409;;;385
Silvânia;2017;;90;;;7;;;;;;;;;384;;;386
Silvânia;2018;;99;0;;8;;;0;;26;0;0;0;350;0;0;375
Simolândia;2002;;139;;;122;;;;;;;;;293;;;
Simolândia;2003;;289;;;56;;;;;;;;;283;;;
Simolândia;2004;;398;;;66;;;;;;;;;286;;;
Simolândia;2005;;308;;;47;;;;;;;;;341;;;
Simolândia;2006;;257;;;37;;;;;;;;;416;;;
Simolândia;2007;;128;;;30;;;;;;;;;358;;;
Simolândia;2008;;57;;;24;;;;;;;;;365;;;
Simolândia;2009;;;;;;;;;;;;;;331;;;
Simolândia;2010;; ; ;;14;;; ;; ; ; ; ;294; ; ; 
Simolândia;2011;;12;;;37;;;;;;;;;275;;;
Simolândia;2012;;25;;;;;;;;;;;;279;;;
Simolândia;2013;;18;;;;;;;;;;;;322;;;
Simolândia;2014;;22;;;;;;;;;;;;330;;;
Simolândia;2015;;36;;;;;;;;;;;;274;;;
Simolândia;2016;;33;;;;;;;;;;;;245;;;
Simolândia;2017;;60;;;;;;;;;;;;209;;;
Simolândia;2018;;83;0;;0;;;0;;0;0;0;0;276;0;0;0
Sítio d'Abadia;2002;;62;;;;;;;;;;;;91;;;
Sítio d'Abadia;2003;;63;;;;;;;;;;;;128;;;
Sítio d'Abadia;2004;;62;;;;;;;;;;;;133;;;
Sítio d'Abadia;2005;;;;;;;;;;;;;;115;;;
Sítio d'Abadia;2006;;46;;;;;;;;;;;;144;;;
Sítio d'Abadia;2007;;9;;;;;;;;;;;;88;;;
Sítio d'Abadia;2008;;10;;;;;;;;;;;;109;;;
Sítio d'Abadia;2009;;;;;;;;;;;;;;120;;;
Sítio d'Abadia;2010;; ; ;; ;;; ;; ; ; ; ;112; ; ; 
Sítio d'Abadia;2011;;;;;;;;;;;;;;138;;;
Sítio d'Abadia;2012;;;;;;;;;;;;;;124;;;
Sítio d'Abadia;2013;;;;;;;;;;;;;;88;;;
Sítio d'Abadia;2014;;;;;;;;;;;;;;88;;;
Sítio d'Abadia;2015;;;;;;;;;;;;;;124;;;
Sítio d'Abadia;2016;;;;;;;;;;;;;;110;;;
Sítio d'Abadia;2017;;24;;;;;;;;;;;;82;;;
Sítio d'Abadia;2018;;22;0;;0;;;0;;0;0;0;0;91;0;0;0
Taquaral de Goiás;2002;;24;;;321;;;;;;;;;153;;;
Taquaral de Goiás;2003;;48;;;168;;;;;;;;;173;;;
Taquaral de Goiás;2004;;;;;104;;;;;;;;;175;;;
Taquaral de Goiás;2005;;;;;120;;;;;;;;;186;;;
Taquaral de Goiás;2006;;;;;115;;;;;;;;;179;;;
Taquaral de Goiás;2007;;;;;21;;;;;;;;;157;;;
Taquaral de Goiás;2008;;;;;59;;;;;;;;;149;;;
Taquaral de Goiás;2009;;;;;55;;;;;;;;;164;;;
Taquaral de Goiás;2010;; ; ;;50;;; ;; ; ; ; ;175; ; ; 
Taquaral de Goiás;2011;;;;;34;;;;;;;;;181;;;
Taquaral de Goiás;2012;;;;;;;;;;;;;;148;;;
Taquaral de Goiás;2013;;;;;;;;;;;;;;138;;;
Taquaral de Goiás;2014;;;;;;;;;;;;;;146;;;
Taquaral de Goiás;2015;;;;;;;;;;;;;;142;;;
Taquaral de Goiás;2016;;;;;;;;;;;;;;126;;;
Taquaral de Goiás;2017;;9;;;;;;;;;;;;108;;;
Taquaral de Goiás;2018;;14;0;;0;;;0;;0;0;0;0;112;0;0;0
Teresina de Goiás;2002;;;;;;;;;;;;;;105;;;
Teresina de Goiás;2003;;;;;39;;;;;;;;;124;;;
Teresina de Goiás;2004;;;;;40;;;;;;;;;145;;;
Teresina de Goiás;2005;;;;;58;;;;;;;;;192;;;
Teresina de Goiás;2006;;;;;78;;;;;;;;;181;;;
Teresina de Goiás;2007;;;;;85;;;;;;;;;195;;;
Teresina de Goiás;2008;;;;;72;;;;;;;;;134;;;
Teresina de Goiás;2009;;;;;12;;;;;;;;;177;;;
Teresina de Goiás;2010;; ; ;;189;;; ;; ; ; ; ;147; ; ; 
Teresina de Goiás;2011;;;;;172;;;;;;;;;155;;;
Teresina de Goiás;2012;;;;;;;;;;;;;;132;;;
Teresina de Goiás;2013;;;;;;;;;;;;;;120;;;
Teresina de Goiás;2014;;;;;;;;;;;;;;130;;;
Teresina de Goiás;2015;;;;;;;;;;;;;;153;;;
Teresina de Goiás;2016;;;;;;;;;;;;;;161;;;
Teresina de Goiás;2017;;14;;;;;;;;;;;;122;;;
Teresina de Goiás;2018;;13;0;;0;;;0;;0;0;0;0;113;0;0;0
Terezópolis de Goiás;2002;;;;;;;;;;;;;;194;;;
Terezópolis de Goiás;2003;;;;;;;;;;;;;;187;;;
Terezópolis de Goiás;2004;;;;;;;;;;;;;;219;;;
Terezópolis de Goiás;2005;;;;;;;;;;;;;;242;;;
Terezópolis de Goiás;2006;;;;;;;;;;;;;;306;;;
Terezópolis de Goiás;2007;;;;;;;;;;;;;;311;;;
Terezópolis de Goiás;2008;;;;;;;;;;;;;;305;;;
Terezópolis de Goiás;2009;;;;;;;;;;;;;;324;;;
Terezópolis de Goiás;2010;; ; ;; ;;; ;; ; ; ; ;314; ; ; 
Terezópolis de Goiás;2011;;;;;;;;;;;;;;353;;;
Terezópolis de Goiás;2012;;;;;;;;;;;;;;283;;;
Terezópolis de Goiás;2013;;;;;;;;;;;;;;310;;;
Terezópolis de Goiás;2014;;;;;;;;;;;;;;277;;;
Terezópolis de Goiás;2015;;;;;;;;;;;;;;253;;;
Terezópolis de Goiás;2016;;;;;;;;;;;;;;246;;;
Terezópolis de Goiás;2017;;18;;;;;;;;;;;;250;;;
Terezópolis de Goiás;2018;;85;0;;0;;;0;;0;0;0;0;240;0;0;0
Três Ranchos;2002;;81;;;;;;;;;;;;115;;;
Três Ranchos;2003;;67;;;;;;;;;;;;149;;;
Três Ranchos;2004;;58;;;;;;;;;;;;138;;;
Três Ranchos;2005;;42;;;;;;;;;;;;146;;;
Três Ranchos;2006;;16;;;;;;;;;;;;131;;;
Três Ranchos;2007;;11;;;;;;;;;;;;105;;;
Três Ranchos;2008;;;;;;;;;;;;;;109;;;
Três Ranchos;2009;;;;;;;;;;;;;;155;;;
Três Ranchos;2010;; ; ;; ;;; ;; ; ; ; ;134; ; ; 
Três Ranchos;2011;;;;;;;;;;;;;;111;;;
Três Ranchos;2012;;;;;;;;;;;;;;100;;;
Três Ranchos;2013;;;;;;;;;;;;;;112;;;
Três Ranchos;2014;;;;;;;;;;;;;;97;;;
Três Ranchos;2015;;;;;;;;;;;;;;111;;;
Três Ranchos;2016;;;;;;;;;;;;;;93;;;
Três Ranchos;2017;;;;;;;;;;;;;;95;;;
Três Ranchos;2018;;0;0;;0;;;0;;0;0;0;0;78;0;0;0
Trindade;2002;;1126;;251;119;;523;837;;;;;;3206;;;503
Trindade;2003;;1618;;449;170;;680;968;;;;;;3175;;;581
Trindade;2004;;2211;;533;100;;1011;786;;;;;92;3277;;;736
Trindade;2005;;1935;;523;145;;896;491;;;;;37;3392;;;669
Trindade;2006;;1610;;349;;;712;210;;;;;;3671;;;550
Trindade;2007;;1554;;218;;;642;50;;;;;;3625;;;384
Trindade;2008;;1236;;217;;;866;56;;;;;;3526;;;343
Trindade;2009;;928;;220;;;1021;;;;;;;3563;;;249
Trindade;2010;;1107; ;221; ;;1332; ;; ; ; ; ;3714; ; ;200
Trindade;2011;;832;;209;;;1880;;;;;;;3657;;;274
Trindade;2012;;755;;222;;;2078;14;;;;;;3788;;;280
Trindade;2013;;561;;212;;;2158;;;;;;;3768;;;257
Trindade;2014;;739;;;65;;;;;;;;;3911;;;233
Trindade;2015;;883;;;148;;;;;;1084;;;3889;221;;254
Trindade;2016;;1011;;;167;;;;;12;634;;;4036;280;;217
Trindade;2017;;1284;;;231;;;;;;382;;;3509;307;;196
Trindade;2018;;1536;0;;253;;;0;;0;396;0;0;3878;321;0;225
Trombas;2002;;;;;;;;;;;;;;244;;;
Trombas;2003;;;;;;;;;;;;;;235;;;
Trombas;2004;;;;;18;;;;;;;;;238;;;
Trombas;2005;;;;;;;;;;;;;;218;;;
Trombas;2006;;;;;;;;;;;;;;227;;;
Trombas;2007;;;;;20;;;;;;;;;205;;;
Trombas;2008;;;;;20;;;;;;;;;199;;;
Trombas;2009;;;;;;;;;;;;;;170;;;
Trombas;2010;; ; ;; ;;; ;; ; ; ; ;176; ; ; 
Trombas;2011;;;;;;;;;;;;;;195;;;
Trombas;2012;;;;;;;;;;;;;;184;;;
Trombas;2013;;;;;;;;;;;;;;146;;;
Trombas;2014;;;;;;;;;;;;;;122;;;
Trombas;2015;;;;;;;;;;;;;;99;;;
Trombas;2016;;;;;;;;;;;;;;114;;;
Trombas;2017;;13;;;;;;;;;;;;113;;;
Trombas;2018;;10;0;;0;;;0;;0;0;0;0;135;0;0;0
Turvânia;2002;;70;;;;;;;;;;;;245;;;
Turvânia;2003;;73;;;;;;;;;;;;245;;;
Turvânia;2004;;56;;;;;;;;;;;;250;;;
Turvânia;2005;;18;;;;;;;;;;;;264;;;
Turvânia;2006;;;;;;;;;;;;;;277;;;
Turvânia;2007;;19;;;;;;;;;;;;213;;;
Turvânia;2008;;17;;;;;;;;;;;;205;;;
Turvânia;2009;;;;;;;;;;;;;;208;;;
Turvânia;2010;; ; ;; ;;; ;; ; ; ; ;248; ; ; 
Turvânia;2011;;;;;;;;;;;;;;240;;;
Turvânia;2012;;;;;;;;;;;;;;200;;;
Turvânia;2013;;;;;;;;;;;;;;158;;;
Turvânia;2014;;;;;;;;;;;;;;150;;;
Turvânia;2015;;;;;;;;;;;;;;187;;;
Turvânia;2016;;;;;13;;;;;;;;;162;;;
Turvânia;2017;;;;;16;;;;;;;;;134;;;
Turvânia;2018;;9;0;;0;;;0;;0;0;0;0;144;0;0;0
Turvelândia;2002;;;;;90;;;;;;;;;188;;;
Turvelândia;2003;;;;;57;;;;;;;;;235;;;
Turvelândia;2004;;;;;62;;;;;;;;;235;;;
Turvelândia;2005;;;;;46;;;;;;;;;223;;;
Turvelândia;2006;;;;;80;;;;;;;;;202;;;
Turvelândia;2007;;;;;53;;;;;;;;;185;;;
Turvelândia;2008;;;;;70;;;;;;;;;161;;;
Turvelândia;2009;;;;;81;;;;;;;;;197;;;
Turvelândia;2010;; ; ;;70;;; ;; ; ; ; ;224; ; ; 
Turvelândia;2011;;;;;89;;;;;;;;;179;;;
Turvelândia;2012;;;;;68;;;;;;;;;198;;;
Turvelândia;2013;;;;;55;;;;;;;;;195;;;
Turvelândia;2014;;;;;37;;;;;;;;;188;;;
Turvelândia;2015;;;;;48;;;;;;;;;192;;;
Turvelândia;2016;;;;;45;;;;;;;;;216;;;
Turvelândia;2017;;19;;;38;;;;;;;;;193;;;
Turvelândia;2018;;30;0;;18;;;0;;0;0;0;0;191;0;0;0
Uirapuru;2002;;;;;98;;;;;;;;;224;;;
Uirapuru;2003;;;;;55;;;;;;;;;192;;;
Uirapuru;2004;;;;;40;;;;;;;;41;174;;;
Uirapuru;2005;;29;;;;;;;;;;;72;142;;;
Uirapuru;2006;;34;;;58;;;;;;;;125;111;;;
Uirapuru;2007;;18;;;39;;;;;;;;;162;;;49
Uirapuru;2008;;8;;;27;;;;;;;;;146;;;44
Uirapuru;2009;;;;;31;;;;;;;;;163;;;28
Uirapuru;2010;;17; ;;61;;; ;; ; ; ; ;147; ; ;31
Uirapuru;2011;;14;;;62;;;;;;;;;140;;;32
Uirapuru;2012;;11;;;;;;;;;;;;113;;;31
Uirapuru;2013;;10;;;;;;;;;;;;126;;;48
