Localidade;Ano;Rendimento Médio;Indústria de Transformação;Indústria de Extração de Minerais;Serviços Industriais de Utilidade Pública;Construção Civil;Comércio;Serviços;Administração Pública Direta e Indireta;Agricultura, Silvicultura, Criação de Animais, Extração Vegetal e Pesca;Atividade não especificada ou classificada
Aparecida do Rio Doce;2010;970,11;1135,98;;;;715,76;865,57;1130,83;969,48;
Aparecida do Rio Doce;2011;1091,98;1100,41;;;;721,27;1007,88;1147,57;1174,95;
Aparecida do Rio Doce;2012;1320,57;1356,39;;;1479,58;863,67;1396,34;1370,84;1316,44;
Aparecida do Rio Doce;2013;1403,65;1656,82;;;1230,33;1098,71;1407,46;1520,46;1437,89;
Aparecida do Rio Doce;2014;1452,5;2284,63;;;2410,59;937,93;1498,41;1397,02;1571;
Aparecida do Rio Doce;2015;1411,68;1599,78;;;1356,92;892,64;1607,06;1315,79;1661,69;
Aparecida do Rio Doce;2016;1580,58;1762,52;;;1464,96;1116,74;1750,84;1351,56;1831,69;
Aparecida do Rio Doce;2017;1440,13;1875,85;;;2752,1;1039,79;1835,09;1264,11;1812,19;
Aparecida do Rio Doce;2018;2091,98;1312,88;0;0;1409,13;1359,61;1682,69;2602,68;1862,89;
Aporé;1999;310,46;;;;;;;;;
Aporé;2000;355,89;;;;;;;;;
Aporé;2001;430,22;;;;;;;;;
Aporé;2002;590,72;;;;;;;;;
Aporé;2003;564,82;;;;;;;;;
Aporé;2004;617,31;;;;;;;;;
Aporé;2005;642,96;;;;;;;;;
Aporé;2006;717,73;;;;;;;;;
Aporé;2007;867,06;;;;;;;;;
Aporé;2008;1103,88;;;;;;;;;
Aporé;2009;975,78;;;;;;;;;
Aporé;2010;1066,91;1364,06;;2297,79;;844,34;1039,72;1038,07;889,95;
Aporé;2011;1221,97;1511,8;;2480,46;;958,81;1519,28;1116,81;1000,61;
Aporé;2012;1454,81;1713,95;;3801,54;;967,91;1469,29;1368,06;1137,06;
Aporé;2013;1745,98;1988,96;;4396,62;;900,68;1435,28;2015,24;1203,85;
Aporé;2014;1782,47;2002,57;;8569,82;;1115,98;1645,84;2141,56;1397,46;
Aporé;2015;2009,54;2574,55;;8324,1;;1235,63;1713,34;2359,52;1501,47;
Aporé;2016;2087,01;2554,26;;9880,29;;1432,11;2670,55;2143,41;1653,72;
Aporé;2017;2251,55;2697,7;;10373,63;;1403,1;2277,54;2440,16;1792,54;
Aporé;2018;2212,82;2340,89;0;8788,78;0;1445,21;2149,59;2635,08;1831,86;
Araçu;1999;215,86;;;;;;;;;
Araçu;2000;229,86;;;;;;;;;
Araçu;2001;268,19;;;;;;;;;
Araçu;2002;300,78;;;;;;;;;
Araçu;2003;398,39;;;;;;;;;
Araçu;2004;500,86;;;;;;;;;
Araçu;2005;527,18;;;;;;;;;
Araçu;2006;464,1;;;;;;;;;
Araçu;2007;554,91;;;;;;;;;
Araçu;2008;556,83;;;;;;;;;
Araçu;2009;646,11;;;;;;;;;
Araçu;2010;718,9;605,52;;7194,32;;742,97;789,15;675,07;679,41;
Araçu;2011;784,59;656,75;;8077,41;;739,78;791,79;545;742,13;
Araçu;2012;914,38;754,62;;;;953,31;1155,29;946,7;880,21;
Araçu;2013;1003,62;800,99;;;;955,26;990,81;1147,96;952,38;
Araçu;2014;1111,21;903,84;;;1806,4;1080,02;1017,47;1265,9;1026,63;
Araçu;2015;1209,41;955,6;;;;1232,34;814,27;1502,47;1054,04;
Araçu;2016;1390,42;1118;;;1916,11;1223,09;1387,82;1591,34;1223,46;
Araçu;2017;1280,75;1123,45;;;598,52;1390,74;1305,54;1625,12;1324,63;
Araçu;2018;1499,37;1185,62;0;0;1167,97;1345,05;1254,39;1922,61;1350,99;
Aragarças;1999;326,81;;;;;;;;;
Aragarças;2000;353,08;;;;;;;;;
Aragarças;2001;349,5;;;;;;;;;
Aragarças;2002;425,47;;;;;;;;;
Aragarças;2003;443,13;;;;;;;;;
Aragarças;2004;491,38;;;;;;;;;
Aragarças;2005;536,84;;;;;;;;;
Aragarças;2006;629,72;;;;;;;;;
Aragarças;2007;667,86;;;;;;;;;
Aragarças;2008;725,38;;;;;;;;;
Aragarças;2009;910,22;;;;;;;;;
Aragarças;2010;951,39;555,25;;5225,29;801,07;796,34;812,08;1031,29;812,08;
Aragarças;2011;1053,18;699,28;;6029,32;957,2;878,35;942,59;1166,71;894,28;
Aragarças;2012;1007,69;766,3;;9073,65;865,07;1045,79;1034,05;947,54;1083,22;
Aragarças;2013;1273,78;769,69;;7333,44;678,14;1006,28;1265,45;1413,81;1278,07;
Aragarças;2014;1502,1;892,99;;7858,08;974;1116,95;1814,5;1321,06;1311,8;
Aragarças;2015;1514,59;1041,7;2566,01;5856,77;1212,85;1223,31;1737,4;1431,5;1352,33;
Aragarças;2016;1783,61;1122,6;2025,17;14978,86;1703,35;1368,84;2052,74;1426,63;1598,89;
Aragarças;2017;1727,53;1098,81;2056,53;1793,5;1449,36;1451,08;1959,33;1503,72;1854,24;
Aragarças;2018;1747,62;1186,86;1610,64;1802;1956,89;1450,95;1866,12;1863,99;1855,92;
Aragoiânia;1999;235,67;;;;;;;;;
Aragoiânia;2000;239,64;;;;;;;;;
Aragoiânia;2001;307,37;;;;;;;;;
Aragoiânia;2002;368,51;;;;;;;;;
Aragoiânia;2003;400,3;;;;;;;;;
Aragoiânia;2004;475,74;;;;;;;;;
Aragoiânia;2005;515;;;;;;;;;
Aragoiânia;2006;564,39;;;;;;;;;
Aragoiânia;2007;596,75;;;;;;;;;
Aragoiânia;2008;686,09;;;;;;;;;
Aragoiânia;2009;769,81;;;;;;;;;
Aragoiânia;2010;814,49;782,26;;3261,7;1092,94;745,61;677,8;871,34;698,14;
Aragoiânia;2011;923,76;853,57;;3784,05;1220,78;794,79;887,19;962,64;805,54;
Aragoiânia;2012;1080,49;1163,44;;;1539,23;909,35;1187,19;932,77;908,41;
Aragoiânia;2013;1059,37;1165,68;1625,01;;892,75;955,42;1051,38;1033,23;1058,37;
Aragoiânia;2014;1289,44;1327,61;1175,8;;991,12;992,21;1144,9;1519,05;1080,56;
Aragoiânia;2015;1456,56;1474,78;;;1610,16;1307,64;1128,69;1641,02;1137,15;
Aragoiânia;2016;1440,53;1574,16;;;1280,72;1292,56;1259,8;1771,53;1281,6;
Aragoiânia;2017;1473,81;1595,85;;;1304,1;1321,22;1301,4;1647,5;1313,78;
Aragoiânia;2018;1558,7;1572,75;0;0;1060,49;1366,65;1357,79;1740,36;1395,57;
Araguapaz;1999;270,9;;;;;;;;;
Araguapaz;2000;323,37;;;;;;;;;
Araguapaz;2001;365,35;;;;;;;;;
Araguapaz;2002;398,9;;;;;;;;;
Araguapaz;2003;412,06;;;;;;;;;
Araguapaz;2004;465,94;;;;;;;;;
Araguapaz;2005;499,89;;;;;;;;;
Araguapaz;2006;581,52;;;;;;;;;
Araguapaz;2007;624,34;;;;;;;;;
Araguapaz;2008;709,14;;;;;;;;;
Araguapaz;2009;867,07;;;;;;;;;
Araguapaz;2010;941,68;518,87;;6259,82;597,66;697,45;1059,61;1159,04;831,94;
Araguapaz;2011;1028,49;615,54;1158,75;7911,74;873,38;780,51;1000,91;1251,3;903,76;
Araguapaz;2012;1172,41;607,43;1860,31;5790,11;1166,34;936,69;1250,39;1562,37;1010,35;
Araguapaz;2013;1231,59;732,69;1820,11;1350;;985,9;1295,56;1456,25;1168,7;
Araguapaz;2014;1257,04;794,09;1596,78;2172,44;;924,4;1423,9;1505,82;1208,7;
Araguapaz;2015;1374,14;907,67;1173,07;5576,14;;1113,56;1702,22;1591,34;1305,34;
Araguapaz;2016;1584,23;922,43;1244,84;5201,01;;1225,98;1710,89;2161,34;1602,14;
Araguapaz;2017;1643,93;943,19;1579,23;3233,33;;1273,05;1908,19;1823,84;1673,58;
Araguapaz;2018;1788,12;1053,79;1966,37;0;0;1280,72;2083,43;2138,97;1696,6;
Arenópolis;1999;259,86;;;;;;;;;
Arenópolis;2000;305,26;;;;;;;;;
Arenópolis;2001;340,04;;;;;;;;;
Arenópolis;2002;386,61;;;;;;;;;
Arenópolis;2003;419,6;;;;;;;;;
Arenópolis;2004;409,98;;;;;;;;;
Arenópolis;2005;809,78;;;;;;;;;
Arenópolis;2006;797,92;;;;;;;;;
Arenópolis;2007;588,18;;;;;;;;;
Arenópolis;2008;615,23;;;;;;;;;
Arenópolis;2009;767,25;;;;;;;;;
Arenópolis;2010;898,39;;517,79;2411,19;1050,49;639,74;761,43;921,87;804,1;
Arenópolis;2011;973,62;;727,78;3451,64;1275,89;904,34;886,03;972,14;877,63;
Arenópolis;2012;1109,17;692,76;1072;1604,51;1564,15;935,02;983,89;1067,19;1071,21;
Arenópolis;2013;1294,64;673,69;1356;3192,61;1759,59;1184,67;1185,7;1080,21;1221,51;
Arenópolis;2014;1512,48;674,28;;2252,64;2106,56;1090,46;1391,84;1370,5;1252,92;
Arenópolis;2015;1577,83;927,76;1050;1062,38;3055,04;1295,38;1420,4;1448,1;1405,27;
Arenópolis;2016;1707,21;968,97;1050;2219,22;3691,8;1314,69;1515,11;1668,44;1597,74;
Arenópolis;2017;1980,04;974,7;;2818,71;3731,08;1367,68;2202,53;1806,29;1638,9;
Arenópolis;2018;1702,63;840,12;0;2703,21;2122,94;1319,61;2361,79;1659,86;1675,79;
Aruanã;1999;333,55;;;;;;;;;
Aruanã;2000;284,36;;;;;;;;;
Aruanã;2001;347,7;;;;;;;;;
Aruanã;2002;381,62;;;;;;;;;
Aruanã;2003;451,8;;;;;;;;;
Aruanã;2004;493,68;;;;;;;;;
Aruanã;2005;574;;;;;;;;;
Aruanã;2006;724,42;;;;;;;;;
Aruanã;2007;714,56;;;;;;;;;
Aruanã;2008;832,61;;;;;;;;;
Aruanã;2009;898,65;;;;;;;;;
Aruanã;2010;958,59;523,9;;3234,24;2777,5;703,24;810,36;941,52;1081,17;
Aruanã;2011;1023,61;568,7;;4642,77;1032,75;781,66;944,51;1044,19;1096,22;
Aruanã;2012;1158,71;616,15;834,41;6432,06;1673,4;953,32;1363,34;1031,43;1337,17;
Aruanã;2013;1446,45;699,59;1242,99;6530,77;2955,69;999,94;1892,84;1451,34;1508,23;
Aruanã;2014;1392,03;878,11;1688,73;6262,18;1520,88;1018,37;1437,07;1469,77;1521,49;
Aruanã;2015;1481,38;979,31;1790,98;6713,1;568;1104,43;1589,5;1607,27;1576,81;
Aruanã;2016;1711,34;1120,67;2009,5;12628,35;808,89;1286,1;1572,62;1939,27;1753,64;
Aruanã;2017;1854,09;1133,71;3487,74;;1557,08;1403,94;1554,29;2142,7;1931,85;
Aruanã;2018;1914,64;1142,15;2079;0;0;1358,51;1617,24;2028,42;2062,79;
Aurilândia;1999;288,61;;;;;;;;;
Aurilândia;2000;286,19;;;;;;;;;
Aurilândia;2001;332,22;;;;;;;;;
Aurilândia;2002;364,93;;;;;;;;;
Aurilândia;2003;390;;;;;;;;;
Aurilândia;2004;452,81;;;;;;;;;
Aurilândia;2005;489,6;;;;;;;;;
Aurilândia;2006;576,08;;;;;;;;;
Aurilândia;2007;623,94;;;;;;;;;
Aurilândia;2008;628,16;;;;;;;;;
Aurilândia;2009;740,25;;;;;;;;;
Aurilândia;2010;823,05;603,19;;;;658,5;974,46;943,03;735,34;
Aurilândia;2011;908,04;585,4;;;1090;672,34;866,37;1119,55;858,79;
Aurilândia;2012;1076,42;677,43;;;;730,86;1674,32;1295,06;994,69;
Aurilândia;2013;1149,94;784,23;;;678;858,74;1228,9;1378,93;1142,81;
Aurilândia;2014;1268,59;828,25;;;;1063,95;1222,73;1567,1;1224,89;
Aurilândia;2015;1391,96;923,19;;;;1180,8;1705,83;1653,01;1372,06;
Aurilândia;2016;1522,11;992,09;;;;1337,49;1464,01;1907,61;1428,9;
Aurilândia;2017;1658,96;1024,97;;;;1346,12;1538,55;2191,06;1589,8;
Aurilândia;2018;1840,05;1028,17;0;0;0;1498,54;1518,45;2482,26;1692,69;
Avelinópolis;1999;320,86;;;;;;;;;
Avelinópolis;2000;337,13;;;;;;;;;
Avelinópolis;2001;387,07;;;;;;;;;
Avelinópolis;2002;415,1;;;;;;;;;
Avelinópolis;2003;417,01;;;;;;;;;
Avelinópolis;2004;446,66;;;;;;;;;
Avelinópolis;2005;484,67;;;;;;;;;
Avelinópolis;2006;571,62;;;;;;;;;
Avelinópolis;2007;588,62;;;;;;;;;
Avelinópolis;2008;653,01;;;;;;;;;
Avelinópolis;2009;700,28;;;;;;;;;
Avelinópolis;2010;747,87;608,08;1301,05;;1200;599,77;1211,68;794,59;701,01;
Avelinópolis;2011;880,65;673;1576,45;;;693,42;1395,36;900,42;818,02;
Avelinópolis;2012;1005,28;904,57;1851,9;;;750,62;852,26;1177,01;863,41;
Avelinópolis;2013;1229,75;1283,77;2249,52;;;786,5;1184,74;1259,67;1012,46;
Avelinópolis;2014;1251,4;1290,87;;;;1006,09;1267,43;1460,52;931,69;
Avelinópolis;2015;1268,29;1380,31;;;;1036,68;1230,88;1265,42;1149,09;
Avelinópolis;2016;1629,98;1122,58;;;;1083,3;1744,95;2093,21;1323,63;
Avelinópolis;2017;1368,96;1102,29;;;1500;1102,15;1663,54;1562,27;1305,16;
Avelinópolis;2018;1489,79;1174,95;0;0;1500;1035,87;1259,51;1718,03;1346,64;
Baliza;1999;244,8;;;;;;;;;
Baliza;2000;276,26;;;;;;;;;
Baliza;2001;360,31;;;;;;;;;
Baliza;2002;376,39;;;;;;;;;
Baliza;2003;478,84;;;;;;;;;
Baliza;2004;493,78;;;;;;;;;
Baliza;2005;602,89;;;;;;;;;
Baliza;2006;673,85;;;;;;;;;
Baliza;2007;775,98;;;;;;;;;
Baliza;2008;781,2;;;;;;;;;
Baliza;2009;866,91;;;;;;;;;
Baliza;2010;943,71;525,3;;;;542,5;1528,8;976,51;834,96;
Baliza;2011;1083,75;544,54;;;;690,16;1743,59;1116,36;994,16;
Baliza;2012;1289,78;622;;;;1007,48;1772,08;1303,82;1255,16;
Baliza;2013;1360,11;;;;;945,46;1507,87;1386,61;1302,82;
Baliza;2014;1447,07;;;;;966,97;2132,49;1485,76;1361,09;
Baliza;2015;1600,05;;;;;1199,16;1776,09;1685,49;1506,09;
Baliza;2016;1865,9;;;;;1316,56;1895,5;2039,06;1709,8;
Baliza;2017;1967,42;;;;;1396,99;1686,46;2132,6;1836,21;
Baliza;2018;1970,64;0;0;0;0;1756,5;2191,51;2040,82;1841,43;
Barro Alto;1999;301,35;;;;;;;;;
Barro Alto;2000;293,18;;;;;;;;;
Barro Alto;2001;334,1;;;;;;;;;
Barro Alto;2002;389,63;;;;;;;;;
Barro Alto;2003;409,23;;;;;;;;;
Barro Alto;2004;664,1;;;;;;;;;
Barro Alto;2005;642,34;;;;;;;;;
Barro Alto;2006;729,65;;;;;;;;;
Barro Alto;2007;859,2;;;;;;;;;
Barro Alto;2008;1154;;;;;;;;;
Barro Alto;2009;1554,64;;;;;;;;;
Barro Alto;2010;1847,88;612,47;3005,84;8484,97;1897,38;681,83;2081,46;920,68;927,25;
Barro Alto;2011;2215,68;843,96;4093,68;10632,32;1911,78;743,03;1455,05;1036,19;1049,69;
Barro Alto;2012;2331,68;1173,49;4016,23;13442,63;914,67;857,09;1522,63;1208,17;1208,02;
Barro Alto;2013;2395,89;863,12;4256,21;14113,19;1221,02;1021,41;1740,72;1276,87;1327,14;
Barro Alto;2014;2698,38;940,03;4399,09;20810;741,2;1114,08;1992,72;1500,13;1230,71;
Barro Alto;2015;2653,54;753,15;4096,38;24991,69;2190;1228,22;2084,48;1739,47;1471,1;
Barro Alto;2016;2983,82;1091,73;4939,37;28982,3;1196,53;1290,19;1978,36;1882,8;1560,63;
Barro Alto;2017;2781,66;1299,6;4824,65;17925,72;937;1391,25;1864,28;2036,47;1599,19;
Barro Alto;2018;2781,94;1509,73;5024,21;15991,23;2262,45;1339,64;1843,91;2100,8;1431,86;
Bela Vista de Goiás;1999;335,99;;;;;;;;;
Bela Vista de Goiás;2000;381,11;;;;;;;;;
Bela Vista de Goiás;2001;394,47;;;;;;;;;
Bela Vista de Goiás;2002;473,2;;;;;;;;;
Bela Vista de Goiás;2003;544,66;;;;;;;;;
Bela Vista de Goiás;2004;531,3;;;;;;;;;
Bela Vista de Goiás;2005;598,44;;;;;;;;;
Bela Vista de Goiás;2006;651,27;;;;;;;;;
Bela Vista de Goiás;2007;715,52;;;;;;;;;
Bela Vista de Goiás;2008;849,11;;;;;;;;;
Bela Vista de Goiás;2009;940,77;;;;;;;;;
Bela Vista de Goiás;2010;1049,29;1336,96;967,28;5338,96;1036,18;790,52;871,37;1139,17;824,35;
Bela Vista de Goiás;2011;1158,1;1472,07;1170,76;5546,49;835,74;820,02;1013,48;1258,14;937,9;
Bela Vista de Goiás;2012;1360,46;1713,04;1828,23;4967,37;1128;964,89;1260,98;1500,76;1089,99;
Bela Vista de Goiás;2013;1505,64;1844,06;1889,29;4202,4;1328,24;1074,63;1304,38;1667,97;1212,72;
Bela Vista de Goiás;2014;1631,73;2057,05;2220,57;2223,44;1667,71;1179,04;1321,32;1624,8;1320,78;
Bela Vista de Goiás;2015;1834;2354,11;2726,42;3376,09;1579,15;1269,43;1619,99;1825,49;1430,53;
Bela Vista de Goiás;2016;2051,06;2585,21;3157,8;6281,08;1920,8;1420,05;1691,23;2106,16;1623,31;
Bela Vista de Goiás;2017;2205,24;2937,67;3292,53;1359,8;2047,54;1498,33;1749,92;2178,92;1734,3;
Bela Vista de Goiás;2018;2006,75;2287,22;2458,27;1407,95;2195,82;1530,49;1834,66;2393,61;1608,33;
Bom Jardim de Goiás;1999;275,83;;;;;;;;;
Bom Jardim de Goiás;2000;310,08;;;;;;;;;
Bom Jardim de Goiás;2001;320,68;;;;;;;;;
Bom Jardim de Goiás;2002;398,95;;;;;;;;;
Bom Jardim de Goiás;2003;494,33;;;;;;;;;
Bom Jardim de Goiás;2004;437,57;;;;;;;;;
Bom Jardim de Goiás;2005;495,05;;;;;;;;;
Bom Jardim de Goiás;2006;585,74;;;;;;;;;
Bom Jardim de Goiás;2007;620,95;;;;;;;;;
Bom Jardim de Goiás;2008;723,1;;;;;;;;;
Bom Jardim de Goiás;2009;839,73;;;;;;;;;
Bom Jardim de Goiás;2010;905,46;547,94;;6066,49;882,6;748,04;1348,15;871,35;783,26;
Bom Jardim de Goiás;2011;963,67;732,98;;7157,41;920,54;779,44;1458,74;900,85;853,58;
Bom Jardim de Goiás;2012;1071,72;671,38;;9255,59;1557,59;849,38;1566,3;1018,09;975,74;
Bom Jardim de Goiás;2013;1323,22;456,54;;;1277,64;893,74;1723,04;1589,53;1079;
Bom Jardim de Goiás;2014;1345,71;995,5;;;1204,34;1068,62;1846,77;1392,61;1234,75;
Bom Jardim de Goiás;2015;1400,4;867,52;;;1383,14;1154,25;1918,49;1380,24;1375,02;
Bom Jardim de Goiás;2016;1430,93;;;;1495,02;1223,14;1935,17;1420,35;1343,87;
Bom Jardim de Goiás;2017;1651,68;;1054,13;;1250,8;1438,57;2131,79;1633,05;1611,63;
Bom Jardim de Goiás;2018;1669,39;0;1179,75;0;1591,84;1371,64;2061,19;1709,43;1630,34;
Bom Jesus de Goiás;1999;319,87;;;;;;;;;
Bom Jesus de Goiás;2000;343,54;;;;;;;;;
Bom Jesus de Goiás;2001;403,8;;;;;;;;;
Bom Jesus de Goiás;2002;438,93;;;;;;;;;
Bom Jesus de Goiás;2003;496,21;;;;;;;;;
Bom Jesus de Goiás;2004;548,41;;;;;;;;;
Bom Jesus de Goiás;2005;605,47;;;;;;;;;
Bom Jesus de Goiás;2006;621,41;;;;;;;;;
Bom Jesus de Goiás;2007;697,22;;;;;;;;;
Bom Jesus de Goiás;2008;853,05;;;;;;;;;
Bom Jesus de Goiás;2009;937,38;;;;;;;;;
Bom Jesus de Goiás;2010;1067,29;1139,44;;6614,55;1180,32;810,51;1090,7;1174,68;1100;
Bom Jesus de Goiás;2011;1141,9;1247,14;;7292,38;999,76;921,87;1132,27;1283,41;1198,76;
Bom Jesus de Goiás;2012;1403,8;1430,35;;9265,66;1334,22;994,6;1376,7;1490,29;1761,85;
Bom Jesus de Goiás;2013;1508,19;1453,09;;10591,58;1406,6;1173,09;1424,51;1813,35;1644,89;
Bom Jesus de Goiás;2014;1807,97;1494,38;;11197,62;2337,85;1265,63;1474,56;2065,57;2214,37;
Bom Jesus de Goiás;2015;1762,22;1520,95;;;1575,22;1294,64;1483,82;2339,04;1980,04;
Bom Jesus de Goiás;2016;1849,08;1870,39;;;209,73;1399,67;1542,69;2636,14;1936,79;
Bom Jesus de Goiás;2017;1974,67;2059,43;;;1332,5;1519,01;1688,66;2978,97;1945,33;
Bom Jesus de Goiás;2018;2115,99;2392,01;0;0;1150,18;1527,67;1726,81;3123,07;2348,15;
Bonfinópolis;1999;284,95;;;;;;;;;
Bonfinópolis;2000;450,06;;;;;;;;;
Bonfinópolis;2001;360,21;;;;;;;;;
Bonfinópolis;2002;377,49;;;;;;;;;
Bonfinópolis;2003;393,89;;;;;;;;;
Bonfinópolis;2004;478,25;;;;;;;;;
Bonfinópolis;2005;507,89;;;;;;;;;
Bonfinópolis;2006;570,98;;;;;;;;;
Bonfinópolis;2007;648,74;;;;;;;;;
Bonfinópolis;2008;719,13;;;;;;;;;
Bonfinópolis;2009;782,26;;;;;;;;;
Bonfinópolis;2010;877,65;649,14;;3900,01;859,47;766,07;662,2;980,14;905,17;
Bonfinópolis;2011;1003,41;679,57;;7041,24;713,53;833,57;811,72;1233,58;995,8;
Bonfinópolis;2012;1074,76;982,47;;8325,02;881,76;954,31;779,52;1326,63;1001,21;
Bonfinópolis;2013;1336,14;1122,01;;;771,15;1005,39;953,08;1719,17;1275,42;
Bonfinópolis;2014;1458,18;1865,56;;;729,8;1028,06;1101,34;1705,55;1264,17;
Bonfinópolis;2015;1634,3;2205,18;;;924,1;1223,65;1190,78;1920,16;1437,21;
Bonfinópolis;2016;1567,31;1599,33;;;1400,16;1337,26;1313,08;2064,95;1249,41;
Bonfinópolis;2017;1518,35;1583,71;;;1429,08;1429,1;1172,71;1725,77;1255,91;
Bonfinópolis;2018;1777,78;4009,22;0;0;1565,76;1404,88;1361,54;1976,69;1358,4;
Bonópolis;1999;268,73;;;;;;;;;
Bonópolis;2000;331,22;;;;;;;;;
Bonópolis;2001;322,86;;;;;;;;;
Bonópolis;2002;392,56;;;;;;;;;
Bonópolis;2003;448,39;;;;;;;;;
Bonópolis;2004;508,62;;;;;;;;;
Bonópolis;2005;570,7;;;;;;;;;
Bonópolis;2006;627,78;;;;;;;;;
Bonópolis;2007;693,49;;;;;;;;;
Bonópolis;2008;739,24;;;;;;;;;
Bonópolis;2009;822,34;;;;;;;;;
Bonópolis;2010;897,84;;;;;715,47;1097,96;871,26;938,51;
Bonópolis;2011;1006,1;;;;;681,35;1030,27;986,34;1048,85;
Bonópolis;2012;1079,85;;;;;617,59;1077,14;1010,94;1176,76;
Bonópolis;2013;1272,93;;1017;;;906,59;1072,01;1275,72;1315,34;
Bonópolis;2014;1317,13;1031,85;;;;977,97;1311,4;1187,38;1480,7;
Bonópolis;2015;1573,54;969;;;;1135,71;1578,04;1518,78;1661,39;
Bonópolis;2016;1757,53;1193,33;;;;1233,67;1310,09;1704,74;1880,99;
Bonópolis;2017;1891,47;1113,88;;;;1260,77;1666,99;1904,14;1975,13;
Bonópolis;2018;1883,59;1327,69;0;0;0;1287;1568,02;1948,05;1923,92;
Brazabrantes;1999;308,72;;;;;;;;;
Brazabrantes;2000;316;;;;;;;;;
Brazabrantes;2001;375,67;;;;;;;;;
Brazabrantes;2002;451,69;;;;;;;;;
Brazabrantes;2003;368,38;;;;;;;;;
Brazabrantes;2004;445,1;;;;;;;;;
Brazabrantes;2005;414,77;;;;;;;;;
Brazabrantes;2006;568,01;;;;;;;;;
Brazabrantes;2007;633,4;;;;;;;;;
Brazabrantes;2008;705,38;;;;;;;;;
Brazabrantes;2009;755,47;;;;;;;;;
Brazabrantes;2010;848,31;795,52;;;899,69;768,74;780,81;963,13;777,26;
Brazabrantes;2011;990,36;902,45;;;1033,35;693,33;1056,4;1090,83;854,7;
Brazabrantes;2012;1042,43;1007,19;;;;757,94;1236,87;978,34;930,85;
Brazabrantes;2013;1045,29;1072,54;;;;877,55;1090,97;962,59;1109,14;
Brazabrantes;2014;1117,02;1186,54;;;1188;1025,08;1092,65;1103,97;1169,33;
Brazabrantes;2015;1195,07;1141,94;;1500;957,89;991,78;1285,47;1145,1;1156,09;
Brazabrantes;2016;1306,62;1300,41;;1289,09;;1054,51;1528,74;1146,48;1200,26;
Brazabrantes;2017;1532,04;1543,56;;2051,2;;965,14;1534,2;1614,81;1372,5;
Brazabrantes;2018;1425,07;1541;0;1642,7;1559,8;1183,36;1500,57;1377,19;1328,65;
Britânia;1999;300,21;;;;;;;;;
Britânia;2000;344,93;;;;;;;;;
Britânia;2001;355,23;;;;;;;;;
Britânia;2002;395,29;;;;;;;;;
Britânia;2003;440,67;;;;;;;;;
Britânia;2004;592,38;;;;;;;;;
Britânia;2005;614,49;;;;;;;;;
Britânia;2006;641,91;;;;;;;;;
Britânia;2007;800,79;;;;;;;;;
Britânia;2008;821,74;;;;;;;;;
Britânia;2009;845,41;;;;;;;;;
Britânia;2010;898,13;539,06;;3956,76;;698,3;1023,73;909,7;920,62;
Britânia;2011;961,72;563,05;;4642,83;545;706,78;904,97;1017,37;1013,99;
Britânia;2012;1120,44;692,42;;6337,92;622;817,33;1305,81;1187,79;1176,2;
Britânia;2013;1238,71;942,77;;;678;900,53;1341,44;1241,16;1353,61;
Britânia;2014;1420,77;917,06;;;3220,73;984,07;1354,32;1439,04;1512,69;
Britânia;2015;1430,98;859,05;;;2361,87;1110,12;1345,36;1434,22;1612,08;
Britânia;2016;1720,66;946,23;;;2114,72;1243,34;1389,61;2147,78;1822,97;
Britânia;2017;1719,53;928,21;;;2531,31;1315,81;1599,82;1739,55;1934,45;
Britânia;2018;1825,25;1016,85;0;0;5856,35;1318,29;1557,57;1870,04;2025,21;
Buriti Alegre;1999;285,43;;;;;;;;;
Buriti Alegre;2000;284,67;;;;;;;;;
Buriti Alegre;2001;319,2;;;;;;;;;
Buriti Alegre;2002;362,93;;;;;;;;;
Buriti Alegre;2003;378,49;;;;;;;;;
Buriti Alegre;2004;424,12;;;;;;;;;
Buriti Alegre;2005;487,27;;;;;;;;;
Buriti Alegre;2006;518,79;;;;;;;;;
Buriti Alegre;2007;591,92;;;;;;;;;
Buriti Alegre;2008;665,29;;;;;;;;;
Buriti Alegre;2009;799,33;;;;;;;;;
Buriti Alegre;2010;906,97;961,55;;2893,61;;701,5;1126,19;757,34;854,72;
Buriti Alegre;2011;1066,18;1157,79;;3267,15;;773,86;1261,64;919,59;945,12;
Buriti Alegre;2012;1045,69;1069,98;;3414,91;1090,07;928,7;1462,61;968,21;1004,2;
Buriti Alegre;2013;1213,83;1374,58;;;3026,6;1080,11;1306,23;1051,83;1043,56;
Buriti Alegre;2014;1280,7;1321,98;;;1554,04;1204,93;1523,01;1221,89;1130,58;
Buriti Alegre;2015;1514,35;1726,03;;;1445,7;1182,03;1667,56;1340,49;1371,97;
Buriti Alegre;2016;1379,45;1497,03;2187,07;1467,65;1953,2;1239,03;1750,41;1193,85;1414,6;
Buriti Alegre;2017;1627,14;1897,45;2279,37;;;1375,32;1862,54;1130,77;1483,48;
Buriti Alegre;2018;1691,59;1673,95;2045,15;0;0;1305,67;1842,81;1846,62;1623,46;
Buriti de Goiás;1999;250,26;;;;;;;;;
Buriti de Goiás;2000;254,09;;;;;;;;;
Buriti de Goiás;2001;303,29;;;;;;;;;
Buriti de Goiás;2002;415,29;;;;;;;;;
Buriti de Goiás;2003;513,52;;;;;;;;;
Buriti de Goiás;2004;462,35;;;;;;;;;
